People Vaccinated with at Least One Dose - Federal,People Fully Vaccinated - Federal,People Fully Vaccinated - NC,People Vaccinated with at Least One Dose - NC,County
5365,4167,24529,27544,Robeson
468,380,3822,4312,Perquimans
16728,13341,54133,60024,Johnston
9799,7822,31939,33832,Randolph
113,94,2321,2557,Hyde
858,731,3805,4053,Alleghany
3466,2925,12234,13370,Duplin
272,223,2949,3369,Gates
5109,4277,20627,22110,Haywood
3310,2557,15139,16325,Stanly
43902,35227,13436,14132,Missing County
5706,4743,21671,23858,Wilson
85,76,1201,1352,Tyrrell
7628,5991,27431,29948,Wayne
1400,1141,7064,7721,Montgomery
4714,3879,15502,16694,Lenoir
2096,1697,9734,10538,Scotland
12852,10304,55876,60406,Alamance
338,269,2581,2981,Camden
1143,979,6202,6700,Greene
9923,7762,29488,31738,Rowan
643,492,6187,6761,Northampton
4563,3420,16222,17552,Wilkes
8253,6540,22198,23372,Lincoln
4724,3744,22711,24055,Caldwell
1182,1037,6451,6914,Polk
6139,5088,20334,21576,Surry
1563,1376,14001,14739,Macon
787,717,2953,3126,Clay
2078,1708,10561,11153,Yadkin
10366,7689,28761,31244,Onslow
2157,1723,12101,12976,Richmond
30190,26851,93320,101094,Buncombe
24258,19265,63032,67388,Union
23492,18818,53981,58721,Cabarrus
979,772,2954,3335,Washington
7780,5759,27072,29294,Harnett
5118,3905,25002,26442,Burke
0,0,71120,80257,Out of State
5163,4213,18635,20090,Granville
18737,14118,55896,59094,Gaston
3033,2326,12381,14126,Edgecombe
2893,2491,20980,22479,Watauga
2319,1770,7866,9005,Hoke
755,623,6221,7039,Bertie
2578,2061,12475,13367,Person
2396,1901,16133,17214,Beaufort
14684,11372,44507,47320,Catawba
1716,1415,13830,14777,Jackson
154943,131505,413766,453773,Wake
6511,5022,25813,27415,Cleveland
3562,2835,16447,18119,Sampson
2589,2111,13847,14601,Columbus
825,510,6973,7589,Caswell
492,345,5905,6462,Yancey
4790,3792,17469,19050,Lee
1193,996,6237,7053,Hertford
6055,4697,25391,27558,Rockingham
134618,107025,330734,363628,Mecklenburg
6390,5372,23239,24653,Carteret
650,507,3535,3699,Swain
806,679,6094,6547,Avery
3612,2882,12803,14205,Vance
2093,1644,15857,17310,Halifax
2681,2245,15563,17392,Rutherford
8558,6854,26900,30362,Nash
1803,1578,8589,9273,Ashe
3720,2954,10995,11785,Stokes
289,236,2165,2312,Graham
4624,3853,17380,18729,Pender
7293,6175,30364,32215,Craven
51294,41561,179642,193686,Guilford
740,616,8443,8909,Madison
8568,7258,25000,27574,Chatham
12992,10696,54107,57563,Pitt
8626,7367,35093,37220,Moore
38303,31827,122992,133853,Forsyth
19267,15153,45074,46173,Iredell
2168,1937,12386,12954,Transylvania
1112,913,6826,7438,Martin
1260,1069,6562,7148,Warren
503,405,2768,2996,Jones
4005,3347,13145,13980,Davie
21407,16061,60315,64706,Cumberland
1606,1245,14453,15633,McDowell
1410,1239,7802,8315,Cherokee
817,743,4442,5339,Chowan
17173,15672,68792,75087,Orange
1181,958,10516,11138,Alexander
33288,28413,127077,138475,Durham
9081,7985,39564,42326,Henderson
2265,1749,11389,13150,Pasquotank
532,448,4973,5315,Pamlico
527,396,4410,4884,Mitchell
1109,886,7299,8309,Currituck
13671,12135,55234,58410,Brunswick
12007,9658,40630,43493,Davidson
6652,5350,18302,19646,Franklin
2972,2499,17926,18930,Dare
1722,1322,8642,9429,Bladen
27519,23426,81245,86199,New Hanover
965,744,6470,6997,Anson
