People Vaccinated with at Least One Dose - Federal,People Fully Vaccinated - Federal,People Fully Vaccinated - NC,Population,People Vaccinated with at Least One Dose - NC,County
7135,6109,27483,130625,29807,Robeson
593,530,4110,13463,4550,Perquimans
21393,19190,59412,209339,63452,Johnston
12189,11018,34335,143667,35714,Randolph
126,110,2595,4937,2745,Hyde
981,930,4183,11137,4401,Alleghany
4470,4049,13154,58741,14110,Duplin
329,295,3220,11562,3541,Gates
5776,5263,22276,62317,23080,Haywood
4024,3539,16397,62806,17211,Stanly
54005,49324,18618,,19108,Missing County
7162,6472,24102,81801,25350,Wilson
95,87,1357,4016,1451,Tyrrell
10092,8782,29685,123131,31244,Wayne
1690,1523,7524,27173,7923,Montgomery
5808,5230,16843,55949,17701,Lenoir
2747,2321,10393,34823,10870,Scotland
15765,13842,61282,169509,63713,Alamance
429,388,2780,10867,3144,Camden
1441,1285,6886,21069,7255,Greene
12416,10792,32444,142088,33873,Rowan
815,681,6520,19483,6966,Northampton
5747,5078,17286,68412,18557,Wilkes
9965,9004,23407,86111,24124,Lincoln
5839,5151,24186,82178,25033,Caldwell
1304,1187,6778,20724,7103,Polk
7204,6528,21662,71783,22455,Surry
1824,1669,14783,35858,15351,Macon
809,783,3128,11231,3230,Clay
2690,2365,11203,37667,11613,Yadkin
13827,12158,30469,197938,33050,Onslow
2765,2387,12984,44829,13601,Richmond
33298,31656,101983,261191,106407,Buncombe
29857,26825,69008,239859,71459,Union
28409,25938,59221,216453,62430,Cabarrus
1198,991,3221,11580,3529,Washington
10399,9100,29478,135976,31102,Harnett
6238,5413,26703,90485,27759,Burke
0,0,74911,,81861,Out of State
6366,5732,20073,60443,21017,Granville
23786,20983,59066,224529,61644,Gaston
3915,3401,14388,51472,15275,Edgecombe
3253,2962,23971,56177,25413,Watauga
3255,2849,8828,55234,9650,Hoke
1001,898,6681,18947,7461,Bertie
3299,2900,13579,39490,14113,Person
3015,2660,17040,46994,17968,Beaufort
17898,15777,47846,159551,49482,Catawba
2085,1837,14711,43938,15176,Jackson
183224,172837,454701,1111761,475388,Wake
8216,7188,27433,97947,28547,Cleveland
4660,4135,18464,63531,19828,Sampson
3266,2785,14745,55508,15368,Columbus
1002,728,7690,22604,8139,Caswell
620,542,6432,18069,6753,Yancey
6337,5699,18812,61779,19882,Lee
1571,1396,6650,23677,7301,Hertford
7791,6911,27452,91010,28767,Rockingham
162700,145805,367892,1110356,390616,Mecklenburg
7530,7026,24168,69473,25274,Carteret
801,676,3651,14271,3764,Swain
939,860,6599,17557,7068,Avery
4601,4150,14084,44535,15249,Vance
2763,2394,17054,50010,18085,Halifax
3282,3002,17204,67029,18472,Rutherford
10850,9886,30212,94298,32000,Nash
2124,1984,9307,27203,9969,Ashe
4498,4018,11833,45591,12365,Stokes
423,325,2298,8441,2456,Graham
5595,5057,18463,63060,19524,Pender
8926,8171,32497,102139,33703,Craven
63748,57288,193514,537174,201291,Guilford
823,763,9011,21755,9279,Madison
9548,8664,26481,74470,27635,Chatham
16549,14863,57313,180742,59775,Pitt
10190,9433,36665,100880,37823,Moore
46220,41980,133629,382295,139867,Forsyth
23674,21429,47832,181806,47953,Iredell
2390,2256,13129,34385,13518,Transylvania
1354,1210,7445,22440,7945,Martin
1552,1438,7049,19731,7410,Warren
636,541,3026,9419,3167,Jones
4760,4377,14029,42846,14505,Davie
29174,25269,64716,335509,67650,Cumberland
1896,1577,15721,45756,16441,McDowell
1574,1431,8267,28612,8632,Cherokee
991,960,4763,13943,5559,Chowan
19035,18374,75593,148476,78178,Orange
1473,1321,11517,37497,12019,Alexander
38701,35565,139125,321488,144310,Durham
10126,9595,42851,117417,44608,Henderson
2895,2582,12167,39824,13796,Pasquotank
665,607,5310,12726,5581,Pamlico
621,542,4825,14964,5134,Mitchell
1338,1228,7838,27763,8780,Currituck
15673,14777,57470,142820,59691,Brunswick
14864,13323,44042,167609,46111,Davidson
8160,7501,19932,69685,20827,Franklin
3518,3194,19030,37009,19688,Dare
2271,1891,9216,32722,10025,Bladen
31701,29174,85612,234473,89212,New Hanover
1311,1097,7007,24446,7384,Anson
