People Vaccinated with at Least One Dose - Federal,People Fully Vaccinated - Federal,People Fully Vaccinated - NC,People Vaccinated with at Least One Dose - NC,County
4523,3621,23259,26488,Robeson
384,335,3638,4188,Perquimans
14186,11037,50150,57784,Johnston
8410,6672,30296,32852,Randolph
107,91,2169,2424,Hyde
783,661,3624,3933,Alleghany
3038,2562,11607,13072,Duplin
243,198,2736,3247,Gates
4744,3876,18530,21175,Haywood
2831,2152,13784,15924,Stanly
38275,29794,11543,13195,Missing County
5002,4125,19931,22786,Wilson
79,69,1168,1290,Tyrrell
6272,5063,25693,28944,Wayne
1196,973,6709,7521,Montgomery
4151,3513,14738,16129,Lenoir
1853,1531,9237,10255,Scotland
11288,9277,53052,58185,Alamance
277,216,2463,2912,Camden
1035,892,5874,6461,Greene
8627,6654,27460,30614,Rowan
554,438,6002,6648,Northampton
3932,2965,15773,17163,Wilkes
6981,5344,20410,22857,Lincoln
4009,3070,21805,23397,Caldwell
1120,1001,6286,6731,Polk
5570,4587,19913,21233,Surry
1419,1235,13553,14456,Macon
746,672,2808,3046,Clay
1831,1550,10164,10874,Yadkin
8276,6215,27854,30437,Onslow
1858,1490,11618,12683,Richmond
28003,24943,87323,96578,Buncombe
20980,16627,57468,65026,Union
20080,16103,48060,56460,Cabarrus
896,693,2851,3254,Washington
6377,4664,25466,28334,Harnett
4321,3342,23962,25765,Burke
0,0,66475,77985,Out of State
4530,3644,17718,19487,Granville
15331,11809,52180,57955,Gaston
2564,2050,11632,13664,Edgecombe
2633,2318,19878,21751,Watauga
1868,1459,7429,8606,Hoke
662,570,5897,6897,Bertie
2198,1733,11565,13037,Person
2083,1701,15548,16866,Beaufort
12578,9691,41890,45852,Catawba
1521,1257,13340,14295,Jackson
137572,113590,385019,432275,Wake
5530,4298,24572,26622,Cleveland
3060,2368,15479,17482,Sampson
2308,1931,13327,14245,Columbus
733,465,6626,7436,Caswell
393,312,5537,6196,Yancey
3992,3253,16599,18358,Lee
1022,906,5927,6915,Hertford
5150,3883,24171,26708,Rockingham
117430,91958,294287,346355,Mecklenburg
5543,4646,22693,24382,Carteret
579,460,3418,3634,Swain
700,594,5841,6384,Avery
3087,2436,11989,13728,Vance
1794,1454,15143,16866,Halifax
2314,2006,14767,16752,Rutherford
7262,5817,25339,29571,Nash
1595,1451,8242,9063,Ashe
3255,2657,10387,11503,Stokes
265,217,2089,2270,Graham
4019,3390,16389,18235,Pender
6219,5314,29389,31526,Craven
45026,37060,168470,185942,Guilford
660,612,7954,8581,Madison
7914,6735,23780,26698,Chatham
11237,9665,52336,56141,Pitt
7631,6684,33835,36374,Moore
33996,29075,115544,128889,Forsyth
16659,12808,42182,45436,Iredell
1994,1755,11833,12573,Transylvania
968,799,6442,7234,Martin
1104,959,5974,6966,Warren
428,350,2598,2906,Jones
3506,2984,12356,13590,Davie
17741,12922,57009,62924,Cumberland
1430,1123,13922,15127,McDowell
1309,1113,7461,8124,Cherokee
723,667,4302,5238,Chowan
15996,14461,65425,70661,Orange
994,830,10009,10902,Alexander
30445,25406,119366,131978,Durham
8301,7244,37735,40709,Henderson
1865,1423,10949,12810,Pasquotank
435,370,4860,5259,Pamlico
443,352,4099,4688,Mitchell
928,737,6827,8031,Currituck
12381,11172,53628,57597,Brunswick
10416,8318,38201,41973,Davidson
5650,4399,17256,19004,Franklin
2693,2304,17327,18433,Dare
1463,1165,8331,9128,Bladen
24835,20985,77835,83568,New Hanover
827,655,5895,6801,Anson
