second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1688,10294,8578,2085,12261,10130,Currituck
99,129,2392,10403,7912,2767,11661,8765,Anson
2358,3560,1029,7189,3802,1236,8967,4171,Swain
354,518,8376,27788,19058,10049,32617,22050,Pender
75,114,865,6169,5229,1172,7468,6182,Mitchell
211,320,4105,19033,14717,5065,22171,16786,Richmond
917,1340,7060,30891,22914,8272,36527,26915,Haywood
850,1325,35064,98826,62912,39866,115446,74255,Gaston
7134,8284,13040,56106,35932,15358,63311,39669,Craven
397,524,11807,33432,21228,13371,37349,23454,Franklin
1173,1534,34646,85303,49484,39035,96690,56121,Iredell
119,169,4557,16470,11794,5103,18766,13494,Yadkin
298,400,4348,22532,17886,5198,26109,20511,Beaufort
923,1339,16031,47776,30822,18994,56038,35705,Harnett
108,145,1610,8441,6723,1781,9292,7366,Polk
17,23,4915,22811,17879,5559,27070,21488,Dare
1937,3159,64185,198644,132522,70831,239788,165798,Forsyth
47453,57144,23558,103561,32550,28182,123968,38642,Onslow
51,71,951,4423,3421,1170,4945,3704,Jones
563,773,16103,47751,31085,18230,54864,35861,Nash
2565,3794,2972,19816,14279,3491,24573,17288,Jackson
228,284,6887,22572,15457,7999,26449,18166,Duplin
26,34,1068,5203,4109,1323,6661,5304,Alleghany
35236,28618,83611,174511,55664,92824,199967,78525,Missing
1439,2112,40719,106350,64192,45017,120090,72961,Cabarrus
959,881,689,4832,3184,811,5406,3714,Camden
92,133,2295,14728,12341,2756,16480,13591,Alexander
349,507,2542,21055,18164,3217,24450,20726,Mcdowell
317,427,7091,28067,20659,8264,33663,24972,Sampson
285,420,8370,27109,18454,9820,31308,21068,Lenoir
426,645,4933,25320,19961,5566,29031,22820,Rutherford
144,184,2328,10798,8326,2857,12152,9111,Montgomery
162,249,6432,18615,12021,7434,21900,14217,Stokes
278,356,5555,21353,15520,6692,25031,17983,Columbus
355,500,10358,37586,26873,12744,43157,29913,Wilson
241,382,13796,38283,24246,16328,43472,26762,Lincoln
1255,1840,43754,128347,83338,48915,150203,99448,New hanover
251,351,6622,21136,14263,7549,24559,16659,Davie
83,123,1197,8258,6978,1421,9267,7723,Northampton
262,371,4066,24211,19883,4927,27354,22056,Halifax
664,897,12074,49615,36877,14505,57594,42192,Robeson
780,1147,5154,16443,10509,6310,19851,12394,Hoke
130,173,833,8168,7205,1015,9303,8115,Yancey
431,644,9801,30517,20285,11125,34718,22949,Lee
3822,5709,40021,149934,106091,43462,174006,124835,Buncombe
,,141,2966,2825,168,3340,3172,Hyde
295,403,5595,21356,15466,6700,25036,17933,Edgecombe
224,292,2773,14761,11764,3255,19079,15532,Transylvania
272,383,11859,38249,26118,13327,42175,28465,Chatham
4503,6101,51699,199923,143721,56165,230251,167985,Durham
,,129,1724,1595,170,2000,1830,Tyrrell
690,922,13849,51726,37187,15900,57813,40991,Moore
565,746,18389,55931,36977,21229,63532,41557,Randolph
2891,3504,18043,56472,35538,20752,63796,39540,Rowan
99,124,2792,12196,9305,3243,14990,11623,Ashe
979,1436,12011,57902,44912,14191,69366,53739,Henderson
302,403,6156,22933,16475,7149,26153,18601,Vance
574,915,45542,118401,72285,50059,132994,82020,Union
38,56,1488,5263,3737,1753,6164,4355,Washington
949,1273,21417,71326,48960,24713,82584,56598,Davidson
4360,4775,8901,34408,21147,10172,38415,23468,Granville
66,123,3912,25551,21573,4590,32960,28247,Watauga
316,519,12614,44095,31165,14847,50187,34821,Cleveland
,13,447,4114,3667,527,4650,4110,Gates
305,388,703,3574,2566,869,4166,2909,Graham
391,603,10849,36215,24975,12556,40896,27737,Carteret
1043,1426,22872,89532,65617,25858,100877,73593,Alamance
4655,7700,222771,616443,389017,246396,714450,460354,Mecklenburg
1505,1844,21168,79918,57245,23930,90787,65013,Brunswick
390,477,5982,25141,18769,6913,28058,20668,Stanly
11,15,885,5469,4573,1104,6450,5331,Perquimans
136,222,1174,10071,8761,1329,12526,10975,Madison
14,30,4387,18341,13940,5268,21892,16594,Pasquotank
401,732,26423,77146,50322,30581,86448,55135,Catawba
195,259,8910,29175,20070,10179,33269,22831,Wilkes
184,324,8652,33954,25118,10821,39476,28331,Caldwell
80,101,2291,9495,7124,2694,11320,8525,Greene
338,490,11907,41485,29240,13927,46697,32280,Rockingham
,,,84746,84746,,108162,108162,Out o
319,479,2403,17408,14686,2996,21660,18185,Macon
5869,8652,242833,717880,469178,263896,815511,542963,Wake
117,146,2146,9971,7708,2443,10997,8408,Warren
2239,3508,93566,293137,197332,104506,331154,223140,Guilford
166,217,3539,14708,11003,4302,16787,12268,Bladen
75377,93526,46082,190166,68707,54136,225590,77928,Cumberland
,,1526,6896,5370,1686,8198,6512,Chowan
78,93,936,6622,5608,1198,7366,6075,Pamlico
169,239,3866,15369,11334,4824,17506,12443,Scotland
933,1389,31997,97883,64953,36471,113226,75366,Johnston
56,93,920,4805,3829,1011,5310,4206,Clay
133,183,1927,9839,7779,2365,11674,9126,Martin
423,611,2152,12000,9425,2749,13616,10256,Cherokee
844,1187,23270,101144,77030,24567,114823,89069,Orange
339,498,9178,37664,28147,10865,42818,31455,Burke
227,301,10025,33759,23507,11418,37668,25949,Surry
8063,10720,15842,57161,33256,18733,66636,37183,Wayne
65,99,1320,8065,6680,1534,9620,7987,Avery
1018,1507,25427,82214,55769,29329,97722,66886,Pitt
28,42,1599,9152,7525,1884,10542,8616,Bertie
23,50,2707,10136,7406,3179,11583,8354,Hertford
292,388,4619,19997,15086,5618,22467,16461,Person
71,109,1287,9880,8522,1658,11042,9275,Caswell
