Second Dose Administered,First Dose Administered,County
40172,45266,Rockingham
183555,217421,Cumberland
9108,10888,Greene
4000,4560,Gates
14257,16175,Bladen
102326,114702,Cabarrus
8222,9196,Northampton
76739,85627,""
24230,27162,Stanly
93633,108391,Johnston
18319,21351,Richmond
589931,679602,Mecklenburg
24346,31881,Watauga
22006,24805,Vance
36892,41733,Burke
33205,36795,Surry
9644,10790,Caswell
15988,18235,Yadkin
24546,28108,Rutherford
54697,63895,Wayne
27237,31880,Pender
16763,20952,Macon
29565,33510,Lee
42347,48061,Cleveland
9873,11154,Anson
74501,83094,Catawba
47469,55382,Robeson
113319,126675,Union
5033,6406,Alleghany
50722,56435,Moore
32781,38097,Caldwell
97542,119302,Onslow
82267,92648,Iredell
7909,9454,Avery
20402,23674,Mcdowell
14132,18221,Transylvania
86200,96716,Alamance
6664,7997,Chowan
21067,24512,Columbus
2867,3209,Hyde
15048,17094,Scotland
11756,13259,Cherokee
17926,21133,Stokes
19392,21679,Person
684250,771472,Wake
123954,144786,New hanover
21671,25129,Duplin
23429,26467,Halifax
28606,32570,Wilkes
15636,18803,Hoke
9837,11653,Martin
20309,23571,Davie
78627,93692,Pitt
5099,6006,Washington
35798,41245,Wilson
282476,317413,Guilford
190599,218576,Durham
11599,14379,Ashe
36990,41885,Lincoln
8526,9329,Polk
14210,15892,Alexander
94431,110131,Gaston
9735,11218,Hertford
68639,78963,Davidson
46114,54078,Harnett
46360,53421,Nash
37252,41032,Chatham
8882,10310,Bertie
21762,25387,Beaufort
4653,5128,Clay
17446,21076,Pasquotank
32401,36033,Franklin
6441,7177,Pamlico
3493,4068,Graham
27254,32648,Sampson
78298,99063,Out o
1684,1950,Tyrrell
29987,35179,Haywood
5326,6265,Perquimans
20729,24420,Edgecombe
94890,108118,Orange
53336,60448,Craven
4627,5226,Camden
9835,12077,Madison
9993,11939,Currituck
5993,7176,Mitchell
19123,23327,Jackson
54451,61495,Randolph
55503,65806,Henderson
69154,72115,Missing
9745,10727,Warren
78149,88755,Brunswick
190177,228850,Forsyth
55075,62066,Rowan
10528,11829,Montgomery
4284,4782,Jones
143582,165239,Buncombe
35043,39668,Carteret
26110,30141,Lenoir
21998,26253,Dare
6847,8282,Swain
7941,9000,Yancey
33675,37388,Granville
