Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26750,68354,29694,6916,4994,Robeson
3970,9534,4542,583,439,Perquimans
55557,157323,63307,21028,17431,Johnston
32713,89985,35614,12047,9611,Randolph
2452,5413,2741,123,97,Hyde
3547,9704,4393,969,795,Alleghany
12468,34407,14099,4380,3460,Duplin
3104,7209,3532,323,250,Gates
19900,53488,23037,5707,4844,Haywood
15719,39975,17178,3964,3114,Stanly
82842,280008,100809,53363,42994,Missing / Out of State
22820,60253,25279,7013,5141,Wilson
1279,2896,1446,94,77,Tyrrell
28785,77200,31199,9829,7387,Wayne
7320,18156,7921,1682,1233,Montgomery
15819,43718,17667,5651,4581,Lenoir
10190,25579,10861,2674,1854,Scotland
57595,149419,63582,15585,12657,Alamance
2692,6555,3130,425,308,Camden
6057,15801,7248,1412,1084,Greene
31191,87012,33843,12191,9787,Rowan
6354,14689,6957,800,578,Northampton
16660,45301,18508,5672,4461,Wilkes
22367,64261,24113,9851,7930,Lincoln
22157,57108,25001,5745,4205,Caldwell
6610,16087,7085,1298,1094,Polk
21023,56547,22401,7132,5991,Surry
12274,30799,15320,1819,1386,Macon
3011,7783,3225,807,740,Clay
10470,26863,11600,2643,2150,Yadkin
28945,85820,32957,13488,10430,Onslow
12406,30557,13579,2682,1890,Richmond
91998,260430,106010,33096,29326,Buncombe
64324,190179,71358,29460,25037,Union
55874,170215,62336,28035,23970,Cabarrus
3065,8668,3517,1172,914,Washington
27333,76280,31014,10198,7735,Harnett
25577,64153,27728,6154,4694,Burke
19259,51596,20989,6270,5078,Granville
54718,158702,61596,23411,18977,Gaston
13360,35295,15232,3820,2883,Edgecombe
18963,50298,25399,3221,2715,Watauga
8353,23319,9617,3172,2177,Hoke
6386,15544,7427,978,753,Bertie
13082,32825,14102,3247,2394,Person
15639,38836,17938,2954,2305,Beaufort
45863,127035,49411,17650,14111,Catawba
12866,31710,15165,2056,1623,Jackson
418558,1236316,474732,181027,161999,Wake
26323,69189,28509,8075,6282,Cleveland
16768,44623,19788,4549,3518,Sampson
13625,34445,15351,3176,2293,Columbus
7429,17204,8130,987,658,Caswell
6072,13880,6742,616,450,Yancey
18269,49179,19851,6187,4872,Lee
6368,16357,7285,1525,1179,Hertford
26302,68583,28749,7660,5872,Rockingham
337834,1023111,389842,160408,135027,Mecklenburg
23440,62208,25237,7433,6098,Carteret
3502,8659,3759,788,610,Swain
5975,14701,7059,927,740,Avery
13832,37128,15214,4527,3555,Vance
16505,39189,18046,2685,1953,Halifax
16456,40763,18445,3244,2618,Rutherford
28006,79358,31952,10646,8754,Nash
7880,21641,9963,2106,1692,Ashe
10672,31065,12347,4446,3600,Stokes
2182,5268,2444,399,243,Graham
17208,46551,19485,5513,4345,Pender
31641,81045,33647,8763,6994,Craven
182892,498668,201028,62743,52005,Guilford
7567,18323,9264,802,690,Madison
25569,70504,27607,9454,7874,Chatham
49775,139198,59666,16184,13573,Pitt
35539,91973,37823,10013,8598,Moore
115824,339611,139630,45578,38579,Forsyth
44797,135963,47920,23395,19851,Iredell
10165,28055,13494,2372,2024,Transylvania
6783,17019,7907,1345,984,Martin
6907,17074,7392,1517,1258,Warren
2958,7208,3162,631,457,Jones
12494,35617,14493,4691,3939,Davie
62376,179496,67505,28504,21111,Cumberland
14705,34274,16382,1861,1326,Mcdowell
8014,19347,8628,1554,1151,Cherokee
4515,11904,5554,971,864,Chowan
67449,181854,78076,18863,17466,Orange
10974,25509,11983,1443,1109,Alexander
126368,341777,144082,38242,33085,Durham
37629,100695,44532,10066,8468,Henderson
11723,30491,13781,2844,2143,Pasquotank
5122,11806,5575,659,450,Pamlico
4397,10525,5128,621,379,Mitchell
7588,18704,8780,1331,1005,Currituck
53378,141861,59636,15489,13358,Brunswick
41267,113671,46023,14624,11757,Davidson
19121,54629,20781,8031,6696,Franklin
16475,42584,19673,3470,2966,Dare
8930,22572,9977,2212,1453,Bladen
76505,223871,89084,31307,26975,New Hanover
6765,16388,7369,1286,968,Anson
