Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26706,68262,29660,6910,4986,Robeson
3966,9527,4539,583,439,Perquimans
55527,157232,63273,21015,17417,Johnston
32707,89956,35607,12042,9600,Randolph
2452,5412,2740,123,97,Hyde
3538,9694,4392,969,795,Alleghany
12460,34376,14083,4376,3457,Duplin
3103,7209,3533,323,250,Gates
19892,53456,23018,5702,4844,Haywood
15689,39903,17146,3957,3111,Stanly
83967,280927,100770,53294,42896,Missing / Out of State
22811,60216,25263,7006,5136,Wilson
1277,2885,1437,94,77,Tyrrell
28785,77165,31170,9825,7385,Wayne
7319,18152,7918,1682,1233,Montgomery
15815,43709,17664,5650,4580,Lenoir
10182,25554,10844,2674,1854,Scotland
57553,149284,63523,15570,12638,Alamance
2692,6554,3129,425,308,Camden
6053,15788,7240,1412,1083,Greene
31181,86975,33831,12185,9778,Rowan
6354,14679,6950,799,576,Northampton
16642,45265,18494,5671,4458,Wilkes
22341,64222,24109,9846,7926,Lincoln
22156,57101,24997,5744,4204,Caldwell
6608,16084,7085,1298,1093,Polk
20997,56497,22383,7129,5988,Surry
12270,30792,15318,1819,1385,Macon
3011,7780,3222,807,740,Clay
10451,26837,11601,2639,2146,Yadkin
28835,85662,32933,13478,10416,Onslow
12383,30514,13561,2682,1888,Richmond
91938,260255,105939,33071,29307,Buncombe
64270,189969,71294,29429,24976,Union
55835,170086,62279,28022,23950,Cabarrus
3062,8665,3517,1172,914,Washington
27244,76128,30965,10195,7724,Harnett
25567,64129,27719,6151,4692,Burke
19255,51576,20979,6267,5075,Granville
54680,158580,61567,23385,18948,Gaston
13346,35258,15215,3816,2881,Edgecombe
18950,50276,25391,3221,2714,Watauga
8311,23257,9607,3165,2174,Hoke
6384,15540,7425,978,753,Bertie
13066,32800,14097,3244,2393,Person
15629,38798,17914,2951,2304,Beaufort
45606,126658,49318,17637,14097,Catawba
12852,31682,15157,2053,1620,Jackson
418203,1235396,474457,180905,161831,Wake
26289,69141,28500,8074,6278,Cleveland
16731,44509,19719,4544,3515,Sampson
13519,34335,15350,3173,2293,Columbus
7428,17203,8130,987,658,Caswell
6070,13865,6730,615,450,Yancey
18260,49155,19842,6185,4868,Lee
6354,16329,7274,1523,1178,Hertford
26285,68541,28729,7658,5869,Rockingham
336957,1021528,389466,160278,134827,Mecklenburg
23436,62193,25236,7425,6096,Carteret
3502,8657,3758,788,609,Swain
5972,14693,7056,925,740,Avery
13822,37102,15206,4521,3553,Vance
16489,39152,18031,2682,1950,Halifax
16440,40731,18433,3244,2614,Rutherford
27984,79286,31919,10638,8745,Nash
7878,21630,9959,2106,1687,Ashe
10671,31054,12342,4445,3596,Stokes
2182,5269,2445,399,243,Graham
17187,46511,19475,5505,4344,Pender
31609,80977,33614,8762,6992,Craven
182765,498328,200952,62691,51920,Guilford
7565,18313,9256,802,690,Madison
25564,70493,27601,9454,7874,Chatham
49753,139133,59644,16171,13565,Pitt
35536,91942,37796,10012,8598,Moore
115747,339391,139560,45543,38541,Forsyth
44779,135879,47900,23367,19833,Iredell
10159,28043,13489,2371,2024,Transylvania
6780,17014,7906,1344,984,Martin
6905,17071,7391,1517,1258,Warren
2955,7203,3161,630,457,Jones
12479,35587,14481,4690,3937,Davie
62320,179307,67452,28472,21063,Cumberland
14704,34267,16376,1861,1326,Mcdowell
8008,19326,8613,1554,1151,Cherokee
4505,11887,5548,971,863,Chowan
67438,181813,78061,18853,17461,Orange
10969,25498,11981,1440,1108,Alexander
126314,341572,143987,38223,33048,Durham
37594,100620,44510,10056,8460,Henderson
11697,30445,13762,2844,2142,Pasquotank
5118,11800,5574,659,449,Pamlico
4394,10516,5125,620,377,Mitchell
7586,18691,8772,1329,1004,Currituck
53287,141732,59606,15488,13351,Brunswick
41216,113578,45991,14622,11749,Davidson
19104,54595,20774,8027,6690,Franklin
16472,42569,19669,3467,2961,Dare
8910,22523,9953,2211,1449,Bladen
76389,223677,89044,31293,26951,New Hanover
6755,16346,7343,1284,964,Anson
