second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1659,10252,8565,2054,12220,10120,Currituck
99,129,2355,10333,7879,2743,11603,8731,Anson
2251,3488,1019,7054,3784,1232,8881,4161,Swain
354,518,8268,27626,19004,9940,32495,22037,Pender
75,114,859,6134,5200,1153,7426,6159,Mitchell
211,320,4046,18866,14609,4995,22046,16731,Richmond
917,1338,7012,30687,22758,8230,36370,26802,Haywood
850,1325,34541,97852,62461,39528,114860,74007,Gaston
7108,8225,12878,55663,35677,15181,62916,39510,Craven
397,524,11655,33162,21110,13246,37117,23347,Franklin
1173,1529,34093,84379,49113,38593,95801,55679,Iredell
119,169,4494,16349,11736,5049,18683,13465,Yadkin
298,400,4301,22422,17823,5128,25991,20463,Beaufort
923,1336,15742,47377,30712,18751,55745,35658,Harnett
108,145,1597,8422,6717,1775,9306,7386,Polk
17,23,4811,22660,17832,5488,26966,21455,Dare
1935,3141,63261,196152,130956,70168,238417,165108,Forsyth
47321,56976,23167,102808,32320,27760,123262,38526,Onslow
51,71,936,4397,3410,1150,4915,3694,Jones
563,773,15902,47466,31001,18005,54624,35846,Nash
2449,3719,2938,19555,14168,3464,24425,17242,Jackson
228,284,6803,22348,15317,7914,26192,17994,Duplin
26,34,1058,5144,4060,1312,6624,5278,Alleghany
35095,27861,82055,168928,51778,91502,192983,73620,Missing
1439,2104,39966,105075,63670,44471,119256,72681,Cabarrus
954,880,679,4785,3152,802,5374,3692,Camden
92,133,2256,14621,12273,2720,16356,13503,Alexander
349,507,2509,20915,18057,3190,24356,20659,Mcdowell
317,425,7008,27925,20600,8184,33471,24862,Sampson
285,420,8243,26896,18368,9681,31091,20990,Lenoir
426,645,4870,25137,19841,5520,28842,22677,Rutherford
144,184,2299,10747,8304,2832,12100,9084,Montgomery
162,249,6364,18499,11973,7380,21814,14185,Stokes
278,356,5462,21242,15502,6602,24939,17981,Columbus
354,500,10175,37269,26740,12573,42882,29809,Wilson
1255,1840,43109,127104,82740,48469,149517,99208,New hanover
241,382,13587,37919,24091,16160,43209,26667,Lincoln
251,349,6532,20926,14143,7452,24389,16588,Davie
83,123,1179,8257,6995,1406,9278,7749,Northampton
262,371,4014,24086,19810,4859,27228,21998,Halifax
664,896,11899,49205,36642,14297,57173,41980,Robeson
779,1136,5068,16262,10415,6207,19661,12318,Hoke
130,173,823,8115,7162,1009,9266,8084,Yancey
431,643,9668,30331,20232,10959,34534,22932,Lee
3820,5704,39551,148347,104976,43239,173074,124131,Buncombe
,,139,2902,2763,167,3305,3138,Hyde
295,403,5528,21193,15370,6623,24893,17867,Edgecombe
224,292,2755,14560,11581,3220,18964,15452,Transylvania
272,383,11617,37809,25920,13183,42040,28474,Chatham
4503,6081,51003,197389,141883,55783,229089,167225,Durham
,,129,1718,1589,168,1994,1826,Tyrrell
690,922,13648,51485,37147,15755,57638,40961,Moore
565,745,18129,55542,36848,20973,63260,41542,Randolph
2889,3491,17795,56178,35494,20547,63517,39479,Rowan
99,124,2765,11967,9103,3220,14882,11538,Ashe
979,1436,11896,57215,44340,14078,68936,53422,Henderson
302,403,6067,22744,16375,7080,25974,18491,Vance
574,915,44708,117068,71786,49474,132200,81811,Union
38,56,1477,5233,3718,1742,6140,4342,Washington
949,1271,21190,70727,48588,24512,81996,56213,Davidson
4314,4715,8800,34156,21042,10077,38171,23379,Granville
66,123,3894,25307,21347,4562,32874,28189,Watauga
316,519,12462,43739,30961,14726,49869,34624,Cleveland
,13,444,4099,3655,520,4635,4102,Gates
302,381,694,3556,2560,866,4151,2904,Graham
