second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,48,1726,10450,8696,2144,12471,10279,Currituck
99,131,2470,10602,8033,2857,11916,8928,Anson
356,519,8627,28083,19100,10348,33099,22232,Pender
2435,3654,1051,7321,3835,1260,9112,4198,Swain
75,115,890,6240,5275,1198,7569,6256,Mitchell
214,329,4244,19370,14912,5252,22620,17039,Richmond
921,1349,7167,31039,22951,8414,36880,27117,Haywood
853,1337,36042,100224,63329,41052,117321,74932,Gaston
7254,8461,13428,57177,36495,15793,64481,40227,Craven
397,529,12129,34001,21475,13777,38054,23748,Franklin
1176,1543,35807,86916,49933,40410,98631,56678,Iredell
119,170,4704,16660,11837,5289,19059,13600,Yadkin
299,404,4480,22740,17961,5346,26415,20665,Beaufort
932,1389,16649,48080,30499,19735,56616,35492,Harnett
108,146,1637,8433,6688,1820,9278,7312,Polk
17,23,5099,22936,17820,5766,27459,21670,Dare
1948,3237,65877,201860,134035,73149,244436,168050,Forsyth
47923,57685,24528,105355,32904,29325,126166,39156,Onslow
51,75,974,4489,3464,1204,5039,3760,Jones
566,778,16685,48243,30992,18922,55761,36061,Nash
2648,3853,3050,20052,14354,3567,24822,17402,Jackson
228,289,7132,23127,15767,8286,27091,18516,Duplin
26,34,1085,5246,4135,1352,6748,5362,Alleghany
35445,29833,86813,189334,67076,96438,220559,94288,Missing
1443,2147,42136,108496,64917,46552,122601,73902,Cabarrus
92,134,2351,14866,12423,2848,16795,13813,Alexander
963,889,716,4888,3209,845,5486,3752,Camden
351,514,2619,21229,18259,3311,24697,20872,Mcdowell
319,432,7312,28481,20850,8592,34280,25256,Sampson
290,427,8681,27597,18626,10181,31909,21301,Lenoir
426,649,5064,25678,20188,5721,29454,23084,Rutherford
144,186,2396,10922,8382,2927,12259,9146,Montgomery
162,252,6617,18887,12108,7628,22250,14370,Stokes
278,360,5771,21481,15432,6946,25286,17980,Columbus
356,508,10798,38254,27100,13277,44144,30359,Wilson
241,387,14201,38844,24402,16735,44092,26970,Lincoln
1257,1854,44926,129936,83753,50283,152467,100330,New hanover
252,356,6828,21422,14342,7759,25011,16896,Davie
83,124,1235,8256,6938,1479,9298,7695,Northampton
263,372,4209,24492,20020,5149,27848,22327,Halifax
672,912,12479,50577,37426,15012,58783,42859,Robeson
785,1184,5364,16801,10652,6605,20389,12600,Hoke
131,174,853,8292,7308,1036,9466,8256,Yancey
435,656,10107,30894,20352,11532,35363,23175,Lee
3835,5737,40703,152193,107655,44183,177175,127255,Buncombe
,,144,3025,2881,173,3386,3213,Hyde
295,405,5786,21397,15316,6996,25252,17851,Edgecombe
224,295,2844,14809,11741,3353,19348,15700,Transylvania
272,384,12007,38179,25900,13643,42314,28287,Chatham
4510,6224,52748,202489,145231,57729,233976,170023,Durham
,,132,1747,1615,173,2031,1858,Tyrrell
694,931,14231,51957,37032,16413,58267,40923,Moore
568,754,18958,56687,37161,22039,64711,41918,Randolph
2895,3551,18634,57149,35620,21478,65002,39973,Rowan
99,126,2841,12229,9289,3296,15144,11722,Ashe
982,1443,12242,58629,45405,14509,70600,54648,Henderson
302,407,6328,23423,16793,7372,26819,19040,Vance
576,920,47286,120728,72866,51970,135706,82816,Union
38,56,1522,5378,3818,1781,6262,4425,Washington
953,1284,22039,72573,49581,25528,84374,57562,Davidson
4371,4798,9132,34726,21223,10462,38928,23668,Granville
66,127,3947,25441,21428,4649,33199,28423,Watauga
317,522,12956,44817,31544,15226,50987,35239,Cleveland
306,403,713,3600,2581,880,4199,2916,Graham
,15,459,4155,3696,545,4723,4163,Gates
