Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
27119,70261,30132,7540,5470,Robeson
4014,9652,4566,615,457,Perquimans
56114,160944,63866,22370,18594,Johnston
32887,92194,35903,12876,10528,Randolph
2474,5469,2765,128,102,Hyde
3564,9775,4410,995,806,Alleghany
12621,35236,14295,4620,3700,Duplin
3138,7325,3574,343,270,Gates
20011,54242,23239,5938,5054,Haywood
15859,40677,17279,4220,3319,Stanly
83174,291915,101796,58027,48918,Missing / Out of State
23084,61649,25525,7507,5533,Wilson
1288,2932,1461,105,78,Tyrrell
29030,78862,31503,10441,7888,Wayne
7357,18384,7981,1756,1290,Montgomery
15967,44564,17818,5973,4806,Lenoir
10232,25981,10940,2836,1973,Scotland
58024,151989,64035,16479,13451,Alamance
2709,6635,3146,458,322,Camden
6113,16042,7302,1479,1148,Greene
31413,89012,34157,13010,10432,Rowan
6396,14890,7004,851,639,Northampton
16773,46183,18670,5980,4760,Wilkes
22411,65445,24223,10355,8456,Lincoln
22331,57994,25153,6082,4428,Caldwell
6630,16251,7135,1344,1142,Polk
21149,57391,22586,7401,6255,Surry
12340,31184,15447,1920,1477,Macon
3024,7837,3246,818,749,Clay
10508,27331,11701,2816,2306,Yadkin
29386,88693,33497,14553,11257,Onslow
12514,31235,13794,2878,2049,Richmond
92600,265440,107022,34603,31215,Buncombe
64750,196537,71814,32031,27942,Union
56191,174579,62891,29702,25795,Cabarrus
3104,8847,3550,1228,965,Washington
27550,78136,31281,10953,8352,Harnett
25755,65068,27854,6465,4994,Burke
19389,52485,21122,6605,5369,Granville
55065,162492,62125,24874,20428,Gaston
13466,36052,15355,4107,3124,Edgecombe
19017,50616,25474,3315,2810,Watauga
8508,24108,9715,3454,2431,Hoke
6452,15787,7507,1026,802,Bertie
13197,33421,14193,3445,2586,Person
15772,39363,18061,3106,2424,Beaufort
46078,129792,49653,18771,15290,Catawba
12903,31990,15215,2157,1715,Jackson
421491,1262707,477577,191208,172431,Wake
26440,70344,28700,8538,6666,Cleveland
16934,45571,20002,4879,3756,Sampson
13729,35094,15496,3405,2464,Columbus
7482,17376,8184,1020,690,Caswell
6100,14083,6782,682,519,Yancey
18402,50278,19985,6617,5274,Lee
6421,16699,7341,1654,1283,Hertford
26420,69653,28878,8076,6279,Rockingham
341182,1055368,393673,171655,148858,Mecklenburg
23540,63078,25392,7776,6370,Carteret
3511,8777,3791,824,651,Swain
6017,14879,7118,967,777,Avery
13997,37875,15390,4724,3764,Vance
16640,39819,18226,2859,2094,Halifax
16549,41351,18590,3436,2776,Rutherford
28184,81362,32153,11493,9532,Nash
7914,21925,10005,2189,1817,Ashe
10714,31570,12415,4670,3771,Stokes
2201,5406,2474,466,265,Graham
17308,47412,19638,5839,4627,Pender
31891,82359,33972,9182,7314,Craven
183965,509911,202156,67204,56586,Guilford
7601,18488,9346,819,722,Madison
25745,71401,27733,9750,8173,Chatham
50150,142009,60067,17285,14507,Pitt
35615,92884,37900,10458,8911,Moore
116509,347331,140977,48365,41480,Forsyth
44958,139397,48105,24887,21447,Iredell
10245,28412,13594,2468,2105,Transylvania
6861,17373,8032,1427,1053,Martin
6954,17319,7446,1600,1319,Warren
2998,7363,3200,673,492,Jones
12577,36206,14605,4923,4101,Davie
62870,186164,68355,31223,23716,Cumberland
14801,34630,16566,1898,1365,Mcdowell
8054,19504,8670,1599,1181,Cherokee
4566,12089,5600,1029,894,Chowan
67779,184000,78399,19607,18215,Orange
11021,25786,12083,1516,1166,Alexander
127450,348592,145142,40435,35565,Durham
37913,102311,44948,10550,8900,Henderson
11855,31046,13928,3015,2248,Pasquotank
5169,11932,5613,680,470,Pamlico
4413,10649,5163,653,420,Mitchell
7618,18860,8821,1375,1046,Currituck
53683,143985,60105,16121,14076,Brunswick
41576,116010,46388,15498,12548,Davidson
19248,55948,20948,8557,7195,Franklin
16503,43017,19743,3647,3124,Dare
9030,23142,10152,2382,1578,Bladen
76783,228293,89501,33016,28993,New Hanover
6825,16745,7446,1412,1062,Anson
