second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,45,1588,10025,8409,1969,11986,9972,Currituck
99,128,2186,9934,7649,2613,11204,8463,Anson
2127,3076,984,6875,3764,1194,8338,4068,Swain
354,510,7876,27262,19032,9433,31921,21978,Pender
75,113,833,6002,5094,1108,7200,5979,Mitchell
211,318,3889,18423,14323,4779,21399,16302,Richmond
909,1289,6865,30037,22263,8016,35294,25989,Haywood
850,1307,32977,95054,61227,37693,110693,71693,Gaston
6681,8046,12055,53720,34984,14387,60694,38261,Craven
396,524,11200,32479,20883,12682,36118,22912,Franklin
1171,1509,32752,82514,48591,36637,92880,54734,Iredell
119,168,4296,16042,11627,4822,18288,13298,Yadkin
298,395,4087,21849,17464,4900,25466,20171,Beaufort
915,1299,14804,46325,30606,17683,54278,35296,Harnett
108,144,1549,8530,6873,1715,9333,7474,Polk
17,23,4594,22017,17406,5180,26288,21085,Dare
1931,3040,60674,190712,128107,66839,229543,159664,Forsyth
45255,56248,21517,98633,31861,25998,119890,37644,Onslow
51,71,881,4304,3372,1095,4794,3628,Jones
563,771,15117,46534,30854,17078,53533,35684,Nash
2329,3255,2832,19147,13986,3310,23421,16856,Jackson
228,284,6503,21772,15041,7545,25278,17449,Duplin
26,34,1029,5034,3979,1259,6413,5120,Alleghany
34119,24457,77386,148323,36818,86053,161278,50768,Missing
1439,2054,38159,102613,63015,41915,114902,70933,Cabarrus
92,132,2138,14276,12046,2589,15962,13241,Alexander
931,869,611,4648,3106,762,5244,3613,Camden
344,474,2385,20468,17739,3053,23736,20209,Mcdowell
317,420,6720,27354,20317,7844,32737,24473,Sampson
285,420,7873,26241,18083,9228,30267,20619,Lenoir
424,640,4650,24633,19559,5300,28151,22211,Rutherford
144,184,2202,10564,8218,2693,11859,8982,Montgomery
162,249,6111,18007,11734,7103,21207,13855,Stokes
354,495,9563,36056,26139,11851,41443,29097,Wilson
278,355,5232,21109,15599,6237,24584,17992,Columbus
1254,1816,41189,124176,81733,45952,145115,97347,New hanover
241,382,13006,37129,23882,15403,42007,26222,Lincoln
251,342,6253,20379,13875,7101,23627,16184,Davie
83,122,1118,8227,7026,1334,9204,7748,Northampton
262,371,3796,23547,19489,4619,26587,21597,Halifax
663,889,11320,47726,35743,13685,55606,41032,Robeson
775,1100,4764,15756,10217,5841,18892,11951,Hoke
130,167,798,7949,7021,982,9014,7865,Yancey
431,640,9199,29634,20004,10504,33597,22453,Lee
3808,5220,38386,143912,101718,41595,165695,118880,Buncombe
,,136,2875,2739,163,3213,3050,Hyde
295,403,5190,20824,15339,6242,24493,17848,Edgecombe
224,290,2699,14171,11248,3059,18271,14922,Transylvania
272,376,11073,37318,25973,12546,41110,28188,Chatham
4500,5941,48551,191040,137989,53152,219181,160088,Durham
,,124,1686,1562,162,1952,1790,Tyrrell
