Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26566,67928,29502,6894,4966,Robeson
3955,9495,4519,583,438,Perquimans
55293,156625,63025,20956,17351,Johnston
32608,89658,35506,11996,9548,Randolph
2450,5410,2740,123,97,Hyde
3537,9685,4384,969,795,Alleghany
12427,34304,14064,4371,3442,Duplin
3090,7192,3529,323,250,Gates
19814,53309,22961,5696,4838,Haywood
15651,39788,17097,3946,3094,Stanly
83702,279747,100297,53107,42641,Missing / Out of State
22755,60083,25205,6995,5128,Wilson
1274,2874,1430,94,76,Tyrrell
28718,76977,31099,9803,7357,Wayne
7296,18109,7914,1675,1224,Montgomery
15797,43656,17638,5644,4577,Lenoir
10148,25495,10833,2664,1850,Scotland
57369,148708,63272,15496,12571,Alamance
2677,6528,3120,424,307,Camden
6025,15743,7229,1409,1080,Greene
31033,86596,33671,12157,9735,Rowan
6343,14660,6947,795,575,Northampton
16574,45087,18425,5648,4440,Wilkes
22299,64103,24067,9826,7911,Lincoln
22091,56953,24944,5733,4185,Caldwell
6603,16065,7079,1293,1090,Polk
20958,56407,22349,7123,5977,Surry
12255,30718,15266,1816,1381,Macon
3006,7772,3219,807,740,Clay
10441,26765,11569,2622,2133,Yadkin
28781,85484,32882,13440,10381,Onslow
12343,30439,13534,2679,1883,Richmond
91721,259661,105689,33015,29236,Buncombe
64072,189358,71057,29343,24886,Union
55663,169479,62028,27934,23854,Cabarrus
3060,8659,3513,1172,914,Washington
27137,75839,30892,10153,7657,Harnett
25500,63965,27660,6135,4670,Burke
19203,51466,20946,6253,5064,Granville
54341,157762,61263,23316,18842,Gaston
13296,35116,15147,3808,2865,Edgecombe
18885,50152,25336,3219,2712,Watauga
8283,23162,9571,3148,2160,Hoke
6369,15503,7408,976,750,Bertie
13001,32663,14042,3235,2385,Person
15612,38741,17884,2946,2299,Beaufort
45463,126277,49219,17558,14037,Catawba
12834,31612,15123,2042,1613,Jackson
416645,1231946,473271,180601,161429,Wake
26241,68986,28428,8062,6255,Cleveland
16573,44166,19564,4524,3505,Sampson
13504,34182,15225,3164,2289,Columbus
7414,17176,8123,984,655,Caswell
6041,13800,6703,613,443,Yancey
18196,49019,19793,6172,4858,Lee
6320,16270,7255,1522,1173,Hertford
26179,68301,28631,7637,5854,Rockingham
335789,1018011,387942,159931,134349,Mecklenburg
23381,62065,25189,7414,6081,Carteret
3498,8642,3751,786,607,Swain
5958,14617,7001,919,739,Avery
13771,36990,15172,4509,3538,Vance
16444,39073,18005,2677,1947,Halifax
16400,40629,18390,3229,2610,Rutherford
27900,79053,31831,10615,8707,Nash
7869,21587,9938,2099,1681,Ashe
10647,30999,12334,4432,3586,Stokes
2182,5245,2422,398,243,Graham
17145,46383,19424,5487,4327,Pender
31538,80779,33528,8742,6971,Craven
182391,497084,200464,62512,51717,Guilford
7557,18278,9233,804,684,Madison
25520,70388,27562,9444,7862,Chatham
49635,138808,59530,16125,13518,Pitt
35481,91870,37794,10002,8593,Moore
115498,338692,139312,45455,38427,Forsyth
44693,135553,47815,23301,19744,Iredell
10137,27996,13472,2366,2021,Transylvania
6771,16947,7856,1336,984,Martin
6891,17037,7378,1514,1254,Warren
2943,7182,3154,629,456,Jones
12464,35551,14470,4684,3933,Davie
62152,178801,67316,28387,20946,Cumberland
14655,34146,16313,1856,1322,Mcdowell
7993,19283,8588,1552,1150,Cherokee
4504,11884,5546,971,863,Chowan
67290,181299,77727,18838,17444,Orange
10900,25369,11929,1436,1104,Alexander
126019,340812,143645,38161,32987,Durham
37482,100350,44389,10043,8436,Henderson
11656,30367,13735,2839,2137,Pasquotank
5111,11763,5548,657,447,Pamlico
4385,10484,5107,618,374,Mitchell
7574,18638,8754,1316,994,Currituck
53204,141472,59466,15478,13324,Brunswick
41083,113263,45877,14586,11717,Davidson
19049,54465,20738,8010,6668,Franklin
16458,42502,19637,3457,2950,Dare
8893,22460,9918,2205,1444,Bladen
76214,223181,88844,31235,26888,New Hanover
6737,16289,7328,1273,951,Anson
