Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26358,66971,29253,6607,4753,Robeson
3935,9430,4508,559,428,Perquimans
54996,154690,62811,20216,16667,Johnston
32498,88809,35450,11645,9216,Randolph
2438,5384,2729,121,96,Hyde
3523,9621,4372,944,782,Alleghany
12389,33841,13961,4199,3292,Duplin
3080,7162,3524,317,241,Gates
19770,52984,22900,5583,4731,Haywood
15568,39432,17027,3842,2995,Stanly
83663,276522,99703,51798,41358,Missing / Out of State
22632,59446,25131,6759,4924,Wilson
1268,2854,1420,90,76,Tyrrell
28620,76042,31041,9354,7027,Wayne
7273,17992,7905,1628,1186,Montgomery
15735,43213,17588,5472,4418,Lenoir
10126,25251,10817,2552,1756,Scotland
57081,147418,63100,15074,12163,Alamance
2677,6495,3119,406,293,Camden
6004,15619,7201,1362,1052,Greene
30893,85630,33565,11787,9385,Rowan
6322,14578,6938,768,550,Northampton
16504,44556,18355,5444,4253,Wilkes
22261,63488,24019,9558,7650,Lincoln
22016,56501,24891,5571,4023,Caldwell
6585,16003,7066,1278,1074,Polk
20859,55839,22272,6933,5775,Surry
12223,30525,15239,1751,1312,Macon
2995,7741,3209,803,734,Clay
10415,26495,11539,2516,2025,Yadkin
28725,84157,32649,12911,9872,Onslow
12320,30221,13503,2593,1805,Richmond
91358,258063,105324,32603,28778,Buncombe
63801,187147,70803,28474,24069,Union
55450,167506,61810,27149,23097,Cabarrus
3043,8559,3502,1132,882,Washington
26949,74811,30770,9789,7303,Harnett
25472,63611,27600,6000,4539,Burke
19136,50933,20892,6029,4876,Granville
54151,155800,61065,22509,18075,Gaston
13210,34702,15098,3663,2731,Edgecombe
18771,49903,25298,3173,2661,Watauga
8219,22782,9534,3010,2019,Hoke
6344,15388,7392,937,715,Bertie
12969,32377,13995,3118,2295,Person
15554,38441,17837,2842,2208,Beaufort
45373,125037,49060,17052,13552,Catawba
12809,31428,15096,1975,1548,Jackson
414383,1219188,471929,175710,157166,Wake
26112,68188,28312,7786,5978,Cleveland
16493,43662,19479,4334,3356,Sampson
13502,33888,15157,3021,2208,Columbus
7358,16966,8019,964,625,Caswell
6026,13721,6676,593,426,Yancey
18129,48377,19724,5895,4629,Lee
6296,16103,7240,1446,1121,Hertford
26074,67614,28569,7371,5600,Rockingham
333682,1004953,385630,155601,130040,Mecklenburg
23308,61634,25144,7260,5922,Carteret
3491,8580,3746,761,582,Swain
5931,14536,6984,904,717,Avery
13685,36510,15088,4348,3389,Vance
16354,38717,17938,2571,1854,Halifax
16335,40307,18312,3134,2526,Rutherford
27782,78099,31702,10281,8334,Nash
7845,21441,9906,2061,1629,Ashe
10618,30743,12299,4349,3477,Stokes
2183,5210,2418,370,239,Graham
17112,46036,19390,5330,4204,Pender
31414,80083,33439,8485,6745,Craven
181563,491880,199871,60550,49896,Guilford
7546,18268,9209,826,687,Madison
25420,69873,27474,9238,7741,Chatham
49411,137300,59368,15508,13013,Pitt
35462,91384,37823,9719,8380,Moore
115019,335353,138936,44089,37309,Forsyth
44527,133857,47690,22621,19019,Iredell
10107,27876,13434,2348,1987,Transylvania
6740,16781,7826,1276,939,Martin
6855,16871,7347,1457,1212,Warren
2933,7132,3149,613,437,Jones
12417,35208,14439,4554,3798,Davie
61880,176076,67090,27217,19889,Cumberland
14605,33969,16232,1818,1314,Mcdowell
7959,19183,8569,1521,1134,Cherokee
4481,11801,5532,946,842,Chowan
67047,180058,77487,18422,17102,Orange
10832,25154,11877,1378,1067,Alexander
125377,337977,143264,37191,32145,Durham
37297,99691,44185,9921,8288,Henderson
11630,30141,13708,2745,2058,Pasquotank
5095,11608,5441,636,436,Pamlico
4369,10410,5080,610,351,Mitchell
7558,18564,8736,1295,975,Currituck
53191,140792,59367,15161,13073,Brunswick
40900,112054,45704,14098,11352,Davidson
18992,53892,20692,7787,6421,Franklin
16436,42291,19618,3368,2869,Dare
8876,22182,9849,2079,1378,Bladen
76109,221707,88699,30601,26298,New Hanover
6714,16169,7318,1216,921,Anson
