Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25336,64095,28507,6001,4251,Robeson
3869,9210,4449,516,376,Perquimans
53690,149188,61810,18779,14909,Johnston
31973,85709,34625,10876,8235,Randolph
2366,5253,2678,116,93,Hyde
3477,9400,4268,913,742,Alleghany
12174,32657,13623,3870,2990,Duplin
2985,6970,3456,300,229,Gates
19472,51964,22621,5397,4474,Haywood
15290,38292,16697,3593,2712,Stanly
81191,263629,97126,48524,36788,Missing / Out of State
22120,57581,24650,6334,4477,Wilson
1191,2737,1387,86,73,Tyrrell
28107,73668,30633,8633,6295,Wayne
7132,17535,7838,1528,1037,Montgomery
15380,41917,17302,5167,4068,Lenoir
9966,24651,10717,2373,1595,Scotland
55974,143217,62097,14134,11012,Alamance
2629,6357,3081,380,267,Camden
5886,15181,7044,1283,968,Greene
30335,82841,32957,11009,8540,Rowan
6231,14295,6855,713,496,Northampton
16292,43258,18123,5102,3741,Wilkes
21999,61840,23838,9031,6972,Lincoln
21707,55089,24547,5209,3626,Caldwell
6524,15786,7015,1231,1016,Polk
20591,54616,22051,6635,5339,Surry
12086,30075,15111,1664,1214,Macon
2963,7646,3177,800,706,Clay
10254,25771,11366,2329,1822,Yadkin
28383,80826,31900,11883,8660,Onslow
12128,29459,13322,2395,1614,Richmond
89552,252256,103560,31577,27567,Buncombe
62302,180244,69601,26787,21554,Union
54266,161561,60508,25597,21190,Cabarrus
2988,8335,3443,1080,824,Washington
26324,71917,30255,8952,6386,Harnett
25035,61813,27050,5624,4104,Burke
18766,49462,20577,5665,4454,Granville
53636,150931,60172,20955,16168,Gaston
12326,33000,14821,3424,2429,Edgecombe
17827,48365,24959,3059,2520,Watauga
7988,21680,9237,2740,1715,Hoke
6224,14952,7246,861,621,Bertie
12616,31407,13807,2874,2110,Person
15323,37507,17544,2665,1975,Beaufort
44821,121647,48538,15999,12289,Catawba
12678,30977,14989,1883,1427,Jackson
405375,1183478,464942,167317,145844,Wake
25793,66372,27979,7246,5354,Cleveland
16112,42005,18896,3985,3012,Sampson
13362,33149,14924,2845,2018,Columbus
7184,16488,7833,908,563,Caswell
5906,13417,6600,549,362,Yancey
17825,46827,19394,5437,4171,Lee
6230,15805,7219,1344,1012,Hertford
25704,65619,28204,6805,4906,Rockingham
324709,967148,376603,147043,118793,Mecklenburg
23125,60502,24986,6924,5467,Carteret
3463,8461,3731,717,550,Swain
5783,14174,6859,860,672,Avery
13228,35057,14721,4058,3050,Vance
15998,37741,17710,2380,1653,Halifax
16068,39074,17769,2941,2296,Rutherford
26466,74866,31255,9572,7573,Nash
7715,20926,9746,1938,1527,Ashe
10447,29832,12132,4115,3138,Stokes
2136,5030,2345,324,225,Graham
16824,44802,19116,5013,3849,Pender
30784,77960,32978,8005,6193,Craven
179077,478787,197506,56813,45391,Guilford
7431,17962,9093,790,648,Madison
24943,68448,27176,8958,7371,Chatham
48743,133884,58740,14481,11920,Pitt
34961,89870,37684,9325,7900,Moore
112830,325987,136865,41740,34552,Forsyth
43774,129404,47309,21265,17056,Iredell
9876,27371,13316,2269,1910,Transylvania
6631,16371,7677,1202,861,Martin
6729,16488,7257,1378,1124,Warren
2848,6881,3082,554,397,Jones
12184,34337,14290,4317,3546,Davie
60767,168909,66138,24756,17248,Cumberland
14395,33324,16037,1716,1176,Mcdowell
7858,18886,8480,1464,1084,Cherokee
4383,11461,5390,898,790,Chowan
65758,176782,76587,17934,16503,Orange
10695,24665,11722,1301,947,Alexander
123015,330320,141532,35575,30198,Durham
36595,97533,43516,9557,7865,Henderson
11361,29211,13464,2559,1827,Pasquotank
5039,11413,5382,598,394,Pamlico
4297,10181,5001,572,311,Mitchell
7343,17987,8549,1229,866,Currituck
52782,138792,59041,14556,12413,Brunswick
40170,108657,44938,13256,10293,Davidson
18538,52065,20336,7298,5893,Franklin
16229,41336,19264,3207,2636,Dare
8729,21549,9671,1911,1238,Bladen
75155,217204,87827,29385,24837,New Hanover
6619,15670,7140,1097,814,Anson
