Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26993,69439,29937,7262,5247,Robeson
3995,9596,4554,599,448,Perquimans
55910,159143,63623,21620,17990,Johnston
32857,90744,35831,12240,9816,Randolph
2470,5451,2753,127,101,Hyde
3563,9753,4404,983,803,Alleghany
12514,34804,14149,4521,3620,Duplin
3132,7273,3553,334,254,Gates
19988,53922,23162,5826,4946,Haywood
15840,40293,17239,4043,3171,Stanly
83728,283542,101562,54266,43986,Missing / Out of State
23005,61011,25426,7246,5334,Wilson
1286,2913,1451,99,77,Tyrrell
28947,78240,31337,10213,7743,Wayne
7354,18253,7951,1698,1250,Montgomery
15911,44305,17763,5875,4756,Lenoir
10219,25857,10898,2799,1941,Scotland
57880,150464,63863,15833,12888,Alamance
2709,6609,3146,438,316,Camden
6090,15952,7276,1461,1125,Greene
31370,88014,34067,12533,10044,Rowan
6385,14784,6986,818,595,Northampton
16731,45745,18614,5785,4615,Wilkes
22393,64763,24173,10037,8160,Lincoln
22281,57576,25086,5889,4320,Caldwell
6622,16146,7118,1304,1102,Polk
21098,57007,22513,7261,6135,Surry
12310,30982,15408,1851,1413,Macon
3021,7823,3241,816,745,Clay
10497,27066,11638,2705,2226,Yadkin
29219,87443,33276,14030,10918,Onslow
12490,30922,13647,2802,1983,Richmond
92360,262053,106642,33393,29658,Buncombe
64589,191878,71639,30051,25599,Union
56088,171926,62688,28584,24566,Cabarrus
3087,8790,3533,1214,956,Washington
27495,77263,31192,10533,8043,Harnett
25740,64665,27804,6293,4828,Burke
19346,52043,21071,6405,5221,Granville
54905,160242,61824,23937,19576,Gaston
13440,35738,15324,3977,2997,Edgecombe
18991,50436,25429,3262,2754,Watauga
8444,23690,9673,3281,2292,Hoke
6428,15697,7473,1010,786,Bertie
13155,33102,14148,3329,2470,Person
15719,39152,18009,3042,2382,Beaufort
46019,128039,49590,18008,14422,Catawba
12890,31855,15199,2099,1667,Jackson
420401,1246410,476309,184308,165392,Wake
26395,69796,28619,8288,6494,Cleveland
16875,45214,19947,4736,3656,Sampson
13704,34833,15423,3316,2390,Columbus
7449,17288,8150,1009,680,Caswell
6094,13937,6767,620,456,Yancey
18372,49865,19917,6429,5147,Lee
6397,16542,7321,1599,1225,Hertford
26392,69134,28838,7835,6069,Rockingham
339564,1033644,392045,163730,138305,Mecklenburg
23519,62631,25327,7570,6215,Carteret
3507,8724,3766,814,637,Swain
6008,14813,7105,945,755,Avery
13946,37581,15314,4637,3684,Vance
16585,39547,18124,2792,2046,Halifax
16513,41008,18534,3288,2673,Rutherford
28127,80241,32065,10971,9078,Nash
7901,21738,9984,2133,1720,Ashe
10700,31287,12390,4530,3667,Stokes
2189,5368,2469,454,256,Graham
17271,46914,19574,5633,4436,Pender
31771,81737,33784,8996,7186,Craven
183614,503093,201761,64224,53494,Guilford
7584,18415,9306,812,713,Madison
25694,70978,27691,9603,7990,Chatham
50049,140761,59900,16746,14066,Pitt
35601,92604,37866,10311,8826,Moore
116258,342584,140212,46564,39550,Forsyth
44906,137010,48030,23788,20286,Iredell
10227,28242,13566,2400,2049,Transylvania
6828,17216,7980,1395,1013,Martin
6942,17247,7429,1574,1302,Warren
2991,7300,3178,651,480,Jones
12548,35928,14549,4806,4025,Davie
62673,182465,68130,29514,22148,Cumberland
14741,34424,16469,1875,1339,Mcdowell
8029,19441,8650,1591,1171,Cherokee
4549,12003,5578,1004,872,Chowan
67675,182736,78273,19136,17652,Orange
11004,25651,12040,1474,1133,Alexander
127098,344514,144713,38961,33742,Durham
37828,101297,44778,10158,8533,Henderson
11792,30792,13860,2931,2209,Pasquotank
5147,11868,5594,669,458,Pamlico
4408,10560,5147,621,384,Mitchell
7607,18771,8806,1339,1019,Currituck
53603,142802,59797,15780,13622,Brunswick
41463,114807,46221,15016,12107,Davidson
19210,55242,20882,8253,6897,Franklin
16487,42739,19690,3530,3032,Dare
8991,22919,10082,2328,1518,Bladen
76700,225382,89335,31892,27455,New Hanover
6800,16531,7414,1317,1000,Anson
