second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1671,10272,8573,2075,12245,10124,Currituck
99,129,2369,10368,7900,2754,11638,8755,Anson
2252,3500,1026,7079,3801,1236,8903,4167,Swain
354,518,8310,27692,19028,9992,32553,22043,Pender
75,114,863,6155,5217,1158,7446,6174,Mitchell
211,320,4070,18925,14644,5025,22111,16766,Richmond
850,1325,34790,98260,62620,39698,115143,74120,Gaston
917,1338,7030,30789,22842,8248,36460,26874,Haywood
7113,8243,12951,55839,35775,15260,63088,39585,Craven
397,524,11708,33283,21178,13304,37231,23403,Franklin
1173,1530,34361,84834,49300,38816,96290,55944,Iredell
119,169,4523,16421,11779,5079,18724,13476,Yadkin
298,400,4326,22502,17878,5164,26074,20510,Beaufort
923,1338,15892,47611,30796,18885,55934,35711,Harnett
108,145,1603,8448,6737,1779,9305,7381,Polk
17,23,4872,22750,17861,5523,27014,21468,Dare
1935,3146,63739,197735,132061,70503,239181,165532,Forsyth
47353,57013,23357,103182,32472,27981,123598,38604,Onslow
51,71,940,4405,3414,1159,4929,3699,Jones
563,773,16001,47603,31039,18107,54724,35844,Nash
2458,3734,2950,19630,14222,3474,24473,17265,Jackson
228,284,6844,22467,15395,7959,26298,18055,Duplin
26,34,1059,5163,4078,1317,6639,5288,Alleghany
35126,28045,82824,171943,53993,92091,196423,76287,Missing
1439,2107,40322,105721,63960,44722,119721,72892,Cabarrus
92,133,2266,14640,12282,2735,16405,13537,Alexander
955,880,682,4797,3160,807,5382,3695,Camden
349,507,2525,20977,18103,3201,24397,20689,Mcdowell
317,426,7039,27974,20618,8223,33536,24887,Sampson
285,420,8293,26985,18407,9748,31210,21042,Lenoir
426,645,4895,25219,19898,5550,28949,22754,Rutherford
144,184,2314,10773,8315,2838,12122,9100,Montgomery
162,249,6392,18560,12006,7405,21850,14196,Stokes
278,356,5498,21252,15476,6650,24960,17954,Columbus
354,500,10261,37436,26821,12658,43028,29870,Wilson
241,382,13692,38135,24202,16249,43359,26728,Lincoln
1255,1840,43459,127692,82978,48668,149832,99324,New hanover
251,349,6572,21037,14214,7498,24479,16632,Davie
83,123,1188,8268,6997,1409,9272,7740,Northampton
262,371,4038,24152,19852,4883,27281,22027,Halifax
664,896,11990,49432,36778,14399,57372,42077,Robeson
780,1140,5113,16379,10486,6253,19763,12370,Hoke
130,173,828,8139,7181,1013,9282,8096,Yancey
431,644,9717,30421,20273,11013,34589,22932,Lee
3821,5706,39792,149067,105454,43340,173435,124389,Buncombe
,,139,2927,2788,167,3313,3146,Hyde
295,403,5560,21291,15436,6665,24979,17911,Edgecombe
224,292,2764,14700,11712,3240,19023,15491,Transylvania
272,383,11680,37888,25936,13230,42061,28448,Chatham
4503,6089,51395,198461,142563,55985,229669,167595,Durham
,,129,1722,1593,169,1998,1829,Tyrrell
690,922,13746,51628,37192,15827,57734,40985,Moore
565,746,18251,55737,36921,21100,63410,41564,Randolph
2889,3496,17922,56327,35516,20674,63672,39502,Rowan
99,124,2781,12116,9236,3227,14955,11604,Ashe
979,1436,11947,57622,44696,14134,69166,53596,Henderson
302,403,6115,22846,16429,7120,26066,18543,Vance
574,915,45101,117650,71975,49776,132598,81907,Union
38,56,1481,5246,3727,1747,6152,4349,Washington
949,1272,21298,71062,48815,24604,82375,56499,Davidson
4314,4717,8841,34243,21088,10126,38242,23399,Granville
66,123,3907,25449,21476,4579,32927,28225,Watauga
316,519,12538,43924,31070,14789,50048,34740,Cleveland
,13,447,4105,3658,522,4640,4105,Gates
303,387,697,3564,2564,866,4158,2905,Graham
391,603,10785,36128,24952,12493,40810,27714,Carteret
1043,1424,22679,88930,65208,25695,100601,73482,Alamance
4646,7686,221174,612236,386416,245324,712000,458990,Mecklenburg
1505,1844,21015,79685,57165,23782,90596,64970,Brunswick
390,477,5938,25041,18713,6872,27982,20633,Stanly
11,15,882,5464,4571,1097,6436,5324,Perquimans
136,221,1162,10021,8723,1312,12482,10949,Madison
14,30,4349,18236,13873,5240,21836,16566,Pasquotank
401,732,26221,76786,50164,30406,86184,55046,Catawba
184,324,8575,33817,25058,10746,39380,28310,Caldwell
195,259,8859,28953,19899,10115,33145,22771,Wilkes
80,101,2270,9450,7100,2685,11291,8505,Greene
338,490,11792,41326,29196,13847,46542,32205,Rockingham
318,479,2388,17316,14610,2979,21600,18142,Macon
,,,83973,83973,,107183,107183,Out o
5868,8637,240898,713211,466445,262738,813280,541905,Wake
117,146,2140,9947,7690,2429,10984,8409,Warren
2239,3507,92656,291645,196750,103902,330144,222735,Guilford
166,217,3513,14640,10961,4274,16747,12256,Bladen
75262,93276,45652,189519,68605,53750,224761,77735,Cumberland
,,1516,6882,5366,1681,8189,6508,Chowan
78,93,933,6594,5583,1193,7344,6058,Pamlico
169,239,3838,15334,11327,4794,17465,12432,Scotland
933,1387,31772,97491,64786,36287,112925,75251,Johnston
56,93,917,4788,3815,1010,5306,4203,Clay
423,604,2147,11982,9412,2737,13581,10240,Cherokee
133,183,1918,9839,7788,2361,11678,9134,Martin
844,1185,23140,100028,76044,24489,114689,89015,Orange
339,498,9139,37562,28084,10825,42741,31418,Burke
227,301,9956,33708,23525,11360,37631,25970,Surry
8034,10696,15699,56913,33180,18570,66414,37148,Wayne
65,99,1317,8059,6677,1529,9607,7979,Avery
1018,1503,25193,81823,55612,29114,97423,66806,Pitt
28,42,1586,9144,7530,1872,10540,8626,Bertie
23,50,2685,10114,7406,3158,11567,8359,Hertford
292,387,4578,19930,15060,5577,22404,16440,Person
71,109,1282,9859,8506,1654,11036,9273,Caswell
