Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26619,68071,29586,6897,4969,Robeson
3965,9524,4538,583,438,Perquimans
55400,156881,63143,20969,17369,Johnston
32617,89734,35552,12004,9561,Randolph
2451,5411,2740,123,97,Hyde
3538,9689,4387,969,795,Alleghany
12443,34323,14067,4372,3441,Duplin
3102,7207,3532,323,250,Gates
19850,53366,22981,5696,4839,Haywood
15661,39819,17114,3950,3094,Stanly
83761,280109,100479,53161,42708,Missing / Out of State
22773,60134,25238,6997,5126,Wilson
1277,2879,1432,94,76,Tyrrell
28739,77030,31127,9807,7357,Wayne
7298,18111,7913,1675,1225,Montgomery
15809,43683,17653,5645,4576,Lenoir
10180,25538,10842,2666,1850,Scotland
57424,148910,63381,15511,12594,Alamance
2691,6552,3129,425,307,Camden
6046,15775,7236,1411,1082,Greene
31098,86756,33751,12163,9744,Rowan
6354,14678,6952,797,575,Northampton
16587,45125,18435,5657,4446,Wilkes
22318,64145,24085,9827,7915,Lincoln
22112,57002,24968,5736,4186,Caldwell
6604,16072,7081,1296,1091,Polk
20977,56442,22361,7126,5978,Surry
12264,30732,15267,1818,1383,Macon
3011,7777,3219,807,740,Clay
10442,26776,11571,2627,2136,Yadkin
28813,85557,32908,13449,10387,Onslow
12364,30466,13539,2679,1884,Richmond
91817,259858,105757,33025,29259,Buncombe
64168,189619,71173,29365,24913,Union
55753,169788,62185,27962,23888,Cabarrus
3062,8661,3513,1172,914,Washington
27172,75949,30913,10165,7699,Harnett
25546,64055,27696,6137,4676,Burke
19233,51521,20962,6259,5067,Granville
54562,158241,61483,23328,18868,Gaston
13314,35179,15187,3809,2869,Edgecombe
18923,50213,25357,3220,2713,Watauga
8292,23187,9577,3152,2166,Hoke
6383,15529,7419,977,750,Bertie
13062,32765,14077,3239,2387,Person
15625,38777,17906,2946,2300,Beaufort
45487,126368,49252,17576,14053,Catawba
12845,31637,15134,2043,1615,Jackson
417294,1233131,473666,180648,161523,Wake
26261,69053,28471,8062,6259,Cleveland
16656,44281,19591,4527,3507,Sampson
13517,34267,15295,3165,2290,Columbus
7420,17186,8125,985,656,Caswell
6061,13835,6716,613,445,Yancey
18228,49078,19822,6171,4857,Lee
6334,16295,7267,1521,1173,Hertford
26196,68380,28686,7641,5857,Rockingham
336276,1019387,388616,160010,134485,Mecklenburg
23387,62099,25207,7417,6088,Carteret
3500,8651,3758,786,607,Swain
5962,14644,7021,922,739,Avery
13794,37029,15182,4510,3543,Vance
16464,39106,18017,2679,1946,Halifax
16422,40671,18407,3233,2609,Rutherford
27939,79156,31888,10620,8709,Nash
7874,21601,9946,2099,1682,Ashe
10661,31021,12336,4433,3591,Stokes
2182,5266,2443,398,243,Graham
17178,46448,19449,5491,4330,Pender
31568,80846,33561,8745,6972,Craven
182445,497378,200601,62548,51784,Guilford
7561,18296,9245,802,688,Madison
25549,70444,27580,9446,7869,Chatham
49732,139005,59610,16133,13530,Pitt
35523,91930,37810,10002,8595,Moore
115570,338869,139375,45465,38459,Forsyth
44730,135681,47861,23320,19770,Iredell
10150,28016,13479,2366,2021,Transylvania
6775,16966,7869,1339,983,Martin
6896,17046,7380,1516,1254,Warren
2946,7188,3156,630,456,Jones
12471,35568,14480,4684,3933,Davie
62223,178945,67358,28393,20971,Cumberland
14663,34164,16323,1855,1323,Mcdowell
8003,19303,8597,1552,1151,Cherokee
4504,11885,5547,971,863,Chowan
67335,181620,77995,18841,17449,Orange
10968,25478,11967,1439,1104,Alexander
126108,341070,143785,38175,33002,Durham
37521,100426,44421,10045,8439,Henderson
11682,30413,13755,2839,2137,Pasquotank
5116,11787,5566,657,448,Pamlico
4388,10491,5109,618,376,Mitchell
7575,18660,8759,1326,1000,Currituck
53224,141567,59529,15481,13333,Brunswick
41119,113368,45914,14607,11728,Davidson
19082,54529,20760,8013,6674,Franklin
16458,42504,19637,3457,2952,Dare
8900,22486,9936,2206,1444,Bladen
76298,223399,88949,31249,26903,New Hanover
6739,16307,7337,1275,956,Anson
