Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25781,65570,28880,6326,4583,Robeson
3883,9298,4463,544,408,Perquimans
54414,152274,62228,19603,16029,Johnston
32244,87625,35102,11365,8914,Randolph
2396,5296,2686,118,96,Hyde
3490,9472,4283,933,766,Alleghany
12296,33269,13732,4065,3176,Duplin
3053,7073,3475,310,235,Gates
19629,52542,22777,5498,4638,Haywood
15411,38931,16886,3726,2908,Stanly
82751,271291,98356,50487,39697,Missing / Out of State
22366,58526,24856,6556,4748,Wilson
1259,2827,1406,87,75,Tyrrell
28397,75004,30815,9051,6741,Wayne
7183,17816,7896,1592,1145,Montgomery
15573,42674,17472,5329,4300,Lenoir
10034,24962,10761,2473,1694,Scotland
56550,145570,62620,14640,11760,Alamance
2636,6406,3086,396,288,Camden
5959,15449,7156,1320,1014,Greene
30508,84262,33229,11461,9064,Rowan
6277,14440,6895,735,533,Northampton
16406,44025,18243,5295,4081,Wilkes
22141,62791,23914,9344,7392,Lincoln
21890,55901,24717,5431,3863,Caldwell
6564,15924,7047,1258,1055,Polk
20720,55315,22160,6807,5628,Surry
12162,30346,15176,1707,1301,Macon
2983,7695,3188,803,721,Clay
10357,26215,11460,2452,1946,Yadkin
28577,82592,32112,12459,9444,Onslow
12224,29917,13428,2515,1750,Richmond
90516,255510,104428,32232,28334,Buncombe
63002,184134,70263,27751,23118,Union
54584,164712,61264,26457,22407,Cabarrus
3017,8461,3473,1113,858,Washington
26608,73422,30443,9393,6978,Harnett
25303,62941,27436,5848,4354,Burke
18954,50271,20734,5877,4706,Granville
53883,153657,60485,21906,17383,Gaston
12893,33980,14909,3555,2623,Edgecombe
18535,49498,25212,3131,2620,Watauga
8125,22324,9391,2898,1910,Hoke
6292,15177,7321,895,669,Bertie
12899,32015,13889,3019,2208,Person
15458,38016,17662,2764,2132,Beaufort
45080,123660,48846,16619,13115,Catawba
12757,31247,15052,1937,1501,Jackson
409213,1202219,467980,171923,153103,Wake
26019,67526,28181,7588,5738,Cleveland
16313,42896,19192,4176,3215,Sampson
13437,33505,14980,2939,2149,Columbus
7272,16720,7903,944,601,Caswell
5976,13590,6626,583,405,Yancey
18010,47739,19594,5670,4465,Lee
6250,15936,7200,1394,1092,Hertford
25898,66782,28383,7148,5353,Rockingham
329535,988215,380814,152020,125846,Mecklenburg
23198,61166,25070,7126,5772,Carteret
3481,8534,3740,740,573,Swain
5886,14399,6926,888,699,Avery
13404,35752,14878,4225,3245,Vance
16185,38242,17794,2487,1776,Halifax
16203,39920,18196,3061,2460,Rutherford
27361,76887,31457,10007,8062,Nash
7803,21254,9840,2013,1598,Ashe
10541,30320,12181,4248,3350,Stokes
2164,5113,2368,344,237,Graham
16994,45507,19211,5209,4093,Pender
31090,79094,33190,8284,6530,Craven
180370,486286,198790,58927,48199,Guilford
7482,18124,9141,821,680,Madison
25241,69304,27353,9113,7597,Chatham
49145,135869,59115,15035,12574,Pitt
35260,90823,37814,9538,8211,Moore
114034,331219,137767,43129,36289,Forsyth
44303,132142,47494,22050,18295,Iredell
10019,27684,13380,2321,1964,Transylvania
6684,16565,7741,1237,903,Martin
6767,16664,7292,1433,1172,Warren
2907,7027,3119,583,418,Jones
12306,34800,14355,4436,3703,Davie
61290,172929,66584,26238,18817,Cumberland
14518,33696,16158,1770,1250,Mcdowell
7918,19048,8511,1494,1125,Cherokee
4434,11681,5491,930,826,Chowan
66188,178322,77041,18223,16870,Orange
10786,24957,11799,1346,1026,Alexander
124021,334156,142310,36484,31341,Durham
36954,98685,43818,9775,8138,Henderson
11485,29716,13574,2657,2000,Pasquotank
5068,11519,5414,626,411,Pamlico
4337,10303,5024,600,342,Mitchell
7522,18454,8713,1272,947,Currituck
53048,140011,59215,14888,12860,Brunswick
40497,110522,45291,13751,10983,Davidson
18752,53065,20500,7593,6220,Franklin
16381,41954,19485,3304,2784,Dare
8834,21913,9737,2011,1331,Bladen
75653,219696,88249,30056,25738,New Hanover
6678,15984,7249,1174,883,Anson
