second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,45,1610,10078,8440,1979,12024,10000,Currituck
99,128,2223,10007,7685,2642,11296,8526,Anson
2150,3162,997,6909,3762,1208,8494,4124,Swain
354,510,7953,27296,18989,9531,32045,22004,Pender
75,113,840,6027,5112,1118,7255,6024,Mitchell
211,319,3927,18516,14378,4820,21509,16370,Richmond
850,1309,33305,95698,61543,38119,111742,72314,Gaston
911,1311,6897,30115,22307,8052,35520,26157,Haywood
6737,8069,12358,54190,35095,14557,61119,38493,Craven
396,524,11292,32605,20917,12826,36370,23020,Franklin
1171,1516,32988,82837,48678,37081,93502,54905,Iredell
119,168,4330,16080,11631,4871,18381,13342,Yadkin
298,397,4135,21972,17539,4937,25580,20246,Beaufort
918,1302,15030,46568,30620,17934,54693,35457,Harnett
108,144,1558,8532,6866,1733,9359,7482,Polk
17,23,4629,22177,17531,5241,26393,21129,Dare
1932,3070,61109,191484,128443,67600,231575,160905,Forsyth
45989,56392,21932,99885,31964,26380,120782,38010,Onslow
51,71,895,4323,3377,1106,4811,3634,Jones
563,771,15281,46789,30945,17289,53800,35740,Nash
2359,3365,2852,19210,13999,3346,23687,16976,Jackson
228,284,6567,21885,15090,7600,25415,17531,Duplin
26,34,1034,5056,3996,1265,6471,5172,Alleghany
34342,25116,78202,152811,40267,87407,168865,56342,Missing
1439,2068,38448,103018,63131,42512,116091,71511,Cabarrus
92,132,2165,14383,12126,2627,16110,13351,Alexander
939,872,630,4687,3118,769,5277,3636,Camden
347,498,2422,20571,17802,3074,23936,20364,Mcdowell
317,420,6787,27505,20401,7898,32832,24514,Sampson
285,420,7947,26380,18148,9293,30404,20691,Lenoir
425,642,4700,24743,19618,5353,28310,22315,Rutherford
144,184,2219,10596,8233,2721,11911,9006,Montgomery
162,249,6161,18123,11800,7153,21358,13956,Stokes
278,355,5286,21144,15580,6302,24637,17980,Columbus
354,499,9716,36352,26282,12013,41769,29257,Wilson
241,382,13103,37265,23921,15592,42290,26316,Lincoln
1254,1816,41450,124554,81850,46682,146254,97756,New hanover
251,344,6308,20465,13906,7199,23834,16291,Davie
83,122,1134,8248,7031,1347,9225,7756,Northampton
262,371,3851,23665,19552,4669,26738,21698,Halifax
663,889,11449,48060,35948,13801,55992,41302,Robeson
775,1102,4831,15863,10257,5900,19060,12058,Hoke
130,169,801,7972,7041,988,9080,7923,Yancey
431,641,9314,29729,19984,10599,33855,22615,Lee
3810,5558,38528,144402,102064,42022,168251,120671,Buncombe
