Second Doses Administered,First Doses Administered,Total Doses Administered,County
18065,24417,42482,Robeson
3263,4018,7281,Perquimans
33457,51670,85127,Johnston
21959,30442,52401,Randolph
1605,2270,3875,Hyde
2797,3714,6511,Alleghany
8234,12083,20317,Duplin
2036,3025,5061,Gates
11967,18576,30543,Haywood
10209,14702,24911,Stanly
50857,78925,129782,Missing
14027,20680,34707,Wilson
887,1213,2100,Tyrrell
18677,26698,45375,Wayne
5002,7010,12012,Montgomery
11058,14949,26007,Lenoir
6887,9524,16411,Scotland
35154,53503,88657,Alamance
2090,2788,4878,Camden
3974,5961,9935,Greene
19021,27002,46023,Rowan
4649,6238,10887,Northampton
12228,16118,28346,Wilkes
14681,20004,34685,Lincoln
15483,21836,37319,Caldwell
4815,6235,11050,Polk
14655,20332,34987,Surry
9261,13802,23063,Macon
2139,2853,4992,Clay
7170,10229,17399,Yadkin
20382,28093,48475,Onslow
8771,11849,20620,Richmond
55584,86217,141801,Buncombe
38926,53991,92917,Union
30921,46338,77259,Cabarrus
2333,3120,5453,Washington
18199,25890,44089,Harnett
18048,23629,41677,Burke
12314,17122,29436,Granville
36881,51049,87930,Gaston
7955,12735,20690,Edgecombe
11937,20762,32699,Watauga
5493,7904,13397,Hoke
4460,6396,10856,Bertie
7656,11748,19404,Person
11912,16111,28023,Beaufort
30250,41575,71825,Catawba
9423,13327,22750,Jackson
228235,378047,606282,Wake
19009,24456,43465,Cleveland
10839,16061,26900,Sampson
9177,13170,22347,Columbus
4786,6823,11609,Caswell
3877,5597,9474,Yancey
12410,17149,29559,Lee
4087,6436,10523,Hertford
16806,24721,41527,Rockingham
172723,274668,447391,Mecklenburg
17724,23243,40967,Carteret
2848,3469,6317,Swain
3916,6022,9938,Avery
9034,12211,21245,Vance
11530,15840,27370,Halifax
10519,15462,25981,Rutherford
17783,27391,45174,Nash
5712,8541,14253,Ashe
7159,10268,17427,Stokes
1775,2184,3959,Graham
10990,16971,27961,Pender
22743,30100,52843,Craven
117339,170765,288104,Guilford
4560,7806,12366,Madison
17802,25002,42804,Chatham
35020,53174,88194,Pitt
27192,34285,61477,Moore
73718,118098,191816,Forsyth
27308,40720,68028,Iredell
7494,11679,19173,Transylvania
4909,6709,11618,Martin
4396,6346,10742,Warren
2001,2739,4740,Jones
8462,12466,20928,Davie
46054,58467,104521,Cumberland
9137,13833,22970,McDowell
5393,7483,12876,Cherokee
3680,5060,8740,Chowan
42029,65731,107760,Orange
7365,10250,17615,Alexander
77941,118477,196418,Durham
22884,36951,59835,Henderson
9650,12171,21821,Pasquotank
3912,5023,8935,Pamlico
2494,4153,6647,Mitchell
5148,7566,12714,Currituck
39855,54585,94440,Brunswick
27164,37998,65162,Davidson
11784,16844,28628,Franklin
11581,17598,29179,Dare
6552,8506,15058,Bladen
53683,78330,132013,New Hanover
4337,6098,10435,Anson
