Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
27305,71253,30447,7853,5648,Robeson
4030,9698,4579,631,458,Perquimans
56301,162710,64266,23112,19031,Johnston
32985,93167,36060,13331,10791,Randolph
2483,5491,2776,128,104,Hyde
3565,9794,4413,1004,812,Alleghany
12742,35749,14420,4775,3812,Duplin
3149,7379,3607,350,273,Gates
20070,54598,23378,6056,5094,Haywood
15921,41103,17436,4360,3386,Stanly
83079,296119,102673,60023,50344,Missing / Out of State
23165,62264,25643,7780,5676,Wilson
1290,2940,1465,105,80,Tyrrell
29120,79507,31606,10720,8061,Wayne
7374,18489,8005,1790,1320,Montgomery
16003,44836,17881,6080,4872,Lenoir
10253,26135,10975,2897,2010,Scotland
58189,153453,64375,17015,13874,Alamance
2727,6694,3171,472,324,Camden
6125,16149,7332,1521,1171,Greene
31561,90253,34459,13491,10742,Rowan
6419,14968,7021,876,652,Northampton
16840,46694,18793,6186,4875,Wilkes
22451,65929,24303,10600,8575,Lincoln
22386,58439,25259,6271,4523,Caldwell
6640,16331,7147,1380,1164,Polk
21185,57851,22695,7626,6345,Surry
12356,31293,15506,1954,1477,Macon
3035,7888,3273,829,751,Clay
10546,27684,11785,2974,2379,Yadkin
29441,89689,33651,15086,11511,Onslow
12531,31481,13876,2977,2097,Richmond
92865,267256,107581,35231,31579,Buncombe
64932,198812,72076,33113,28691,Union
56453,176735,63374,30585,26323,Cabarrus
3108,8888,3551,1246,983,Washington
27650,78989,31428,11300,8611,Harnett
25826,65591,28019,6652,5094,Burke
19431,52942,21220,6791,5500,Granville
55187,164078,62346,25635,20910,Gaston
13526,36362,15419,4225,3192,Edgecombe
19032,50782,25530,3371,2849,Watauga
8600,24576,9819,3626,2531,Hoke
6477,15880,7539,1044,820,Bertie
13226,33674,14242,3554,2652,Person
15810,39656,18173,3195,2478,Beaufort
46199,131031,49841,19343,15648,Catawba
12919,32195,15275,2227,1774,Jackson
423356,1272784,479409,194927,175092,Wake
26556,71030,28870,8802,6802,Cleveland
17034,46212,20250,5064,3864,Sampson
13765,35409,15564,3552,2528,Columbus
7498,17455,8193,1047,717,Caswell
6115,14189,6829,709,536,Yancey
18452,50778,20091,6831,5404,Lee
6434,16857,7378,1720,1325,Hertford
26521,70267,29001,8332,6413,Rockingham
342985,1066957,395633,176279,152060,Mecklenburg
23598,63549,25459,8006,6486,Carteret
3514,8867,3851,841,661,Swain
6059,15028,7178,998,793,Avery
14103,38275,15511,4825,3836,Vance
16679,40104,18339,2948,2138,Halifax
16618,41724,18692,3557,2857,Rutherford
28269,82159,32268,11867,9755,Nash
7931,22045,10032,2226,1856,Ashe
10744,31901,12459,4835,3863,Stokes
2223,5474,2494,477,280,Graham
17342,47842,19737,6028,4735,Pender
31968,82907,34148,9365,7426,Craven
184255,514331,202765,69333,57978,Guilford
7622,18644,9394,871,757,Madison
25798,71818,27806,9935,8279,Chatham
50290,143272,60269,17873,14840,Pitt
35528,93071,37855,10685,9003,Moore
116880,350673,141702,49772,42319,Forsyth
45061,140940,48289,25591,21999,Iredell
10256,28597,13697,2517,2127,Transylvania
6871,17481,8099,1461,1050,Martin
6975,17427,7478,1636,1338,Warren
3007,7404,3213,682,502,Jones
12595,36493,14671,5050,4177,Davie
63094,188728,68662,32446,24526,Cumberland
14829,34857,16641,1970,1417,Mcdowell
8070,19612,8726,1625,1191,Cherokee
4585,12170,5624,1058,903,Chowan
67935,184852,78636,19838,18443,Orange
11073,26011,12177,1558,1203,Alexander
127754,351269,145980,41306,36229,Durham
38034,103115,45302,10765,9014,Henderson
11928,31331,14030,3088,2285,Pasquotank
5171,11986,5630,701,484,Pamlico
4434,10743,5195,680,434,Mitchell
7642,18955,8848,1409,1056,Currituck
53788,144715,60248,16424,14255,Brunswick
41705,117265,46739,16010,12811,Davidson
19296,56416,21021,8780,7319,Franklin
16542,43279,19771,3769,3197,Dare
9066,23419,10244,2467,1642,Bladen
76915,229967,89765,33851,29436,New Hanover
6833,16905,7457,1495,1120,Anson
