second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1715,10414,8671,2129,12340,10165,Currituck
99,129,2457,10557,8001,2837,11847,8881,Anson
2419,3634,1047,7294,3828,1250,9072,4188,Swain
354,518,8585,27986,19047,10274,32879,22087,Pender
75,114,884,6216,5257,1195,7541,6232,Mitchell
211,323,4207,19285,14867,5186,22482,16973,Richmond
917,1347,7134,30933,22882,8377,36761,27037,Haywood
850,1331,35835,99879,63194,40696,116728,74701,Gaston
7231,8412,13357,56938,36350,15713,64200,40075,Craven
397,526,12063,33827,21367,13683,37888,23679,Franklin
1175,1539,35527,86446,49744,40063,98126,56524,Iredell
119,170,4673,16601,11809,5236,18980,13574,Yadkin
299,401,4464,22661,17898,5313,26323,20609,Beaufort
928,1369,16519,48004,30557,19584,56456,35503,Harnett
108,146,1635,8434,6691,1810,9281,7325,Polk
17,23,5053,22858,17788,5700,27352,21629,Dare
1943,3214,65473,200927,133511,72514,242981,167253,Forsyth
47827,57568,24330,104964,32807,29087,125654,38999,Onslow
51,72,970,4475,3454,1196,4994,3726,Jones
563,775,16560,48029,30906,18753,55505,35977,Nash
2640,3836,3036,19966,14290,3563,24770,17371,Jackson
228,287,7075,22975,15672,8251,26905,18367,Duplin
26,34,1081,5227,4120,1345,6727,5348,Alleghany
35441,29828,86042,186229,64746,95583,216592,91181,Missing
1441,2140,41780,107891,64670,46197,121990,73653,Cabarrus
963,887,712,4879,3204,839,5464,3738,Camden
92,134,2340,14800,12368,2828,16665,13703,Alexander
351,511,2603,21145,18191,3295,24606,20800,Mcdowell
318,430,7269,28332,20745,8527,34068,25111,Sampson
288,423,8599,27440,18553,10107,31740,21210,Lenoir
426,647,5034,25579,20119,5685,29313,22981,Rutherford
144,186,2387,10888,8357,2921,12233,9126,Montgomery
162,250,6584,18832,12086,7589,22161,14322,Stokes
278,359,5726,21437,15433,6869,25179,17951,Columbus
355,504,10693,38030,26982,13094,43816,30218,Wilson
241,385,14113,38678,24324,16646,43901,26870,Lincoln
1257,1848,44616,129408,83535,49888,151776,100040,New hanover
252,355,6781,21315,14282,7719,24908,16834,Davie
83,123,1227,8245,6935,1462,9268,7683,Northampton
262,372,4179,24439,19998,5079,27692,22241,Halifax
669,905,12415,50309,37225,14912,58455,42638,Robeson
782,1165,5317,16691,10592,6540,20237,12532,Hoke
130,174,849,8253,7274,1033,9424,8217,Yancey
432,650,10028,30770,20310,11431,35184,23103,Lee
3829,5726,40538,151598,107231,43981,176545,126838,Buncombe
,,144,3001,2857,172,3368,3196,Hyde
295,405,5742,21358,15321,6901,25159,17853,Edgecombe
224,293,2828,14769,11717,3335,19276,15648,Transylvania
272,383,11948,38132,25912,13561,42246,28302,Chatham
4506,6195,52405,201506,144595,57273,232717,169249,Durham
,,131,1741,1610,171,2022,1851,Tyrrell
692,926,14147,51905,37066,16290,58149,40933,Moore
567,749,18853,56472,37052,21838,64286,41699,Randolph
2893,3531,18485,56908,35530,21253,64641,39857,Rowan
99,126,2843,12211,9269,3290,15113,11697,Ashe
981,1440,12195,58383,45207,14451,70307,54416,Henderson
302,405,6290,23300,16708,7323,26636,18908,Vance
574,917,46867,120214,72773,51384,135018,82717,Union
38,56,1509,5345,3798,1774,6237,4407,Washington
953,1282,21896,72191,49342,25328,83862,57252,Davidson
4371,4791,9085,34650,21194,10389,38814,23634,Granville
66,124,3934,25381,21381,4636,33149,28389,Watauga
317,520,12893,44651,31441,15126,50729,35083,Cleveland
,15,453,4131,3678,545,4696,4136,Gates
305,401,711,3588,2572,877,4193,2915,Graham
391,603,11088,36546,25067,12836,41296,27857,Carteret
1045,1441,23482,90582,66055,26600,102174,74133,Alamance
4678,7768,227701,625225,392846,251757,725658,466133,Mecklenburg
1505,1844,21570,80404,57329,24415,91494,65235,Brunswick
390,478,6122,25446,18934,7077,28468,20913,Stanly
11,17,909,5518,4598,1117,6488,5354,Perquimans
136,224,1203,10074,8735,1347,12576,11005,Madison
14,33,4496,18581,14071,5414,22208,16761,Pasquotank
401,736,27061,78120,50658,31285,87523,55502,Catawba
195,259,9103,29381,20083,10364,33430,22807,Wilkes
184,325,8850,34244,25210,11095,39880,28460,Caldwell
82,101,2329,9548,7137,2767,11459,8591,Greene
338,492,12219,41903,29346,14390,47364,32482,Rockingham
,,,87877,87877,,111870,111870,Out o
319,480,2445,17308,14544,3061,21797,18256,Macon
5874,8743,247608,727001,473519,269306,826696,548647,Wake
117,148,2190,10025,7718,2492,11152,8512,Warren
2248,3536,96446,296796,198102,107655,335703,224512,Guilford
166,220,3607,14850,11077,4411,17009,12378,Bladen
75774,94079,47499,192261,68988,55945,228469,78445,Cumberland
,,1550,6951,5401,1717,8285,6568,Chowan
78,93,960,6681,5643,1234,7436,6109,Pamlico
169,240,3945,15519,11405,4977,17766,12549,Scotland
935,1397,32810,99194,65449,37394,114972,76181,Johnston
56,93,925,4843,3862,1018,5344,4233,Clay
424,612,2186,12099,9489,2788,13705,10305,Cherokee
133,184,1975,9787,7679,2423,11653,9046,Martin
844,1207,23573,100980,76563,24974,115363,89182,Orange
340,499,9399,37805,28066,11111,43017,31407,Burke
227,306,10213,33788,23348,11623,37652,25723,Surry
8143,10800,16344,57881,33394,19306,67520,37414,Wayne
65,100,1337,8097,6695,1566,9703,8037,Avery
1019,1526,26175,82755,55561,30254,98882,67102,Pitt
28,42,1660,9225,7537,1939,10638,8657,Bertie
23,50,2770,10235,7442,3288,11722,8384,Hertford
292,390,4729,20224,15203,5794,22764,16580,Person
71,109,1320,9943,8552,1694,11127,9324,Caswell
