Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25562,65049,28737,6246,4504,Robeson
3882,9282,4461,535,404,Perquimans
54197,151683,62140,19469,15877,Johnston
32222,87348,35064,11277,8785,Randolph
2367,5263,2683,118,95,Hyde
3489,9466,4282,931,764,Alleghany
12289,33176,13719,4031,3137,Duplin
3016,7029,3473,306,234,Gates
19615,52472,22759,5489,4609,Haywood
15394,38773,16819,3690,2870,Stanly
82650,270378,98124,50237,39367,Missing / Out of State
22296,58345,24830,6516,4703,Wilson
1252,2817,1403,87,75,Tyrrell
28335,74649,30774,8929,6611,Wayne
7177,17757,7889,1577,1114,Montgomery
15545,42513,17443,5287,4238,Lenoir
10031,24895,10754,2446,1664,Scotland
56440,145171,62535,14560,11636,Alamance
2637,6395,3087,389,282,Camden
5939,15398,7140,1314,1005,Greene
30453,83992,33177,11373,8989,Rowan
6272,14422,6889,731,530,Northampton
16380,43921,18231,5265,4045,Wilkes
22125,62571,23906,9265,7275,Lincoln
21875,55729,24697,5363,3794,Caldwell
6564,15920,7045,1257,1054,Polk
20689,55164,22144,6760,5571,Surry
12116,30205,15147,1686,1256,Macon
2983,7693,3188,802,720,Clay
10351,26154,11453,2427,1923,Yadkin
28515,82177,32061,12328,9273,Onslow
12216,29837,13419,2488,1714,Richmond
90397,255120,104305,32157,28261,Buncombe
62834,183641,70172,27662,22973,Union
54489,163984,60961,26311,22223,Cabarrus
3008,8423,3458,1102,855,Washington
26571,73190,30412,9326,6881,Harnett
25293,62803,27421,5791,4298,Burke
18925,50128,20702,5830,4671,Granville
53789,153011,60411,21695,17116,Gaston
12786,33765,14899,3511,2569,Edgecombe
18420,49331,25196,3116,2599,Watauga
8089,22192,9356,2867,1880,Hoke
6280,15142,7319,885,658,Bertie
12873,31894,13863,2977,2181,Person
15436,37898,17631,2739,2092,Beaufort
45044,123304,48805,16504,12951,Catawba
12756,31199,15047,1919,1477,Jackson
408649,1199319,467540,171100,152030,Wake
25949,67261,28166,7498,5648,Cleveland
16306,42700,19081,4132,3181,Sampson
13428,33435,14963,2917,2127,Columbus
7261,16681,7894,931,595,Caswell
5975,13582,6626,581,400,Yancey
17999,47610,19584,5628,4399,Lee
6211,15885,7227,1379,1068,Hertford
25876,66555,28354,7064,5261,Rockingham
328734,984933,379949,151388,124862,Mecklenburg
23193,61066,25056,7094,5723,Carteret
3479,8521,3740,736,566,Swain
5882,14382,6925,882,693,Avery
13391,35630,14850,4178,3211,Vance
16150,38129,17768,2460,1751,Halifax
16184,39845,18185,3042,2434,Rutherford
27135,76461,31423,9933,7970,Nash
7789,21164,9807,1993,1575,Ashe
10526,30226,12173,4227,3300,Stokes
2164,5100,2366,337,233,Graham
16974,45381,19199,5160,4048,Pender
31000,78791,33148,8202,6441,Craven
180043,484997,198525,58659,47770,Guilford
7477,18094,9138,809,670,Madison
25221,69198,27333,9078,7566,Chatham
49046,135434,59024,14919,12445,Pitt
35258,90691,37811,9477,8145,Moore
113855,330368,137599,42931,35983,Forsyth
44252,131771,47455,21927,18137,Iredell
10015,27645,13372,2305,1953,Transylvania
6671,16528,7725,1231,901,Martin
6764,16633,7288,1419,1162,Warren
2887,6992,3115,576,414,Jones
12293,34724,14346,4406,3679,Davie
61163,172220,66512,25948,18597,Cumberland
14493,33625,16141,1760,1231,Mcdowell
7915,19029,8511,1490,1113,Cherokee
4427,11658,5481,924,826,Chowan
66081,178102,77021,18171,16829,Orange
10769,24878,11780,1337,992,Alexander
123795,333496,142172,36347,31182,Durham
36904,98518,43773,9752,8089,Henderson
11468,29624,13544,2641,1971,Pasquotank
5058,11494,5411,620,405,Pamlico
4332,10281,5019,596,334,Mitchell
7484,18316,8642,1262,928,Currituck
52991,139768,59178,14800,12799,Brunswick
40446,110179,45206,13665,10862,Davidson
18702,52865,20462,7533,6168,Franklin
16355,41869,19448,3299,2767,Dare
8810,21818,9714,1985,1309,Bladen
75610,219339,88186,29915,25628,New Hanover
6676,15965,7248,1170,871,Anson
