Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
23325,57761,26694,4658,3084,Robeson
3663,8636,4267,396,310,Perquimans
48405,131804,58258,14558,10583,Johnston
29874,77767,33083,8661,6149,Randolph
2178,4814,2445,108,83,Hyde
3352,8691,3942,796,601,Alleghany
11276,29819,13118,3110,2315,Duplin
2753,6486,3302,248,183,Gates
17009,46781,21279,4787,3706,Haywood
14031,35027,16095,2917,1984,Stanly
72236,230129,91963,39269,26661,Missing / Out of State
19830,51175,22970,5107,3268,Wilson
1137,2604,1323,80,64,Tyrrell
25806,65901,29099,6518,4478,Wayne
6693,16268,7562,1231,782,Montgomery
14281,37960,16237,4244,3198,Lenoir
9345,22781,10315,1889,1232,Scotland
51277,130307,58566,11532,8932,Alamance
2469,5885,2934,279,203,Camden
5479,13883,6563,1049,792,Greene
27393,73557,30878,8846,6440,Rowan
5913,13556,6674,579,390,Northampton
15392,39318,17228,4036,2662,Wilkes
20137,55361,22957,7192,5075,Lincoln
20349,50627,23506,4133,2639,Caldwell
6222,15029,6741,1129,937,Polk
19605,50893,21276,5657,4355,Surry
11505,28511,14512,1428,1066,Macon
2798,7266,3066,752,650,Clay
9653,23907,10933,1870,1451,Yadkin
26846,71743,30638,8591,5668,Onslow
11428,27263,12742,1916,1177,Richmond
81172,230339,97211,28315,23641,Buncombe
55589,158493,65438,21479,15987,Union
47236,140205,56826,20560,15583,Cabarrus
2779,7650,3277,913,681,Washington
24130,63479,28538,6663,4148,Harnett
23908,57285,25918,4448,3011,Burke
17553,45102,19584,4649,3316,Granville
49279,134367,58177,15841,11070,Gaston
11195,29365,13748,2650,1772,Edgecombe
15751,42416,21812,2672,2181,Watauga
7213,18966,8692,1936,1125,Hoke
5794,13902,6938,670,500,Bertie
11492,28410,13117,2254,1547,Person
14568,35220,16989,2126,1537,Beaufort
41838,110031,46210,12874,9109,Catawba
11929,29067,14403,1555,1180,Jackson
363510,1049876,434805,140047,111514,Wake
24126,60448,26769,5674,3879,Cleveland
14951,37868,17641,3138,2138,Sampson
12619,30939,14365,2350,1605,Columbus
6679,15352,7486,749,438,Caswell
5404,12292,6238,406,244,Yancey
16682,42244,18545,4116,2901,Lee
5840,14650,6952,1064,794,Hertford
23788,59465,26842,5316,3519,Rockingham
281556,838657,349149,119835,88117,Mecklenburg
22254,56597,24425,5669,4249,Carteret
3326,7990,3641,591,432,Swain
5448,13104,6406,710,540,Avery
12165,31290,13838,3184,2103,Vance
14879,34932,16967,1843,1243,Halifax
14830,35906,16867,2375,1834,Rutherford
24250,66875,29738,7485,5402,Nash
7241,19237,9103,1620,1273,Ashe
9701,27076,11591,3321,2463,Stokes
2051,4785,2277,272,185,Graham
15729,41137,18324,4102,2982,Pender
29276,72242,31716,6409,4841,Craven
163388,431028,186831,45933,34876,Guilford
6827,16729,8686,669,547,Madison
23402,64481,26820,8025,6234,Chatham
45904,123083,56466,11464,9249,Pitt
33429,84135,36538,7781,6387,Moore
101756,293808,129744,34591,27717,Forsyth
40426,115556,45560,17094,12476,Iredell
9246,25551,12649,2026,1630,Transylvania
6117,15096,7273,999,707,Martin
6173,15214,7021,1136,884,Warren
2655,6348,2934,445,314,Jones
11145,31194,13691,3570,2788,Davie
56520,149382,63289,18322,11251,Cumberland
13349,30912,15167,1453,943,Mcdowell
7377,17796,8151,1332,936,Cherokee
4172,10824,5258,746,648,Chowan
59738,161149,71027,16161,14223,Orange
10036,22750,10982,1017,715,Alexander
110979,299126,132814,30915,24418,Durham
33776,89794,40936,8420,6662,Henderson
10700,26888,12886,1931,1371,Pasquotank
4829,10830,5263,453,285,Pamlico
3860,9290,4735,466,229,Mitchell
6878,16618,8122,947,671,Currituck
50790,131752,57797,12589,10576,Brunswick
36474,97273,42265,10663,7871,Davidson
16822,45879,19075,5785,4197,Franklin
15329,38744,18485,2732,2198,Dare
8264,19897,9244,1511,878,Bladen
71107,200686,84154,25231,20194,New Hanover
6160,14464,6858,846,600,Anson
