second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,45,1618,10117,8471,2013,12087,10029,Currituck
99,128,2246,10051,7706,2667,11355,8560,Anson
2167,3226,1001,6929,3761,1210,8564,4128,Swain
354,511,8005,27314,18955,9655,32163,21997,Pender
75,114,846,6049,5128,1124,7299,6061,Mitchell
211,320,3949,18558,14398,4877,21600,16403,Richmond
850,1316,33507,96091,61734,38499,112533,72718,Gaston
914,1319,6922,30218,22382,8106,35863,26438,Haywood
6970,8099,12503,54654,35181,14717,61523,38707,Craven
396,524,11362,32685,20927,12942,36582,23116,Franklin
1172,1522,33159,83038,48707,37443,94104,55139,Iredell
119,168,4352,16123,11652,4906,18473,13399,Yadkin
298,398,4174,22066,17594,4983,25663,20282,Beaufort
919,1311,15164,46707,30624,18153,54983,35519,Harnett
108,144,1559,8503,6836,1744,9391,7503,Polk
17,23,4660,22239,17562,5300,26663,21340,Dare
1933,3100,61401,191967,128633,68337,233893,162456,Forsyth
46552,56496,22246,100795,31997,26757,121363,38110,Onslow
51,71,911,4346,3384,1123,4845,3651,Jones
563,773,15415,46927,30949,17481,54063,35809,Nash
2378,3439,2868,19257,14011,3375,23852,17038,Jackson
228,284,6618,21967,15121,7661,25610,17665,Duplin
26,34,1043,5079,4010,1274,6500,5192,Alleghany
34533,25709,78708,155656,42415,88423,173742,59610,Missing
1439,2081,38642,103205,63124,43059,117055,71915,Cabarrus
946,875,641,4709,3122,779,5308,3654,Camden
92,132,2186,14427,12149,2655,16167,13380,Alexander
347,506,2446,20641,17848,3106,24064,20452,Mcdowell
317,420,6851,27620,20452,7949,32956,24587,Sampson
285,420,8020,26486,18181,9371,30557,20766,Lenoir
426,644,4741,24835,19668,5388,28485,22453,Rutherford
144,184,2240,10625,8241,2752,11953,9017,Montgomery
162,249,6200,18183,11821,7202,21461,14010,Stokes
354,499,9807,36500,26339,12155,42086,29432,Wilson
278,355,5321,21152,15553,6382,24695,17958,Columbus
1254,1820,41637,124831,81940,47260,147347,98267,New hanover
241,382,13196,37393,23956,15775,42558,26401,Lincoln
251,347,6355,20543,13937,7271,23998,16380,Davie
83,123,1143,8250,7024,1357,9240,7760,Northampton
262,371,3897,23754,19595,4713,26850,21766,Halifax
663,893,11556,48265,36046,13930,56268,41445,Robeson
777,1106,4886,15939,10276,5990,19236,12140,Hoke
