second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1693,10339,8618,2092,12272,10134,Currituck
99,129,2410,10456,7947,2784,11721,8808,Anson
354,518,8449,27806,19003,10121,32689,22050,Pender
2390,3600,1032,7232,3810,1239,9015,4176,Swain
75,114,867,6173,5231,1181,7515,6220,Mitchell
211,320,4143,19122,14768,5114,22276,16842,Richmond
917,1343,7086,30765,22762,8305,36629,26981,Haywood
850,1326,35309,99070,62911,40141,115870,74403,Gaston
7161,8313,13157,56466,36148,15481,63626,39832,Craven
397,524,11888,33564,21279,13464,37536,23548,Franklin
1173,1537,34969,85650,49508,39364,97206,56305,Iredell
119,169,4587,16482,11776,5139,18835,13527,Yadkin
298,400,4405,22524,17821,5222,26178,20556,Beaufort
925,1348,16211,47884,30748,19206,56297,35743,Harnett
108,145,1627,8448,6713,1791,9304,7368,Polk
17,23,4965,22705,17723,5609,27181,21549,Dare
1937,3172,64591,199234,132706,71346,241021,166503,Forsyth
47610,57305,23846,104055,32599,28488,124579,38786,Onslow
51,71,960,4443,3432,1179,4966,3716,Jones
563,773,16267,47738,30908,18369,55036,35894,Nash
2605,3815,2990,19832,14237,3513,24651,17323,Jackson
228,284,6958,22711,15525,8091,26625,18250,Duplin
26,34,1077,5192,4089,1334,6688,5320,Alleghany
35381,29477,84417,178617,58819,93594,206279,83208,Missing
1439,2121,41161,106879,64279,45372,120808,73315,Cabarrus
92,133,2303,14716,12321,2770,16556,13653,Alexander
961,885,695,4845,3189,823,5415,3707,Camden
351,507,2562,21039,18126,3242,24509,20760,Mcdowell
317,427,7151,28138,20670,8372,33835,25036,Sampson
285,420,8451,27192,18456,9906,31459,21133,Lenoir
426,645,4967,25364,19971,5598,29135,22892,Rutherford
144,184,2356,10835,8335,2876,12178,9118,Montgomery
162,249,6484,18668,12022,7476,21987,14262,Stokes
278,356,5618,21360,15464,6745,25095,17994,Columbus
355,501,10450,37642,26837,12854,43384,30029,Wilson
241,382,13912,38404,24251,16432,43633,26819,Lincoln
1255,1840,44022,128443,83166,49264,150789,99685,New hanover
251,352,6673,21121,14197,7602,24681,16727,Davie
83,123,1207,8247,6957,1436,9265,7706,Northampton
262,371,4107,24266,19897,4968,27481,22142,Halifax
664,898,12159,49809,36986,14600,57853,42355,Robeson
780,1155,5210,16529,10539,6375,19974,12444,Hoke
130,173,836,8177,7211,1016,9336,8147,Yancey
431,644,9871,30614,20312,11198,34909,23067,Lee
3823,5711,40190,150400,106387,43624,175612,126277,Buncombe
,,142,2974,2832,168,3349,3181,Hyde
295,404,5642,21287,15350,6756,25046,17886,Edgecombe
224,292,2793,14653,11636,3298,19184,15594,Transylvania
272,383,11848,38174,26054,13418,42228,28427,Chatham
4503,6143,51903,200227,143821,56548,231243,168552,Durham
,,130,1731,1601,171,2004,1833,Tyrrell
692,924,13954,51724,37078,16028,57899,40947,Moore
565,746,18553,56064,36946,21393,63703,41564,Randolph
2891,3514,18187,56596,35518,20883,64122,39725,Rowan
99,124,2804,12078,9175,3261,15044,11659,Ashe
979,1436,12075,57868,44814,14290,69878,54152,Henderson
302,404,6185,23027,16540,7214,26333,18715,Vance
574,915,46027,118818,72217,50496,133648,82237,Union
38,56,1501,5300,3761,1764,6195,4375,Washington
949,1273,21582,71593,49062,24909,82987,56805,Davidson
4368,4785,8966,34464,21130,10240,38537,23512,Granville
66,123,3915,25262,21281,4604,33028,28301,Watauga
316,519,12688,44275,31271,14927,50408,34962,Cleveland
305,389,706,3575,2564,870,4174,2915,Graham
,13,449,4119,3670,528,4666,4125,Gates
391,603,10929,36298,24978,12626,41009,27780,Carteret
1043,1428,23091,89861,65727,26064,101263,73771,Alamance
4660,7729,224654,618735,389421,248235,718088,462124,Mecklenburg
1505,1844,21254,79953,57194,24086,91010,65080,Brunswick
390,477,6030,25225,18805,6960,28194,20757,Stanly
11,16,893,5486,4582,1108,6466,5342,Perquimans
136,222,1185,10014,8693,1331,12557,11004,Madison
14,30,4425,18439,14000,5315,22060,16715,Pasquotank
401,733,26608,77399,50390,30791,86759,55235,Catawba
195,259,8982,29217,20040,10234,33313,22820,Wilkes
184,324,8695,33982,25103,10894,39608,28390,Caldwell
80,101,2302,9493,7111,2714,11360,8545,Greene
338,491,12002,41564,29224,14046,46877,32340,Rockingham
319,479,2414,17204,14471,3021,21737,18237,Macon
,,,85883,85883,,109477,109477,Out o
5869,8674,244684,720841,470288,265862,820178,545642,Wake
117,146,2159,9994,7718,2457,11087,8484,Warren
2239,3513,94707,294409,197463,105466,332793,223814,Guilford
166,218,3553,14733,11014,4331,16862,12313,Bladen
75556,93722,46574,190875,68745,54661,226589,78206,Cumberland
,,1534,6921,5387,1696,8237,6541,Chowan
78,93,946,6647,5623,1207,7394,6094,Pamlico
169,239,3881,15424,11374,4855,17596,12502,Scotland
933,1392,32303,98287,65051,36759,113837,75686,Johnston
56,93,923,4813,3834,1013,5332,4226,Clay
133,183,1947,9770,7690,2390,11643,9070,Martin
424,611,2169,12030,9437,2761,13643,10271,Cherokee
844,1197,23327,100561,76390,24714,115068,89157,Orange
339,498,9241,37673,28093,10935,42878,31445,Burke
227,301,10084,33820,23509,11488,37673,25884,Surry
8098,10747,16010,57400,33292,18941,66991,37303,Wayne
65,99,1321,8054,6668,1548,9653,8006,Avery
1018,1512,25676,82194,55500,29641,98178,67025,Pitt
28,42,1619,9175,7528,1897,10569,8630,Bertie
23,50,2721,10164,7420,3206,11629,8373,Hertford
292,389,4658,20074,15124,5668,22585,16528,Person
71,109,1295,9886,8520,1669,11069,9291,Caswell
