Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26438,67209,29372,6631,4768,Robeson
3936,9435,4509,562,428,Perquimans
55128,154990,62903,20244,16715,Johnston
32578,88946,35471,11658,9239,Randolph
2438,5385,2729,122,96,Hyde
3524,9624,4372,946,782,Alleghany
12409,33897,13986,4205,3297,Duplin
3083,7166,3525,317,241,Gates
19798,53052,22935,5585,4734,Haywood
15607,39527,17073,3850,2997,Stanly
83895,277158,100015,51841,41407,Missing / Out of State
22675,59541,25167,6769,4930,Wilson
1268,2856,1422,90,76,Tyrrell
28656,76141,31056,9379,7050,Wayne
7291,18023,7910,1631,1191,Montgomery
15759,43274,17602,5483,4430,Lenoir
10138,25285,10824,2563,1760,Scotland
57200,147673,63194,15089,12190,Alamance
2677,6499,3120,407,295,Camden
6009,15644,7220,1363,1052,Greene
31009,85848,33648,11799,9392,Rowan
6327,14588,6941,768,552,Northampton
16527,44642,18402,5448,4265,Wilkes
22283,63577,24048,9574,7672,Lincoln
22054,56585,24911,5581,4039,Caldwell
6595,16025,7077,1278,1075,Polk
20914,55930,22296,6940,5780,Surry
12230,30551,15252,1757,1312,Macon
2998,7752,3217,803,734,Clay
10420,26517,11552,2518,2027,Yadkin
28730,84278,32718,12934,9896,Onslow
12329,30246,13515,2594,1808,Richmond
91561,258471,105507,32619,28784,Buncombe
63944,187442,70934,28482,24082,Union
55573,167798,61920,27182,23123,Cabarrus
3045,8564,3503,1133,883,Washington
27052,75014,30827,9822,7313,Harnett
25482,63672,27632,6010,4548,Burke
19160,51018,20929,6043,4886,Granville
54274,156115,61177,22542,18122,Gaston
13237,34756,15116,3670,2733,Edgecombe
18803,49946,25307,3173,2663,Watauga
8257,22853,9555,3018,2023,Hoke
6346,15397,7394,940,717,Bertie
12990,32443,14029,3126,2298,Person
15567,38467,17848,2843,2209,Beaufort
45430,125233,49159,17076,13568,Catawba
12820,31463,15116,1977,1550,Jackson
415217,1220879,472495,175853,157314,Wake
26191,68379,28392,7798,5998,Cleveland
16550,43800,19546,4342,3362,Sampson
13510,33918,15167,3031,2210,Columbus
7367,17032,8073,966,626,Caswell
6035,13744,6689,594,426,Yancey
18158,48461,19765,5904,4634,Lee
6297,16109,7242,1447,1123,Hertford
26142,67762,28610,7389,5621,Rockingham
334548,1006912,386508,155693,130163,Mecklenburg
23367,61737,25175,7266,5929,Carteret
3491,8583,3747,763,582,Swain
5952,14568,6993,905,718,Avery
13718,36604,15126,4361,3399,Vance
16411,38836,17986,2576,1863,Halifax
16373,40388,18340,3140,2535,Rutherford
27804,78226,31776,10297,8349,Nash
7851,21467,9919,2062,1635,Ashe
10627,30769,12305,4350,3487,Stokes
2183,5214,2422,370,239,Graham
17129,46071,19402,5334,4206,Pender
31449,80164,33458,8491,6766,Craven
181918,492644,200207,60589,49930,Guilford
7550,18284,9220,826,688,Madison
25462,69965,27519,9242,7742,Chatham
49513,137494,59443,15516,13022,Pitt
35466,91411,37818,9738,8389,Moore
115308,335922,139142,44124,37348,Forsyth
44628,134083,47785,22639,19031,Iredell
10121,27904,13446,2349,1988,Transylvania
6750,16797,7832,1276,939,Martin
6866,16904,7363,1460,1215,Warren
2936,7137,3150,614,437,Jones
12431,35242,14449,4558,3804,Davie
62019,176417,67204,27267,19927,Cumberland
14621,34006,16248,1820,1317,Mcdowell
7967,19204,8580,1523,1134,Cherokee
4490,11817,5539,946,842,Chowan
67184,180301,77579,18432,17106,Orange
10849,25212,11914,1381,1068,Alexander
125665,338508,143465,37205,32173,Durham
37371,99878,44285,9930,8292,Henderson
11634,30166,13722,2751,2059,Pasquotank
5099,11694,5520,639,436,Pamlico
4377,10430,5090,610,353,Mitchell
7561,18574,8741,1297,975,Currituck
53241,140933,59428,15181,13083,Brunswick
40993,112280,45800,14121,11366,Davidson
19014,53961,20713,7798,6436,Franklin
16452,42322,19632,3369,2869,Dare
8886,22217,9865,2086,1380,Bladen
76223,221900,88756,30612,26309,New Hanover
6718,16181,7320,1220,923,Anson
