Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
27402,71832,30684,8042,5704,Robeson
4037,9738,4596,643,462,Perquimans
56438,163787,64521,23578,19250,Johnston
33017,93603,36113,13568,10905,Randolph
2485,5508,2790,129,104,Hyde
3584,9838,4433,1006,815,Alleghany
12762,35944,14461,4871,3850,Duplin
3156,7416,3632,354,274,Gates
20086,54776,23437,6128,5125,Haywood
15953,41306,17512,4420,3421,Stanly
83267,298827,103081,61433,51046,Missing / Out of State
23236,62591,25729,7892,5734,Wilson
1299,2972,1487,105,81,Tyrrell
29170,79943,31695,10918,8160,Wayne
7385,18555,8027,1813,1330,Montgomery
16032,45061,17951,6173,4905,Lenoir
10258,26254,11026,2938,2032,Scotland
58283,154085,64561,17244,13997,Alamance
2740,6736,3188,480,328,Camden
6144,16248,7350,1572,1182,Greene
31605,90708,34522,13713,10868,Rowan
6436,15055,7050,904,665,Northampton
16856,46912,18847,6284,4925,Wilkes
22476,66163,24334,10735,8618,Lincoln
22436,58734,25349,6380,4569,Caldwell
6645,16380,7161,1405,1169,Polk
21207,58057,22757,7727,6366,Surry
12369,31404,15573,1972,1490,Macon
3037,7899,3278,833,751,Clay
10564,27857,11835,3053,2405,Yadkin
29489,90247,33756,15370,11632,Onslow
12553,31652,13934,3047,2118,Richmond
92977,268039,107857,35501,31704,Buncombe
64994,199807,72279,33602,28932,Union
56626,177782,63558,31043,26555,Cabarrus
3121,8952,3575,1263,993,Washington
27705,79463,31522,11520,8716,Harnett
25835,65884,28133,6775,5141,Burke
19451,53289,21277,6973,5588,Granville
55270,164843,62458,26017,21098,Gaston
13571,36628,15526,4308,3223,Edgecombe
19073,50925,25598,3395,2859,Watauga
8623,24765,9856,3710,2576,Hoke
6492,15955,7571,1067,825,Bertie
13261,33828,14283,3608,2676,Person
15871,39899,18268,3253,2507,Beaufort
46269,131579,49935,19609,15766,Catawba
12926,32265,15289,2261,1789,Jackson
424062,1280051,480437,198717,176835,Wake
26571,71320,28932,8966,6851,Cleveland
17060,46439,20305,5159,3915,Sampson
13787,35585,15600,3638,2560,Columbus
7604,17649,8241,1076,728,Caswell
6125,14238,6852,723,538,Yancey
18475,51061,20112,7024,5450,Lee
6443,16941,7408,1754,1336,Hertford
26532,70508,29034,8460,6482,Rockingham
343873,1072784,397162,178594,153155,Mecklenburg
23606,63741,25473,8142,6520,Carteret
3521,8901,3860,851,669,Swain
6065,15060,7186,1007,802,Avery
14138,38494,15577,4907,3872,Vance
16724,40328,18444,3004,2156,Halifax
16655,41906,18738,3629,2884,Rutherford
28342,82716,32436,12091,9847,Nash
7947,22106,10048,2254,1857,Ashe
10758,32048,12475,4931,3884,Stokes
2223,5489,2496,484,286,Graham
17360,48061,19787,6138,4776,Pender
32033,83262,34261,9497,7471,Craven
184488,516636,203234,70468,58446,Guilford
7636,18724,9437,893,758,Madison
25818,72082,27844,10076,8344,Chatham
50367,143965,60437,18188,14973,Pitt
35534,93300,37865,10833,9068,Moore
117069,352283,142095,50495,42624,Forsyth
45075,141549,48355,25945,22174,Iredell
10272,28676,13733,2537,2134,Transylvania
6892,17578,8149,1475,1062,Martin
6989,17487,7494,1659,1345,Warren
3012,7435,3222,693,508,Jones
12614,36677,14725,5145,4193,Davie
63173,189967,68868,33077,24849,Cumberland
14850,35024,16737,2002,1435,Mcdowell
8073,19631,8728,1636,1194,Cherokee
4587,12227,5638,1089,913,Chowan
67996,185288,78760,19994,18538,Orange
11085,26064,12181,1588,1210,Alexander
127970,352929,146366,41998,36595,Durham
38093,103464,45452,10860,9059,Henderson
11934,31440,14041,3156,2309,Pasquotank
5176,12024,5646,714,488,Pamlico
4455,10791,5213,685,438,Mitchell
7652,19001,8861,1427,1061,Currituck
53832,145214,60394,16657,14331,Brunswick
41764,117912,46897,16294,12957,Davidson
19327,56684,21081,8909,7367,Franklin
16564,43447,19825,3835,3223,Dare
9096,23576,10300,2507,1673,Bladen
76967,230800,89949,34257,29627,New Hanover
6856,17010,7499,1526,1129,Anson
