second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,48,1726,10461,8707,2146,12480,10286,Currituck
99,131,2471,10609,8039,2860,11919,8928,Anson
2444,3660,1051,7333,3838,1262,9122,4200,Swain
356,521,8635,28090,19099,10359,33113,22233,Pender
75,115,890,6241,5276,1198,7571,6258,Mitchell
214,329,4248,19385,14923,5265,22652,17058,Richmond
922,1350,7173,31054,22959,8426,36913,27137,Haywood
855,1339,36087,100304,63362,41113,117442,74990,Gaston
7258,8472,13440,57230,36532,15807,64532,40253,Craven
397,530,12133,34012,21482,13795,38080,23755,Franklin
1176,1544,35847,86973,49950,40436,98670,56690,Iredell
119,171,4708,16674,11847,5292,19064,13601,Yadkin
299,404,4482,22763,17982,5349,26452,20699,Beaufort
932,1391,16667,48095,30496,19749,56642,35502,Harnett
108,146,1638,8439,6693,1821,9282,7315,Polk
17,23,5105,22944,17822,5776,27477,21678,Dare
1949,3243,65941,201977,134087,73215,244624,168166,Forsyth
47953,57713,24564,105429,32912,29359,126246,39174,Onslow
51,75,974,4492,3467,1208,5046,3763,Jones
567,778,16701,48274,31006,18944,55792,36070,Nash
2650,3857,3051,20064,14363,3572,24835,17406,Jackson
228,289,7139,23135,15768,8290,27101,18522,Duplin
26,34,1087,5249,4136,1354,6752,5364,Alleghany
35446,29835,86935,189918,67537,96561,221287,94891,Missing
1443,2156,42200,108695,65052,46595,122682,73931,Cabarrus
964,889,716,4892,3212,845,5486,3752,Camden
92,134,2356,14877,12429,2852,16808,13822,Alexander
351,516,2619,21235,18265,3312,24717,20889,Mcdowell
319,433,7317,28489,20853,8600,34301,25268,Sampson
290,427,8687,27623,18646,10188,31929,21314,Lenoir
426,650,5074,25705,20205,5726,29463,23087,Rutherford
144,186,2397,10922,8381,2929,12263,9148,Montgomery
162,253,6622,18892,12108,7634,22258,14371,Stokes
279,360,5775,21464,15410,6961,25279,17958,Columbus
356,510,10810,38278,27112,13296,44187,30381,Wilson
1257,1858,44973,130004,83774,50342,152563,100363,New hanover
242,388,14208,38866,24416,16747,44116,26981,Lincoln
252,357,6831,21433,14350,7766,25025,16902,Davie
83,124,1236,8260,6941,1479,9300,7697,Northampton
263,373,4216,24502,20023,5158,27855,22324,Halifax
672,914,12497,50629,37460,15038,58848,42896,Robeson
785,1186,5368,16805,10652,6608,20407,12613,Hoke
131,175,854,8298,7313,1038,9473,8260,Yancey
435,657,10123,30915,20357,11555,35398,23186,Lee
3835,5739,40732,152289,107722,44212,177268,127317,Buncombe
,,144,3027,2883,173,3386,3213,Hyde
295,405,5792,21409,15322,7005,25284,17874,Edgecombe
224,295,2844,14813,11745,3354,19355,15706,Transylvania
272,384,12020,38169,25877,13663,42306,28259,Chatham
4511,6237,52784,202627,145332,57782,234157,170138,Durham
,,132,1747,1615,174,2032,1858,Tyrrell
695,931,14249,51976,37032,16432,58289,40926,Moore
568,754,18967,56705,37170,22061,64775,41960,Randolph
2896,3553,18647,57180,35637,21510,65046,39983,Rowan
