second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1703,10382,8651,2114,12309,10149,Currituck
99,129,2434,10522,7989,2807,11772,8836,Anson
2408,3618,1039,7267,3820,1247,9048,4183,Swain
354,518,8521,27899,19024,10197,32775,22060,Pender
75,114,874,6195,5246,1192,7531,6225,Mitchell
211,321,4169,19203,14823,5142,22359,16896,Richmond
917,1346,7109,30853,22827,8337,36710,27027,Haywood
850,1329,35590,99496,63056,40419,116341,74593,Gaston
7204,8379,13269,56713,36240,15592,63916,39945,Craven
397,525,11974,33698,21327,13566,37692,23601,Franklin
1175,1538,35240,86037,49622,39756,97744,56450,Iredell
119,170,4636,16546,11791,5188,18920,13562,Yadkin
298,401,4433,22611,17880,5265,26261,20595,Beaufort
926,1353,16390,48069,30753,19394,56482,35735,Harnett
108,145,1631,8434,6695,1799,9292,7348,Polk
17,23,5008,22802,17777,5653,27294,21618,Dare
1937,3206,65044,200067,133086,71902,242039,166931,Forsyth
47755,57487,24091,104561,32715,28784,125160,38889,Onslow
51,72,964,4454,3439,1188,4982,3722,Jones
563,774,16429,47880,30888,18531,55237,35932,Nash
2628,3828,3013,19906,14265,3537,24723,17358,Jackson
228,287,7024,22790,15538,8184,26740,18269,Duplin
26,34,1077,5211,4108,1339,6711,5338,Alleghany
35439,29824,85154,182951,62358,94470,212282,87988,Missing
1440,2131,41444,107422,64538,45778,121453,73544,Cabarrus
92,134,2322,14756,12342,2802,16611,13675,Alexander
963,887,707,4867,3197,829,5441,3725,Camden
351,508,2588,21099,18160,3270,24588,20810,Mcdowell
317,429,7216,28237,20704,8439,33932,25064,Sampson
286,420,8534,27326,18506,10016,31606,21170,Lenoir
426,647,5004,25474,20044,5646,29238,22945,Rutherford
144,186,2367,10864,8353,2896,12206,9124,Montgomery
162,249,6532,18758,12064,7540,22092,14303,Stokes
278,359,5668,21354,15408,6804,25114,17951,Columbus
355,501,10590,37885,26940,12975,43618,30142,Wilson
1257,1846,44297,128921,83367,49583,151281,99852,New hanover
241,383,14012,38558,24305,16544,43800,26873,Lincoln
251,355,6728,21213,14234,7661,24800,16784,Davie
83,123,1216,8250,6951,1452,9273,7698,Northampton
262,371,4148,24379,19969,5007,27577,22199,Halifax
666,899,12296,50050,37088,14756,58162,42507,Robeson
782,1156,5277,16633,10574,6450,20101,12495,Hoke
130,173,843,8224,7251,1027,9396,8196,Yancey
431,647,9941,30692,20320,11312,35059,23100,Lee
3823,5714,40377,151071,106871,43813,176315,126788,Buncombe
,,143,2988,2845,172,3361,3189,Hyde
295,404,5697,21327,15335,6823,25099,17872,Edgecombe
224,293,2817,14722,11681,3323,19245,15629,Transylvania
272,383,11877,38118,25969,13465,42199,28351,Chatham
4504,6169,52198,201002,144300,56898,232019,168952,Durham
,,131,1735,1604,171,2009,1838,Tyrrell
692,925,14064,51817,37061,16151,58009,40933,Moore
566,747,18691,56257,37000,21589,63946,41610,Randolph
2892,3524,18337,56757,35528,21081,64346,39741,Rowan
99,125,2817,12136,9220,3274,15074,11675,Ashe
980,1437,12129,58159,45050,14370,70173,54366,Henderson
302,404,6233,23165,16630,7260,26467,18803,Vance
574,915,46471,119730,72685,50969,134445,82561,Union
38,56,1506,5320,3776,1766,6204,4382,Washington
949,1278,21761,71912,49202,25108,83431,57045,Davidson
4368,4786,9025,34562,21169,10314,38683,23583,Granville
66,123,3926,25323,21331,4623,33087,28341,Watauga
316,519,12802,44482,31364,15014,50577,35044,Cleveland
,15,451,4128,3677,530,4676,4131,Gates
305,401,708,3584,2571,873,4189,2915,Graham
391,603,11022,36457,25044,12739,41170,27828,Carteret
1045,1432,23280,90277,65952,26304,101753,74017,Alamance
4665,7745,226283,622739,391791,250137,722653,464771,Mecklenburg
1505,1844,21408,80187,57274,24237,91256,65175,Brunswick
390,477,6083,25358,18885,7024,28371,20870,Stanly
11,17,901,5507,4595,1110,6474,5347,Perquimans
136,223,1185,10037,8716,1331,12565,11011,Madison
14,33,4476,18530,14040,5368,22137,16736,Pasquotank
401,734,26849,77801,50551,30980,87090,55376,Catawba
195,259,9045,29308,20068,10288,33365,22818,Wilkes
184,325,8787,34121,25150,10988,39731,28418,Caldwell
80,101,2317,9525,7128,2739,11415,8575,Greene
338,491,12106,41725,29281,14209,47128,32428,Rockingham
319,479,2432,17245,14494,3037,21789,18273,Macon
,,,87207,87207,,111072,111072,Out o
