second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1684,10288,8576,2081,12253,10126,Currituck
99,129,2387,10397,7911,2764,11660,8767,Anson
2358,3560,1029,7188,3801,1236,8966,4170,Swain
354,518,8342,27736,19040,10023,32578,22037,Pender
75,114,864,6166,5227,1167,7458,6177,Mitchell
211,320,4097,18999,14691,5046,22148,16782,Richmond
917,1340,7048,30868,22903,8264,36508,26904,Haywood
850,1325,34987,98706,62869,39808,115377,74244,Gaston
7134,8284,13011,56062,35917,15303,63250,39663,Craven
397,524,11780,33399,21222,13355,37327,23448,Franklin
1173,1534,34554,85148,49421,38951,96569,56084,Iredell
119,169,4549,16453,11785,5092,18749,13488,Yadkin
298,400,4340,22519,17881,5179,26087,20508,Beaufort
923,1339,15984,47721,30814,18938,55965,35688,Harnett
108,145,1609,8441,6724,1780,9291,7366,Polk
17,23,4905,22791,17869,5545,27046,21478,Dare
1937,3159,64059,198365,132369,70696,239608,165753,Forsyth
47453,57144,23487,103472,32532,28099,123873,38630,Onslow
51,71,945,4415,3419,1167,4939,3701,Jones
563,773,16068,47686,31055,18175,54791,35843,Nash
2565,3794,2964,19792,14263,3481,24556,17281,Jackson
228,284,6872,22544,15444,7988,26372,18100,Duplin
26,34,1067,5189,4096,1319,6655,5302,Alleghany
35236,28618,83458,174250,55556,92625,199614,78371,Missing
1439,2112,40637,106237,64161,44920,119969,72937,Cabarrus
959,881,683,4813,3171,807,5389,3701,Camden
92,133,2286,14699,12321,2751,16455,13571,Alexander
349,507,2532,21040,18159,3207,24434,20720,Mcdowell
317,427,7074,28043,20652,8246,33636,24963,Sampson
285,420,8346,27076,18445,9795,31283,21068,Lenoir
426,645,4916,25286,19944,5560,29014,22809,Rutherford
144,184,2318,10785,8323,2846,12137,9107,Montgomery
162,249,6420,18598,12016,7424,21882,14209,Stokes
355,500,10331,37543,26857,12715,43120,29905,Wilson
278,356,5540,21334,15516,6683,25019,17980,Columbus
1255,1840,43692,128241,83294,48839,150100,99421,New hanover
241,382,13764,38245,24240,16293,43429,26754,Lincoln
