second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,45,1604,10063,8431,1978,12017,9994,Currituck
99,128,2212,9984,7673,2634,11269,8507,Anson
2150,3162,993,6904,3761,1204,8436,4070,Swain
354,510,7931,27282,18997,9505,32004,21989,Pender
75,113,839,6022,5108,1117,7238,6008,Mitchell
211,319,3916,18470,14343,4811,21466,16336,Richmond
911,1311,6892,30094,22291,8040,35405,26054,Haywood
850,1309,33230,95548,61468,37975,111371,72087,Gaston
6737,8068,12325,54124,35062,14535,60986,38383,Craven
396,524,11275,32571,20900,12775,36292,22993,Franklin
1171,1516,32925,82754,48658,36901,93266,54849,Iredell
119,168,4324,16077,11634,4859,18350,13323,Yadkin
298,397,4127,21917,17492,4931,25530,20202,Beaufort
918,1302,14959,46524,30647,17829,54551,35420,Harnett
108,144,1554,8537,6875,1724,9353,7485,Polk
17,23,4614,22126,17495,5217,26361,21121,Dare
1932,3070,60996,191257,128329,67321,230733,160342,Forsyth
45989,56392,21843,99754,31922,26251,120458,37815,Onslow
51,71,895,4320,3374,1105,4806,3630,Jones
563,771,15244,46712,30905,17236,53735,35728,Nash
2359,3365,2849,19208,14000,3331,23590,16894,Jackson
228,284,6553,21856,15075,7583,25358,17491,Duplin
26,34,1033,5050,3991,1263,6459,5162,Alleghany
34331,25057,77992,151228,38905,86798,166070,54215,Missing
1439,2068,38376,102894,63079,42225,115581,71288,Cabarrus
939,872,622,4679,3118,767,5265,3626,Camden
92,132,2163,14386,12131,2619,16090,13339,Alexander
347,498,2412,20556,17797,3066,23905,20341,Mcdowell
317,420,6778,27480,20385,7886,32800,24494,Sampson
285,420,7933,26345,18127,9279,30358,20659,Lenoir
425,642,4691,24725,19609,5345,28254,22267,Rutherford
144,184,2216,10583,8223,2718,11896,8994,Montgomery
162,249,6151,18079,11766,7140,21309,13920,Stokes
354,497,9671,36242,26217,11959,41666,29210,Wilson
278,355,5277,21145,15590,6286,24634,17993,Columbus
241,382,13081,37230,23908,15528,42196,26286,Lincoln
1254,1816,41386,124452,81812,46309,145779,97654,New hanover
251,344,6297,20438,13890,7173,23768,16251,Davie
83,122,1129,8238,7026,1343,9214,7749,Northampton
262,371,3841,23642,19539,4660,26680,21649,Halifax
663,889,11424,47981,35894,13774,55868,41205,Robeson
775,1102,4812,15831,10244,5880,19011,12029,Hoke
130,169,800,7962,7032,987,9060,7904,Yancey
431,641,9301,29722,19990,10593,33772,22538,Lee
3810,5558,38483,144234,101941,41841,167442,120043,Buncombe
,,136,2878,2742,163,3216,3053,Hyde
295,403,5260,20942,15387,6309,24576,17864,Edgecombe
224,291,2707,14255,11324,3086,18358,14981,Transylvania
272,376,11113,37264,25879,12665,41290,28249,Chatham
4501,5984,48790,191440,138149,53560,221309,161765,Durham
,,124,1691,1567,163,1955,1792,Tyrrell
690,913,13110,50876,37076,15091,56750,40746,Moore
565,744,17478,54660,36617,20130,61911,41037,Randolph
2886,3428,17150,55335,35299,19735,62331,39168,Rowan
99,124,2692,11660,8869,3122,14473,11227,Ashe
979,1424,11574,55813,43260,13588,66575,51563,Henderson
302,402,5865,22181,16014,6835,25070,17833,Vance
574,911,42527,113940,70839,46791,127853,80151,Union
38,56,1442,5141,3661,1705,6026,4265,Washington
948,1264,20421,69087,47718,23613,79577,54700,Davidson
4255,4605,8511,33820,21054,9754,37586,23227,Granville
66,123,3824,24419,20529,4464,31961,27374,Watauga
316,518,12045,42818,30457,14252,48531,33761,Cleveland
,12,426,4047,3621,506,4583,4065,Gates
291,371,685,3512,2536,851,4076,2854,Graham
391,599,10243,35430,24796,11913,39937,27425,Carteret
1042,1409,21575,86699,64082,24428,97497,71660,Alamance
4441,7490,211238,593531,377852,234081,687218,445647,Mecklenburg
1503,1837,20259,78434,56672,22819,89088,64432,Brunswick
390,477,5675,24431,18366,6591,27318,20250,Stanly
11,15,841,5367,4515,1051,6308,5242,Perquimans
136,219,1138,9804,8530,1273,12161,10669,Madison
14,29,4075,17678,13589,5016,21237,16192,Pasquotank
401,724,25105,74969,49463,29046,83795,54025,Catawba
195,259,8587,28720,19938,9753,32662,22650,Wilkes
184,322,8145,33024,24695,10193,38376,27861,Caldwell
80,101,2147,9192,6965,2549,10945,8295,Greene
338,490,11242,40494,28914,13200,45553,31863,Rockingham
,,,79384,79384,,100848,100848,Out o
317,469,2327,16892,14248,2850,21058,17739,Macon
5865,8524,229326,686651,451460,249066,781101,523511,Wake
117,146,2061,9803,7625,2333,10782,8303,Warren
2238,3492,87446,283917,194233,97733,319844,218619,Guilford
166,216,3342,14327,10819,4089,16413,12108,Bladen
74235,92357,43128,185134,67771,50756,218956,75843,Cumberland
,,1456,6740,5284,1625,8043,6418,Chowan
78,92,876,6465,5511,1138,7213,5983,Pamlico
169,239,3706,15165,11290,4596,17216,12381,Scotland
