second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1713,10400,8659,2129,12328,10153,Currituck
99,129,2452,10552,8001,2831,11830,8870,Anson
2419,3634,1047,7294,3828,1250,9072,4188,Swain
354,518,8576,27960,19030,10267,32847,22062,Pender
75,114,884,6215,5256,1195,7542,6233,Mitchell
211,323,4199,19266,14856,5180,22455,16952,Richmond
917,1347,7132,30917,22868,8369,36738,27022,Haywood
850,1331,35793,99807,63164,40664,116673,74678,Gaston
7231,8412,13347,56915,36337,15702,64180,40066,Craven
397,526,12054,33813,21362,13672,37857,23659,Franklin
1175,1539,35492,86402,49735,40034,98088,56515,Iredell
119,170,4668,16595,11808,5232,18974,13572,Yadkin
299,401,4460,22653,17894,5312,26316,20603,Beaufort
928,1369,16508,47962,30526,19564,56423,35490,Harnett
108,146,1633,8427,6686,1808,9279,7325,Polk
17,23,5046,22849,17786,5696,27346,21627,Dare
1943,3214,65406,200832,133483,72452,242873,167207,Forsyth
47827,57568,24306,104919,32786,29061,125597,38968,Onslow
51,72,970,4473,3452,1195,4992,3725,Jones
563,775,16537,47990,30890,18735,55467,35957,Nash
2640,3836,3035,19965,14290,3561,24767,17370,Jackson
228,287,7069,22906,15609,8239,26864,18338,Duplin
26,34,1081,5227,4120,1344,6725,5347,Alleghany
35441,29828,85920,186082,64721,95482,216430,91120,Missing
1441,2140,41734,107835,64660,46157,121930,73633,Cabarrus
92,134,2340,14786,12354,2827,16648,13687,Alexander
963,887,712,4873,3198,837,5449,3725,Camden
351,511,2603,21141,18187,3295,24601,20795,Mcdowell
318,430,7267,28321,20736,8521,34058,25107,Sampson
288,423,8593,27421,18540,10101,31729,21205,Lenoir
426,647,5032,25562,20104,5681,29295,22967,Rutherford
144,186,2386,10884,8354,2921,12232,9125,Montgomery
162,250,6581,18829,12086,7580,22152,14322,Stokes
278,359,5724,21421,15419,6867,25172,17946,Columbus
355,504,10683,38012,26974,13072,43769,30193,Wilson
1257,1848,44566,129313,83490,49851,151678,99979,New hanover
241,385,14095,38657,24321,16637,43886,26864,Lincoln
252,355,6768,21298,14278,7714,24902,16833,Davie
83,123,1226,8244,6935,1461,9264,7680,Northampton
262,372,4175,24417,19980,5071,27664,22221,Halifax
669,905,12406,50268,37193,14898,58413,42610,Robeson
782,1165,5309,16672,10581,6534,20210,12511,Hoke
130,174,849,8253,7274,1032,9422,8216,Yancey
432,650,10013,30743,20298,11420,35150,23080,Lee
3829,5726,40507,151507,107171,43949,176440,126765,Buncombe
,,144,3001,2857,172,3368,3196,Hyde
295,405,5739,21345,15311,6897,25140,17838,Edgecombe
224,293,2828,14766,11714,3332,19267,15642,Transylvania
272,383,11935,38122,25915,13550,42230,28297,Chatham
4506,6195,52383,201419,144530,57227,232607,169185,Durham
,,131,1740,1609,171,2020,1849,Tyrrell
692,926,14131,51890,37067,16281,58143,40936,Moore
567,749,18835,56453,37051,21815,64256,41692,Randolph
2893,3531,18465,56887,35529,21230,64615,39854,Rowan
