Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
27280,70901,30373,7706,5542,Robeson
4024,9678,4574,622,458,Perquimans
56265,162083,64170,22810,18838,Johnston
32941,92633,36044,13020,10628,Randolph
2483,5489,2776,128,102,Hyde
3565,9790,4412,1004,809,Alleghany
12716,35583,14388,4710,3769,Duplin
3149,7376,3604,350,273,Gates
20064,54487,23335,6012,5076,Haywood
15915,40924,17401,4273,3335,Stanly
83628,293875,102566,58515,49166,Missing / Out of State
23158,62063,25631,7654,5620,Wilson
1289,2938,1465,105,79,Tyrrell
29104,79355,31589,10629,8033,Wayne
7371,18448,8002,1778,1297,Montgomery
15997,44814,17878,6070,4869,Lenoir
10252,26125,10973,2894,2006,Scotland
58180,152654,64316,16630,13528,Alamance
2727,6684,3168,466,323,Camden
6123,16126,7327,1511,1165,Greene
31554,89750,34385,13238,10573,Rowan
6415,14946,7018,865,648,Northampton
16829,46464,18759,6067,4809,Wilkes
22446,65724,24294,10465,8519,Lincoln
22384,58268,25247,6166,4471,Caldwell
6639,16267,7143,1345,1140,Polk
21172,57651,22651,7524,6304,Surry
12354,31196,15487,1911,1444,Macon
3034,7885,3271,829,751,Clay
10540,27501,11775,2858,2328,Yadkin
29426,89280,33608,14858,11388,Onslow
12522,31385,13849,2939,2075,Richmond
92804,266274,107412,34754,31304,Buncombe
64905,197381,72039,32336,28101,Union
56380,175810,63327,30094,26009,Cabarrus
3108,8885,3550,1245,982,Washington
27642,78667,31405,11137,8483,Harnett
25808,65398,27995,6547,5048,Burke
19427,52761,21204,6696,5434,Granville
55173,163262,62304,25197,20588,Gaston
13524,36286,15411,4190,3161,Edgecombe
19029,50724,25519,3346,2830,Watauga
8591,24398,9803,3538,2466,Hoke
6477,15864,7527,1043,817,Bertie
13220,33574,14229,3506,2619,Person
15807,39580,18158,3158,2457,Beaufort
46174,130305,49821,18940,15370,Catawba
12917,32103,15265,2178,1743,Jackson
422727,1267853,478975,192789,173362,Wake
26538,70762,28821,8674,6729,Cleveland
17013,45990,20168,5004,3805,Sampson
13755,35306,15529,3514,2508,Columbus
7491,17426,8188,1040,707,Caswell
6110,14118,6809,681,518,Yancey
18447,50611,20052,6757,5355,Lee
6432,16794,7365,1688,1309,Hertford
26515,70097,28992,8227,6363,Rockingham
342380,1060724,395212,173274,149858,Mecklenburg
23596,63318,25436,7880,6406,Carteret
3514,8841,3830,838,659,Swain
6058,14988,7174,973,783,Avery
14087,38168,15488,4787,3806,Vance
16677,40041,18307,2927,2130,Halifax
16607,41527,18669,3457,2794,Rutherford
28258,81820,32258,11656,9648,Nash
7930,21989,10026,2206,1827,Ashe
10743,31736,12456,4737,3800,Stokes
2221,5465,2493,475,276,Graham
17338,47616,19712,5903,4663,Pender
31953,82746,34105,9298,7390,Craven
184210,511732,202708,67851,56963,Guilford
7618,18614,9382,861,753,Madison
25778,71721,27797,9891,8255,Chatham
50276,142824,60232,17615,14701,Pitt
35528,93022,37854,10646,8994,Moore
116813,349020,141630,48833,41744,Forsyth
45046,139915,48256,25038,21575,Iredell
10254,28521,13666,2489,2112,Transylvania
6870,17387,8062,1417,1038,Martin
6974,17412,7473,1631,1334,Warren
3006,7393,3211,679,497,Jones
12589,36404,14663,5006,4146,Davie
63063,187337,68609,31703,23962,Cumberland
14825,34826,16627,1961,1413,Mcdowell
8056,19580,8708,1625,1191,Cherokee
4583,12141,5617,1045,896,Chowan
67918,184541,78602,19706,18315,Orange
11044,25918,12164,1531,1179,Alexander
127687,350005,145697,40803,35818,Durham
38015,102777,45252,10597,8913,Henderson
11901,31229,14001,3053,2274,Pasquotank
5171,11958,5626,685,476,Pamlico
4430,10694,5188,655,421,Mitchell
7642,18922,8846,1388,1046,Currituck
53776,144482,60229,16303,14174,Brunswick
41694,116888,46666,15812,12716,Davidson
19285,56168,20995,8647,7241,Franklin
16529,43104,19771,3672,3132,Dare
9054,23324,10211,2436,1623,Bladen
76902,229158,89712,33391,29153,New Hanover
6831,16772,7451,1423,1067,Anson
