Second Dose Administered,First Dose Administered,County
39986,45148,Rockingham
182735,216976,Cumberland
9048,10856,Greene
3994,4552,Gates
14212,16150,Bladen
101852,114453,Cabarrus
8229,9201,Northampton
75983,85047,""
24042,27066,Stanly
93194,108046,Johnston
18221,21313,Richmond
587544,677915,Mecklenburg
24290,31861,Watauga
21886,24705,Vance
36826,41721,Burke
33089,36727,Surry
9603,10768,Caswell
15914,18191,Yadkin
24411,28051,Rutherford
54462,63749,Wayne
27209,31869,Pender
16703,20922,Macon
29457,33393,Lee
41957,47819,Cleveland
9778,11092,Anson
74179,82884,Catawba
47071,55158,Robeson
112791,126328,Union
5017,6391,Alleghany
50621,56344,Moore
32633,37956,Caldwell
96431,118792,Onslow
81930,92444,Iredell
7880,9445,Avery
20281,23619,Mcdowell
14076,18185,Transylvania
85633,96227,Alamance
6626,7980,Chowan
21014,24436,Columbus
2861,3206,Hyde
14982,17052,Scotland
11693,13217,Cherokee
17818,21056,Stokes
19260,21586,Person
682395,769996,Wake
123602,144571,New hanover
21507,25047,Duplin
23323,26359,Halifax
28513,32557,Wilkes
15555,18769,Hoke
9835,11676,Martin
20197,23505,Davie
78421,93522,Pitt
5069,5995,Washington
35520,41054,Wilson
281549,316732,Guilford
189940,217919,Durham
11554,14346,Ashe
36820,41794,Lincoln
8647,9463,Polk
14139,15850,Alexander
93845,109717,Gaston
9683,11183,Hertford
68279,78756,Davidson
45900,53953,Harnett
46202,53307,Nash
37298,41122,Chatham
8852,10286,Bertie
21668,25319,Beaufort
4636,5118,Clay
17295,20937,Pasquotank
32267,35944,Franklin
6414,7161,Pamlico
3489,4059,Graham
27111,32573,Sampson
77497,98129,Out o
1677,1946,Tyrrell
29875,35055,Haywood
5291,6244,Perquimans
20605,24323,Edgecombe
94427,107763,Orange
52976,60240,Craven
4591,5196,Camden
9760,12033,Madison
9942,11824,Currituck
5971,7162,Mitchell
19036,23239,Jackson
54231,61347,Randolph
55284,65606,Henderson
65928,67939,Missing
9692,10703,Warren
77929,88615,Brunswick
189200,228276,Forsyth
54886,61995,Rowan
10491,11783,Montgomery
4270,4777,Jones
143119,164842,Buncombe
34941,39599,Carteret
25958,30060,Lenoir
21925,26221,Dare
6829,8194,Swain
7890,8984,Yancey
33524,37295,Granville
