Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26485,67773,29441,6892,4955,Robeson
3942,9473,4515,581,435,Perquimans
55198,156292,62959,20888,17247,Johnston
32591,89545,35484,11958,9512,Randolph
2449,5405,2736,123,97,Hyde
3533,9673,4377,968,795,Alleghany
12419,34212,14001,4361,3431,Duplin
3087,7188,3528,323,250,Gates
19807,53283,22950,5692,4834,Haywood
15635,39747,17086,3939,3087,Stanly
83524,279139,100155,52977,42483,Missing / Out of State
22687,60013,25190,6999,5137,Wilson
1268,2859,1422,93,76,Tyrrell
28667,76867,31075,9790,7335,Wayne
7293,18090,7910,1669,1218,Montgomery
15783,43611,17611,5641,4576,Lenoir
10141,25474,10829,2659,1845,Scotland
57277,148548,63232,15482,12557,Alamance
2677,6529,3120,425,307,Camden
6020,15717,7221,1401,1075,Greene
31021,86501,33666,12123,9691,Rowan
6334,14642,6942,793,573,Northampton
16546,45029,18412,5638,4433,Wilkes
22292,64010,24052,9797,7869,Lincoln
22064,56876,24918,5719,4175,Caldwell
6596,16051,7079,1291,1085,Polk
20923,56329,22325,7116,5965,Surry
12235,30669,15254,1823,1357,Macon
3005,7770,3218,807,740,Clay
10426,26724,11559,2615,2124,Yadkin
28766,85263,32732,13416,10349,Onslow
12337,30418,13526,2674,1881,Richmond
91639,259423,105623,32973,29188,Buncombe
64008,189093,70993,29271,24821,Union
55606,169249,61967,27895,23781,Cabarrus
3049,8637,3504,1172,912,Washington
27089,75701,30863,10132,7617,Harnett
25488,63910,27651,6116,4655,Burke
19172,51384,20933,6235,5044,Granville
54311,157603,61203,23289,18800,Gaston
13266,35038,15126,3798,2848,Edgecombe
18870,50109,25317,3215,2707,Watauga
8277,23099,9558,3132,2132,Hoke
6360,15476,7401,970,745,Bertie
12994,32624,14035,3221,2374,Person
15594,38695,17856,2944,2301,Beaufort
45441,126175,49179,17544,14011,Catawba
12828,31593,15116,2040,1609,Jackson
415786,1230104,472751,180404,161163,Wake
26231,68902,28398,8037,6236,Cleveland
16564,44144,19562,4519,3499,Sampson
13508,34161,15205,3163,2285,Columbus
7368,17068,8073,979,648,Caswell
6038,13777,6693,610,436,Yancey
18179,48978,19774,6174,4851,Lee
6300,16245,7248,1523,1174,Hertford
26155,68223,28624,7617,5827,Rockingham
335312,1016197,387117,159723,134045,Mecklenburg
23376,62026,25180,7406,6064,Carteret
3497,8636,3751,784,604,Swain
5958,14612,6997,921,736,Avery
13741,36916,15139,4504,3532,Vance
16419,39018,17990,2667,1942,Halifax
16383,40574,18369,3222,2600,Rutherford
27874,78985,31808,10600,8703,Nash
7865,21564,9923,2100,1676,Ashe
10643,30965,12319,4425,3578,Stokes
2182,5245,2422,398,243,Graham
17141,46325,19408,5469,4307,Pender
31495,80669,33481,8736,6957,Craven
182077,496429,200317,62426,51609,Guilford
7555,18325,9230,828,712,Madison
25509,70304,27531,9419,7845,Chatham
49554,138606,59473,16090,13489,Pitt
35474,91869,37806,9991,8598,Moore
115374,338347,139212,45406,38355,Forsyth
44659,135378,47801,23246,19672,Iredell
10130,27973,13461,2364,2018,Transylvania
6753,16878,7836,1316,973,Martin
6884,17012,7370,1508,1250,Warren
2940,7173,3152,626,455,Jones
12453,35515,14452,4682,3928,Davie
62091,178522,67250,28328,20853,Cumberland
14631,34054,16259,1841,1323,Mcdowell
7989,19278,8587,1551,1151,Cherokee
4492,11865,5541,971,861,Chowan
67205,181022,77586,18810,17421,Orange
10897,25358,11926,1431,1104,Alexander
125790,340392,143541,38139,32922,Durham
37432,100229,44335,10037,8425,Henderson
11642,30338,13724,2837,2135,Pasquotank
5109,11735,5529,653,444,Pamlico
4385,10472,5098,616,373,Mitchell
7567,18618,8745,1314,992,Currituck
53176,141383,59434,15461,13312,Brunswick
41042,113066,45821,14536,11667,Davidson
19028,54388,20717,7999,6644,Franklin
16454,42477,19634,3449,2940,Dare
8886,22410,9892,2192,1440,Bladen
76200,223079,88801,31207,26871,New Hanover
6736,16278,7326,1270,946,Anson
