second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1665,10261,8568,2070,12236,10120,Currituck
99,129,2365,10352,7888,2751,11626,8746,Anson
2252,3500,1022,7059,3785,1234,8898,4164,Swain
354,518,8303,27668,19011,9986,32541,22037,Pender
75,114,862,6142,5205,1157,7437,6166,Mitchell
211,320,4062,18899,14626,5015,22081,16746,Richmond
917,1338,7022,30724,22785,8239,36405,26828,Haywood
850,1325,34682,98083,62551,39643,115035,74067,Gaston
7113,8243,12929,55763,35721,15241,63035,39551,Craven
397,524,11686,33209,21126,13288,37175,23363,Franklin
1173,1530,34242,84587,49172,38711,95960,55719,Iredell
119,169,4505,16384,11760,5066,18702,13467,Yadkin
298,400,4318,22453,17837,5160,26027,20467,Beaufort
923,1338,15826,47490,30741,18815,55809,35656,Harnett
108,145,1599,8446,6739,1778,9312,7389,Polk
17,23,4840,22712,17855,5505,26995,21467,Dare
1935,3146,63559,197114,131620,70376,238763,165241,Forsyth
47353,57003,23275,103008,32380,27893,123454,38558,Onslow
51,71,940,4403,3412,1158,4927,3698,Jones
563,773,15954,47522,31005,18076,54698,35849,Nash
2458,3734,2942,19581,14181,3465,24447,17248,Jackson
228,284,6824,22371,15319,7941,26222,17997,Duplin
26,34,1059,5154,4069,1316,6632,5282,Alleghany
35126,28045,82436,170054,52492,91875,194374,74454,Missing
1439,2107,40164,105402,63799,44608,119474,72759,Cabarrus
92,133,2265,14634,12277,2733,16372,13506,Alexander
955,880,680,4789,3154,807,5381,3694,Camden
349,507,2519,20945,18077,3212,24391,20672,Mcdowell
317,426,7030,27943,20596,8211,33496,24859,Sampson
285,420,8274,26937,18378,9731,31161,21010,Lenoir
426,645,4886,25193,19881,5542,28915,22728,Rutherford
144,184,2311,10758,8303,2836,12101,9081,Montgomery
162,249,6384,18534,11988,7394,21831,14188,Stokes
278,356,5486,21246,15482,6634,24953,17963,Columbus
354,500,10218,37349,26777,12624,42965,29841,Wilson
1255,1840,43305,127374,82814,48582,149670,99248,New hanover
241,382,13637,38004,24126,16213,43275,26680,Lincoln
251,349,6564,20985,14170,7476,24416,16591,Davie
83,123,1186,8265,6996,1408,9282,7751,Northampton
262,371,4027,24122,19833,4877,27264,22016,Halifax
664,896,11960,49316,36692,14367,57279,42016,Robeson
780,1140,5098,16343,10465,6238,19722,12344,Hoke
130,173,828,8123,7165,1011,9274,8090,Yancey
431,644,9720,30409,20258,11007,34587,22936,Lee
3821,5706,39675,148715,105219,43291,173266,124269,Buncombe
,,139,2905,2766,167,3306,3139,Hyde
295,403,5552,21243,15396,6658,24950,17889,Edgecombe
224,292,2761,14582,11597,3236,18985,15457,Transylvania
272,383,11686,37912,25954,13224,42090,28483,Chatham
4503,6089,51227,197825,142095,55897,229314,167328,Durham
,,129,1719,1590,169,1996,1827,Tyrrell
690,922,13701,51528,37137,15804,57686,40960,Moore
565,746,18215,55695,36915,21060,63368,41562,Randolph
2889,3496,17869,56236,35478,20624,63556,39436,Rowan
99,124,2778,12070,9193,3228,14911,11559,Ashe
979,1436,11926,57320,44415,14118,69038,53484,Henderson
302,403,6103,22800,16395,7106,26017,18508,Vance
574,915,44910,117379,71895,49621,132406,81870,Union
38,56,1479,5241,3724,1745,6144,4343,Washington
949,1272,21259,70869,48661,24580,82154,56302,Davidson
4314,4717,8820,34187,21053,10109,38208,23382,Granville
66,123,3899,25390,21425,4575,32910,28212,Watauga
316,519,12510,43806,30980,14773,49960,34668,Cleveland
303,387,695,3556,2558,866,4155,2902,Graham
,13,446,4102,3656,520,4635,4102,Gates
391,603,10752,36076,24933,12473,40781,27705,Carteret
1043,1424,22614,88707,65050,25642,100466,73400,Alamance
4646,7686,220335,610362,385381,244769,710703,458248,Mecklenburg
1505,1844,20972,79595,57118,23728,90504,64932,Brunswick
390,477,5928,24999,18681,6863,27956,20616,Stanly
11,15,881,5452,4560,1095,6418,5308,Perquimans
136,221,1167,10009,8706,1324,12472,10927,Madison
14,30,4340,18186,13832,5235,21809,16544,Pasquotank
401,732,26172,76617,50044,30363,86074,54979,Catawba
195,259,8850,28940,19895,10099,33127,22769,Wilkes
184,324,8551,33758,25023,10725,39339,28290,Caldwell
80,101,2264,9420,7076,2680,11271,8490,Greene
338,490,11764,41271,29169,13822,46476,32164,Rockingham
318,479,2392,17250,14540,2974,21560,18107,Macon
,,,83617,83617,,106739,106739,Out o
5868,8637,239896,709880,464116,262315,811883,540931,Wake
117,146,2135,9932,7680,2426,10974,8402,Warren
2239,3507,92164,290916,196513,103598,329660,222555,Guilford
166,217,3500,14626,10960,4273,16741,12251,Bladen
75261,93275,45510,189295,68524,53614,224469,77580,Cumberland
,,1513,6874,5361,1678,8183,6505,Chowan
78,93,933,6590,5579,1191,7334,6050,Pamlico
169,239,3835,15325,11321,4790,17452,12423,Scotland
933,1387,31640,97176,64603,36200,112712,75125,Johnston
56,93,917,4777,3804,1010,5302,4199,Clay
423,604,2147,11981,9411,2737,13571,10230,Cherokee
133,183,1904,9846,7809,2336,11683,9164,Martin
844,1185,23087,99686,75755,24464,114595,88946,Orange
339,498,9119,37526,28068,10804,42702,31400,Burke
227,301,9937,33720,23556,11341,37751,26109,Surry
8033,10696,15668,56863,33162,18534,66374,37144,Wayne
65,99,1316,8057,6676,1529,9601,7973,Avery
1018,1503,25092,81610,55500,29027,97313,66783,Pitt
28,42,1583,9131,7520,1868,10519,8609,Bertie
23,50,2677,10085,7385,3157,11539,8332,Hertford
292,387,4571,19912,15049,5561,22370,16422,Person
71,109,1284,9858,8503,1648,11026,9269,Caswell
