Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
22777,56725,26451,4515,2982,Robeson
3579,8447,4183,381,304,Perquimans
46901,128668,57670,14140,9957,Johnston
29101,76100,32767,8378,5854,Randolph
2143,4755,2424,107,81,Hyde
3322,8621,3932,783,584,Alleghany
11012,29260,13010,3027,2211,Duplin
2649,6299,3237,240,173,Gates
16642,46074,21154,4738,3540,Haywood
13250,33866,15909,2821,1886,Stanly
69689,224227,91019,38043,25476,Missing / Out of State
19005,49862,22718,4988,3151,Wilson
1124,2525,1261,79,61,Tyrrell
25097,64541,28855,6257,4332,Wayne
6539,16011,7516,1196,760,Montgomery
14035,37427,16105,4147,3140,Lenoir
9117,22416,10242,1847,1210,Scotland
50041,128105,58120,11260,8684,Alamance
2397,5761,2905,275,184,Camden
5384,13633,6450,1032,767,Greene
26482,71790,30582,8603,6123,Rowan
5793,13370,6642,554,381,Northampton
15328,38943,17140,3916,2559,Wilkes
19451,54010,22840,6952,4767,Lincoln
20021,49929,23385,4003,2520,Caldwell
6182,14945,6708,1120,935,Polk
19357,50351,21222,5565,4207,Surry
11326,28202,14456,1411,1009,Macon
2748,7180,3043,746,643,Clay
9575,23687,10873,1821,1418,Yadkin
26634,70606,30382,8240,5350,Onslow
11205,26857,12658,1855,1139,Richmond
79243,226782,96411,27945,23183,Buncombe
53333,154518,64948,20890,15347,Union
44610,135703,56340,20002,14751,Cabarrus
2735,7530,3242,896,657,Washington
23740,62312,28297,6346,3929,Harnett
23387,56353,25742,4301,2923,Burke
17178,44276,19397,4515,3186,Granville
48423,132083,57893,15264,10503,Gaston
10898,28827,13661,2558,1710,Edgecombe
15383,41907,21748,2628,2148,Watauga
7065,18602,8592,1865,1080,Hoke
5662,13695,6878,660,495,Bertie
11086,27773,13004,2189,1494,Person
14369,34813,16860,2078,1506,Beaufort
40377,107461,45835,12530,8719,Catawba
11563,28519,14292,1521,1143,Jackson
351766,1026449,431853,137106,105724,Wake
23682,59531,26602,5509,3738,Cleveland
14707,37269,17466,3051,2045,Sampson
12454,30547,14216,2304,1573,Columbus
6436,15016,7415,732,433,Caswell
5312,12137,6195,390,240,Yancey
16215,41313,18355,3972,2771,Lee
5676,14384,6902,1019,787,Hertford
23357,58474,26664,5138,3315,Rockingham
265934,812330,345502,116884,84010,Mecklenburg
22160,56149,24379,5529,4081,Carteret
3284,7915,3634,576,421,Swain
5399,12998,6381,699,519,Avery
11794,30563,13680,3072,2017,Vance
14637,34457,16821,1790,1209,Halifax
14511,35321,16725,2305,1780,Rutherford
23472,65423,29553,7233,5165,Nash
7174,19061,9062,1592,1233,Ashe
9389,26510,11469,3243,2409,Stokes
2031,4745,2269,265,180,Graham
15325,40475,18226,4009,2915,Pender
28678,71142,31521,6202,4741,Craven
158995,423209,185520,44868,33826,Guilford
6622,16438,8571,659,586,Madison
22963,63676,26690,7906,6117,Chatham
45245,121568,56070,11218,9035,Pitt
32893,83065,36319,7615,6238,Moore
98715,288506,128792,33895,27104,Forsyth
39449,113180,45358,16582,11791,Iredell
9187,25315,12553,1991,1584,Transylvania
5957,14808,7225,964,662,Martin
5903,14811,6959,1103,846,Warren
2555,6196,2906,428,307,Jones
10889,30624,13517,3494,2724,Davie
55176,146239,62860,17628,10575,Cumberland
13259,30747,15117,1426,945,Mcdowell
7237,17551,8106,1309,899,Cherokee
4122,10695,5233,723,617,Chowan
58264,158710,70646,15960,13840,Orange
9799,22389,10894,994,702,Alexander
107639,293497,131867,30359,23632,Durham
32901,88285,40582,8283,6519,Henderson
10576,26486,12787,1855,1268,Pasquotank
4755,10719,5249,433,282,Pamlico
3806,9150,4678,442,224,Mitchell
6653,16215,8012,926,624,Currituck
50108,130378,57579,12346,10345,Brunswick
35669,95461,41900,10391,7501,Davidson
16400,44893,18958,5622,3913,Franklin
15287,38543,18421,2687,2148,Dare
8140,19570,9119,1461,850,Bladen
70022,197922,83545,24757,19598,New Hanover
5810,14009,6799,819,581,Anson
