second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,45,1586,10019,8405,1969,11964,9950,Currituck
99,128,2174,9911,7638,2601,11183,8454,Anson
2123,3054,981,6865,3761,1190,8312,4068,Swain
354,510,7870,27268,19044,9428,31921,21983,Pender
75,113,833,6002,5094,1103,7191,5975,Mitchell
211,318,3882,18397,14304,4777,21390,16295,Richmond
908,1277,6859,30012,22245,8014,35259,25968,Haywood
850,1307,32922,94810,61038,37653,110473,71513,Gaston
6661,8040,12002,53603,34940,14358,60583,38185,Craven
396,524,11174,32446,20876,12663,36092,22905,Franklin
1170,1508,32712,82465,48583,36592,92823,54723,Iredell
119,168,4289,16028,11620,4811,18261,13282,Yadkin
298,395,4084,21840,17458,4894,25450,20161,Beaufort
915,1299,14741,46233,30577,17639,54201,35263,Harnett
108,144,1551,8539,6880,1713,9336,7479,Polk
17,23,4584,21994,17393,5171,26274,21080,Dare
1931,3038,60601,190552,128020,66760,229287,159489,Forsyth
44911,56149,21438,98186,31837,25938,119709,37622,Onslow
51,71,883,4306,3372,1093,4791,3627,Jones
563,771,15098,46525,30864,17060,53526,35695,Nash
2321,3217,2830,19132,13981,3306,23380,16857,Jackson
228,284,6481,21724,15015,7538,25221,17399,Duplin
26,34,1028,5033,3979,1259,6413,5120,Alleghany
34071,24289,77282,147509,36156,86092,160292,49911,Missing
1439,2048,38115,102537,62983,41886,114849,70915,Cabarrus
92,132,2134,14269,12043,2585,15962,13245,Alexander
931,869,606,4639,3102,759,5233,3605,Camden
344,473,2361,20440,17735,3053,23728,20202,Mcdowell
317,420,6693,27319,20309,7839,32715,24456,Sampson
285,420,7851,26194,18058,9214,30243,20609,Lenoir
424,640,4638,24621,19559,5292,28154,22222,Rutherford
144,184,2197,10560,8219,2689,11859,8986,Montgomery
162,249,6099,17960,11699,7101,21169,13819,Stokes
278,355,5228,21096,15590,6232,24573,17986,Columbus
354,495,9556,36011,26101,11821,41399,29083,Wilson
1254,1816,41138,124095,81703,45898,144951,97237,New hanover
241,382,12982,37096,23873,15382,41971,26207,Lincoln
251,341,6241,20342,13850,7098,23613,16174,Davie
83,122,1116,8234,7035,1330,9209,7757,Northampton
262,371,3791,23524,19471,4607,26552,21574,Halifax
663,889,11313,47699,35723,13668,55552,40995,Robeson
775,1100,4733,15717,10209,5820,18865,11945,Hoke
130,167,795,7945,7020,979,9005,7859,Yancey
431,640,9197,29623,19995,10497,33578,22441,Lee
3807,5145,38358,143817,101652,41577,165546,118824,Buncombe
,,136,2871,2735,163,3212,3049,Hyde
295,403,5175,20792,15322,6231,24478,17844,Edgecombe
224,290,2699,14168,11245,3057,18258,14911,Transylvania
272,375,11052,37334,26010,12520,41086,28191,Chatham
4500,5930,48482,190894,137912,53087,218977,159960,Durham
,,124,1686,1562,162,1952,1790,Tyrrell
689,912,13010,50780,37081,14910,56506,40684,Moore
565,744,17303,54529,36661,19926,61640,40970,Randolph
2882,3410,16978,55132,35272,19575,62125,39140,Rowan
99,124,2672,11612,8841,3086,14400,11190,Ashe
979,1373,11511,55546,43056,13508,65976,51095,Henderson
301,402,5814,22073,15958,6794,24860,17664,Vance
574,910,42243,113572,70755,46282,126919,79727,Union
38,56,1430,5123,3655,1697,6008,4255,Washington
948,1261,20242,68804,47614,23431,79162,54470,Davidson
4219,4569,8428,33744,21097,9671,37452,23212,Granville
66,122,3806,24341,20469,4437,31909,27350,Watauga
316,516,11915,42478,30247,14160,48191,33515,Cleveland
,12,418,4015,3597,501,4569,4056,Gates
289,364,679,3502,2534,850,4068,2854,Graham
391,596,10035,35169,24743,11792,39753,27365,Carteret
1041,1407,21403,86421,63977,24201,96915,71307,Alamance
4419,7413,209894,591322,377009,231949,680991,441629,Mecklenburg
1502,1836,20130,78243,56611,22637,88843,64370,Brunswick
390,476,5624,24306,18292,6549,27203,20178,Stanly
11,15,829,5337,4497,1043,6275,5217,Perquimans
136,204,1158,9802,8508,1268,12086,10614,Madison
14,29,3978,17506,13514,4970,21124,16125,Pasquotank
401,721,24900,74693,49392,28759,83259,53779,Catawba
195,258,8513,28649,19941,9714,32628,22656,Wilkes
184,321,8052,32875,24639,10086,38193,27786,Caldwell
80,101,2115,9146,6951,2527,10902,8274,Greene
338,490,11133,40293,28822,13083,45375,31802,Rockingham
315,462,2316,16822,14191,2842,20988,17684,Macon
,,,78617,78617,,99620,99620,Out o
5861,8500,228159,684883,450863,246789,772983,517694,Wake
117,146,2039,9780,7624,2325,10750,8279,Warren
2237,3491,86756,283007,194014,96662,317928,217775,Guilford
166,216,3320,14288,10802,4045,16334,12073,Bladen
73811,92114,42595,184111,67705,50276,217847,75457,Cumberland
,,1433,6684,5251,1613,8001,6388,Chowan
78,92,866,6451,5507,1121,7194,5981,Pamlico
169,239,3688,15115,11258,4576,17132,12317,Scotland
933,1378,29779,93848,63136,34187,108663,73098,Johnston
56,92,907,4663,3700,997,5144,4055,Clay
133,183,1776,9824,7915,2190,11631,9258,Martin
411,571,2074,11773,9288,2664,13279,10044,Cherokee
843,1151,22278,94887,71766,23504,108189,83534,Orange
337,490,8698,36936,27901,10309,41851,31052,Burke
227,301,9589,33250,23434,10964,36829,25564,Surry
7722,10415,14560,54982,32700,17209,64189,36565,Wayne
65,99,1266,7912,6581,1483,9467,7885,Avery
1016,1452,23583,78839,54240,27068,93913,65393,Pitt
28,42,1476,8924,7420,1758,10330,8530,Bertie
23,50,2492,9772,7257,2982,11247,8215,Hertford
292,381,4344,19443,14807,5268,21728,16079,Person
71,109,1200,9658,8387,1581,10800,9110,Caswell
