Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25380,64240,28559,6021,4280,Robeson
3873,9219,4449,519,378,Perquimans
53882,149621,61909,18831,14999,Johnston
32007,85928,34763,10891,8267,Randolph
2367,5256,2680,116,93,Hyde
3478,9408,4269,916,745,Alleghany
12183,32703,13633,3879,3008,Duplin
2994,6987,3461,303,229,Gates
19511,52065,22661,5405,4488,Haywood
15294,38315,16700,3600,2721,Stanly
81403,264318,97400,48591,36924,Missing / Out of State
22172,57716,24697,6348,4499,Wilson
1191,2743,1393,86,73,Tyrrell
28183,73814,30661,8659,6311,Wayne
7144,17560,7842,1530,1044,Montgomery
15396,41992,17331,5183,4082,Lenoir
10002,24725,10742,2379,1602,Scotland
56176,143555,62170,14156,11053,Alamance
2632,6367,3083,381,271,Camden
5897,15259,7107,1284,971,Greene
30391,82999,32987,11032,8589,Rowan
6246,14322,6864,714,498,Northampton
16302,43316,18131,5117,3766,Wilkes
22033,61924,23845,9051,6995,Lincoln
21786,55226,24575,5218,3647,Caldwell
6530,15810,7018,1231,1031,Polk
20615,54691,22067,6641,5368,Surry
12093,30089,15114,1666,1216,Macon
2963,7652,3179,800,710,Clay
10287,25841,11382,2338,1834,Yadkin
28426,80995,31942,11919,8708,Onslow
12170,29550,13351,2400,1629,Richmond
89728,252645,103696,31596,27625,Buncombe
62449,180590,69679,26823,21639,Union
54415,162026,60690,25643,21278,Cabarrus
2990,8356,3449,1084,833,Washington
26457,72206,30335,8978,6436,Harnett
25109,61956,27097,5635,4115,Burke
18799,49544,20598,5680,4467,Granville
53679,151120,60203,20996,16242,Gaston
12396,33121,14853,3433,2439,Edgecombe
18002,48612,25018,3061,2531,Watauga
8006,21723,9245,2745,1727,Hoke
6230,14969,7253,863,623,Bertie
12842,31679,13838,2877,2122,Person
15352,37592,17582,2668,1990,Beaufort
44935,121892,48597,16028,12332,Catawba
12689,31005,14994,1892,1430,Jackson
406352,1186335,465870,167626,146487,Wake
25827,66473,27999,7266,5381,Cleveland
16138,42100,18930,3995,3037,Sampson
13371,33192,14937,2851,2033,Columbus
7212,16537,7847,912,566,Caswell
5945,13465,6608,549,363,Yancey
17849,47016,19488,5459,4220,Lee
6231,15816,7224,1345,1016,Hertford
25723,65739,28271,6819,4926,Rockingham
325451,969624,377528,147319,119326,Mecklenburg
23127,60549,25000,6933,5489,Carteret
3467,8470,3732,720,551,Swain
5818,14217,6866,861,672,Avery
13274,35160,14749,4069,3068,Vance
16069,37854,17733,2393,1659,Halifax
16117,39153,17789,2944,2303,Rutherford
26580,75098,31304,9599,7615,Nash
7733,20960,9756,1939,1532,Ashe
10470,29893,12147,4126,3150,Stokes
2158,5073,2363,326,226,Graham
16868,44899,19140,5024,3867,Pender
30870,78130,33014,8022,6224,Craven
179169,479484,197813,56930,45572,Guilford
7440,17991,9104,794,653,Madison
25007,68599,27229,8965,7398,Chatham
48839,134137,58815,14507,11976,Pitt
35186,90199,37734,9343,7936,Moore
113110,326698,137104,41826,34658,Forsyth
43820,129569,47344,21296,17109,Iredell
9890,27397,13322,2273,1912,Transylvania
6646,16396,7687,1202,861,Martin
6739,16512,7263,1380,1130,Warren
2853,6893,3088,554,398,Jones
12205,34386,14296,4328,3557,Davie
60853,169314,66259,24825,17377,Cumberland
14413,33362,16047,1720,1182,Mcdowell
7864,18913,8494,1467,1088,Cherokee
4396,11496,5406,899,795,Chowan
65886,177149,76783,17947,16533,Orange
10702,24697,11742,1302,951,Alexander
123292,330935,141708,35630,30305,Durham
36650,97663,43574,9561,7878,Henderson
11407,29315,13492,2564,1852,Pasquotank
5048,11443,5403,598,394,Pamlico
4302,10189,5004,572,311,Mitchell
7403,18064,8561,1229,871,Currituck
52829,138938,59082,14579,12448,Brunswick
40250,108928,44996,13292,10390,Davidson
18617,52215,20378,7312,5908,Franklin
16298,41427,19273,3209,2647,Dare
8745,21580,9678,1915,1242,Bladen
75338,217637,87951,29424,24924,New Hanover
6624,15691,7149,1102,816,Anson
