Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25515,64914,28691,6214,4494,Robeson
3882,9280,4461,534,403,Perquimans
54136,151171,62067,19293,15675,Johnston
32206,87088,34980,11214,8688,Randolph
2367,5261,2683,117,94,Hyde
3488,9460,4280,929,763,Alleghany
12268,33108,13714,4000,3126,Duplin
2998,6996,3462,305,231,Gates
19600,52404,22733,5479,4592,Haywood
15343,38681,16788,3695,2855,Stanly
82005,269189,98010,50017,39157,Missing / Out of State
22255,58213,24776,6498,4684,Wilson
1250,2815,1403,87,75,Tyrrell
28282,74466,30744,8871,6569,Wayne
7173,17739,7887,1570,1109,Montgomery
15523,42418,17406,5263,4226,Lenoir
10023,24853,10751,2428,1651,Scotland
56402,144964,62433,14517,11612,Alamance
2638,6390,3084,386,282,Camden
5930,15361,7138,1304,989,Greene
30461,83821,33164,11284,8912,Rowan
6267,14397,6878,727,525,Northampton
16357,43818,18206,5237,4018,Wilkes
22119,62456,23891,9213,7233,Lincoln
21855,55601,24645,5336,3765,Caldwell
6558,15903,7040,1255,1050,Polk
20668,55052,22112,6737,5535,Surry
12114,30213,15138,1695,1266,Macon
2982,7685,3186,801,716,Clay
10334,26097,11438,2410,1915,Yadkin
28487,81970,32047,12253,9183,Onslow
12198,29777,13402,2468,1709,Richmond
90198,254608,104135,32088,28187,Buncombe
62716,183087,70034,27509,22828,Union
54731,163893,60906,26167,22089,Cabarrus
3007,8410,3456,1098,849,Washington
26556,72925,30392,9227,6750,Harnett
25285,62538,27258,5753,4242,Burke
18887,50008,20682,5805,4634,Granville
53763,152756,60371,21597,17025,Gaston
12657,33597,14887,3510,2543,Edgecombe
18285,49141,25166,3105,2585,Watauga
8076,22055,9295,2840,1844,Hoke
6260,15081,7291,878,652,Bertie
12871,31852,13860,2956,2165,Person
15398,37828,17607,2738,2085,Beaufort
45032,123137,48732,16476,12897,Catawba
12752,31180,15035,1919,1474,Jackson
407873,1196953,466981,170561,151538,Wake
25917,67132,28119,7476,5620,Cleveland
16300,42600,19049,4088,3163,Sampson
13406,33373,14951,2898,2118,Columbus
7260,16659,7894,920,585,Caswell
5961,13559,6623,576,399,Yancey
17934,47538,19568,5624,4412,Lee
6227,15923,7252,1378,1066,Hertford
25865,66434,28342,7026,5201,Rockingham
327872,982226,379280,150759,124315,Mecklenburg
23187,60978,25048,7059,5684,Carteret
3470,8497,3737,730,560,Swain
5862,14354,6914,881,697,Avery
13356,35545,14826,4165,3198,Vance
16124,38067,17753,2453,1737,Halifax
16171,39794,18165,3032,2426,Rutherford
26932,76146,31396,9889,7929,Nash
7775,21120,9787,1987,1571,Ashe
10517,30193,12165,4221,3290,Stokes
2164,5095,2366,333,232,Graham
16911,45284,19181,5152,4040,Pender
30923,78613,33095,8186,6409,Craven
179850,484221,198386,58414,47571,Guilford
7469,18090,9128,815,678,Madison
25179,69075,27312,9045,7539,Chatham
48949,135069,58909,14830,12381,Pitt
35254,90600,37808,9438,8100,Moore
113728,329861,137471,42791,35871,Forsyth
44187,131411,47415,21805,18004,Iredell
9920,27518,13345,2301,1952,Transylvania
6656,16467,7716,1214,881,Martin
6757,16608,7282,1415,1154,Warren
2884,6979,3105,574,416,Jones
12272,34656,14333,4393,3658,Davie
61091,171820,66448,25801,18480,Cumberland
14466,33547,16123,1745,1213,Mcdowell
7915,19013,8508,1479,1111,Cherokee
4423,11638,5473,918,824,Chowan
66039,177917,76968,18127,16783,Orange
10711,24812,11770,1339,992,Alexander
123625,332895,141991,36247,31032,Durham
36845,98370,43706,9736,8083,Henderson
11453,29545,13532,2619,1941,Pasquotank
5055,11482,5407,615,405,Pamlico
4326,10272,5014,597,335,Mitchell
7437,18193,8577,1261,918,Currituck
52970,139635,59152,14760,12753,Brunswick
40420,109921,45180,13547,10774,Davidson
18679,52725,20441,7472,6133,Franklin
16308,41625,19286,3285,2746,Dare
8795,21772,9705,1979,1293,Bladen
75510,219021,88124,29837,25550,New Hanover
6628,15876,7214,1163,871,Anson
