Second Doses Administered,First Doses Administered,Total Doses Administered,County
17578,24195,41773,Robeson
3245,4015,7260,Perquimans
32848,51338,84186,Johnston
21608,30364,51972,Randolph
1585,2248,3833,Hyde
2746,3705,6451,Alleghany
8048,11950,19998,Duplin
1923,3014,4937,Gates
11876,18517,30393,Haywood
9858,14416,24274,Stanly
50149,78072,128221,Missing
13816,20486,34302,Wilson
879,1210,2089,Tyrrell
18006,26479,44485,Wayne
4965,6993,11958,Montgomery
10856,14895,25751,Lenoir
6853,9510,16363,Scotland
33947,53120,87067,Alamance
2070,2780,4850,Camden
3880,5950,9830,Greene
18838,26900,45738,Rowan
4473,6183,10656,Northampton
11734,16096,27830,Wilkes
14512,19844,34356,Lincoln
15287,21699,36986,Caldwell
4561,6181,10742,Polk
14611,20290,34901,Surry
8950,13798,22748,Macon
2091,2839,4930,Clay
7148,10205,17353,Yadkin
19616,28056,47672,Onslow
8732,11750,20482,Richmond
53214,85870,139084,Buncombe
38054,53416,91470,Union
30636,45646,76282,Cabarrus
2300,3099,5399,Washington
17932,25746,43678,Harnett
17956,23556,41512,Burke
12242,17063,29305,Granville
36725,50697,87422,Gaston
7525,12593,20118,Edgecombe
11548,20739,32287,Watauga
5375,7865,13240,Hoke
4327,6364,10691,Bertie
7615,11668,19283,Person
11447,16097,27544,Beaufort
29817,41070,70887,Catawba
8970,13324,22294,Jackson
223689,375293,598982,Wake
18549,24432,42981,Cleveland
10678,16003,26681,Sampson
8935,13140,22075,Columbus
4743,6801,11544,Caswell
3866,5543,9409,Yancey
12310,16387,28697,Lee
3829,6400,10229,Hertford
16212,24647,40859,Rockingham
170355,270464,440819,Mecklenburg
17465,23239,40704,Carteret
2674,3469,6143,Swain
3898,6019,9917,Avery
8973,12186,21159,Vance
10944,15737,26681,Halifax
10180,15412,25592,Rutherford
16966,27184,44150,Nash
5527,8534,14061,Ashe
6874,10184,17058,Stokes
1772,2182,3954,Graham
10616,16692,27308,Pender
22127,29969,52096,Craven
113520,169726,283246,Guilford
4498,7783,12281,Madison
17560,24902,42462,Chatham
33451,52983,86434,Pitt
26509,34185,60694,Moore
71797,116770,188567,Forsyth
27213,40469,67682,Iredell
7464,11660,19124,Transylvania
4782,6673,11455,Martin
4339,6324,10663,Warren
1985,2736,4721,Jones
8395,12330,20725,Davie
44991,58247,103238,Cumberland
9120,13826,22946,McDowell
5383,7474,12857,Cherokee
3587,5059,8646,Chowan
41093,65275,106368,Orange
7182,10210,17392,Alexander
75935,117420,193355,Durham
22636,36585,59221,Henderson
9390,12103,21493,Pasquotank
3792,5015,8807,Pamlico
2485,4147,6632,Mitchell
4824,7532,12356,Currituck
38852,54371,93223,Brunswick
26525,37712,64237,Davidson
11722,16744,28466,Franklin
11560,17519,29079,Dare
6372,8455,14827,Bladen
52806,77117,129923,New Hanover
4227,6006,10233,Anson
