Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
23478,58225,26803,4792,3152,Robeson
3684,8685,4276,409,316,Perquimans
48974,133389,58550,14926,10939,Johnston
30047,78408,33204,8844,6313,Randolph
2179,4846,2476,108,83,Hyde
3352,8727,3949,810,616,Alleghany
11341,30034,13155,3164,2374,Duplin
2756,6498,3304,253,185,Gates
18006,48012,21422,4847,3737,Haywood
14120,35271,16124,3000,2027,Stanly
73485,233598,92525,40165,27423,Missing / Out of State
19908,51784,23264,5236,3376,Wilson
1140,2613,1327,82,64,Tyrrell
25984,66625,29365,6694,4582,Wayne
6739,16402,7612,1260,791,Montgomery
14367,38297,16341,4330,3259,Lenoir
9367,22909,10364,1928,1250,Scotland
51693,131639,59049,11782,9115,Alamance
2475,5908,2938,287,208,Camden
5497,13957,6591,1068,801,Greene
27686,74396,31111,9029,6570,Rowan
5920,13588,6681,590,397,Northampton
15491,39715,17351,4143,2730,Wilkes
20518,56116,23045,7336,5217,Lincoln
20473,51018,23598,4225,2722,Caldwell
6269,15117,6766,1144,938,Polk
19661,51111,21313,5719,4418,Surry
11556,28632,14551,1450,1075,Macon
2815,7323,3091,758,659,Clay
9680,24059,10998,1901,1480,Yadkin
26927,72330,30708,8822,5873,Onslow
11441,27404,12778,1972,1213,Richmond
82365,233522,98580,28680,23897,Buncombe
56596,160882,65819,21977,16490,Union
48365,142648,57253,21125,15905,Cabarrus
2787,7690,3281,925,697,Washington
24432,64239,28725,6802,4280,Harnett
24058,57737,26010,4580,3089,Burke
17703,45526,19673,4753,3397,Granville
50216,136327,58331,16349,11431,Gaston
11314,29665,13837,2715,1799,Edgecombe
15787,42547,21834,2705,2221,Watauga
7279,19199,8763,2005,1152,Hoke
5801,13942,6946,682,513,Bertie
11645,28701,13151,2321,1584,Person
14628,35341,17003,2160,1550,Beaufort
42010,110869,46294,13224,9341,Catawba
11964,29255,14514,1578,1199,Jackson
368995,1065357,439181,142958,114223,Wake
24275,60961,26831,5857,3998,Cleveland
15159,38345,17748,3214,2224,Sampson
12690,31115,14388,2398,1639,Columbus
6698,15403,7503,754,448,Caswell
5471,12420,6271,426,252,Yancey
16727,42565,18572,4283,2983,Lee
5845,14695,6953,1091,806,Hertford
23940,60017,26948,5439,3690,Rockingham
286827,850993,351272,122576,90318,Mecklenburg
22433,57112,24517,5791,4371,Carteret
3326,8028,3660,600,442,Swain
5477,13177,6419,728,553,Avery
12313,31684,13912,3265,2194,Vance
14925,35062,16982,1892,1263,Halifax
14908,36208,16995,2425,1880,Rutherford
24418,67521,29851,7702,5550,Nash
7248,19311,9110,1657,1296,Ashe
9748,27279,11621,3398,2512,Stokes
2064,4807,2282,273,188,Graham
15862,41494,18395,4165,3072,Pender
29306,72647,31837,6554,4950,Craven
164374,435602,188666,47002,35560,Guilford
6915,16939,8778,681,565,Madison
23614,64989,26924,8138,6313,Chatham
46092,123914,56575,11818,9429,Pitt
33448,84583,36681,7972,6482,Moore
102547,297210,131101,35395,28167,Forsyth
40651,116641,45712,17479,12799,Iredell
9354,25778,12727,2050,1647,Transylvania
6141,15150,7289,1008,712,Martin
6289,15384,7037,1167,891,Warren
2678,6396,2944,457,317,Jones
11195,31426,13748,3645,2838,Davie
56949,151039,63616,18803,11671,Cumberland
13519,31259,15328,1463,949,Mcdowell
7421,17902,8179,1348,954,Cherokee
4174,10862,5270,759,659,Chowan
60360,163706,72499,16424,14423,Orange
10108,22859,10985,1036,730,Alexander
112027,302763,134439,31396,24901,Durham
34324,90892,41303,8536,6729,Henderson
10769,27087,12933,1969,1416,Pasquotank
4831,10854,5274,458,291,Pamlico
3932,9389,4755,471,231,Mitchell
6972,16761,8139,964,686,Currituck
51096,132591,57947,12791,10757,Brunswick
36946,98441,42547,10879,8069,Davidson
17094,46603,19227,5948,4334,Franklin
15533,39059,18506,2780,2240,Dare
8318,20025,9257,1545,905,Bladen
71731,202777,84645,25654,20747,New Hanover
6189,14547,6869,873,616,Anson
