Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25247,63893,28447,5980,4219,Robeson
3849,9171,4432,516,374,Perquimans
53564,148816,61695,18737,14820,Johnston
31935,85586,34580,10866,8205,Randolph
2346,5216,2661,116,93,Hyde
3473,9375,4255,910,737,Alleghany
12165,32599,13609,3851,2974,Duplin
2985,6968,3456,299,228,Gates
19435,51876,22599,5389,4453,Haywood
15266,38233,16675,3590,2702,Stanly
81063,263164,97009,48451,36641,Missing / Out of State
21988,57394,24630,6316,4460,Wilson
1186,2726,1381,86,73,Tyrrell
28069,73517,30599,8588,6261,Wayne
7125,17521,7832,1528,1036,Montgomery
15359,41811,17249,5150,4053,Lenoir
9952,24601,10700,2362,1587,Scotland
55637,142718,62003,14107,10971,Alamance
2607,6315,3064,378,266,Camden
5883,15160,7042,1275,960,Greene
30240,82618,32891,10984,8503,Rowan
6222,14275,6848,710,495,Northampton
16264,43173,18097,5093,3719,Wilkes
21981,61763,23835,8998,6949,Lincoln
21686,55015,24521,5199,3609,Caldwell
6522,15780,7012,1231,1015,Polk
20528,54486,22026,6626,5306,Surry
11944,29889,15079,1662,1204,Macon
2962,7640,3176,799,703,Clay
10248,25749,11363,2323,1815,Yadkin
28337,80644,31863,11846,8598,Onslow
12101,29394,13300,2388,1605,Richmond
89342,251880,103471,31553,27514,Buncombe
62165,179890,69489,26756,21480,Union
54158,161272,60438,25559,21117,Cabarrus
2970,8302,3436,1076,820,Washington
26275,71746,30217,8929,6325,Harnett
25000,61740,27034,5614,4092,Burke
18738,49362,20546,5653,4425,Granville
53843,151200,60359,20906,16092,Gaston
12282,32883,14776,3409,2416,Edgecombe
17705,48104,24828,3057,2514,Watauga
7950,21580,9197,2733,1700,Hoke
6193,14900,7230,858,619,Bertie
12556,31310,13794,2863,2097,Person
15305,37451,17520,2657,1969,Beaufort
44708,121418,48486,15977,12247,Catawba
12658,30930,14971,1881,1420,Jackson
404518,1181307,464576,167004,145209,Wake
25788,66320,27987,7224,5321,Cleveland
16073,41900,18868,3971,2988,Sampson
13331,33089,14916,2835,2007,Columbus
7143,16419,7811,904,561,Caswell
5904,13412,6597,549,362,Yancey
17818,46748,19378,5412,4140,Lee
6217,15764,7210,1335,1002,Hertford
25675,65516,28173,6786,4882,Rockingham
323766,964757,375899,146801,118291,Mecklenburg
23113,60436,24969,6909,5445,Carteret
3456,8447,3731,715,545,Swain
5775,14162,6858,858,671,Avery
13202,34973,14700,4041,3030,Vance
15970,37663,17681,2375,1637,Halifax
16036,39009,17746,2938,2289,Rutherford
26383,74639,31195,9551,7510,Nash
7709,20766,9597,1936,1524,Ashe
10431,29740,12070,4106,3133,Stokes
2136,5023,2343,322,222,Graham
16815,44759,19107,5004,3833,Pender
30692,77810,32951,7988,6179,Craven
178570,477700,197276,56683,45171,Guilford
7421,17946,9087,789,649,Madison
24912,68367,27165,8945,7345,Chatham
48678,133699,58703,14450,11868,Pitt
34936,89776,37670,9304,7866,Moore
112528,325302,136684,41662,34428,Forsyth
43621,129057,47243,21237,16956,Iredell
9846,27324,13307,2263,1908,Transylvania
6589,16315,7664,1201,861,Martin
6723,16464,7255,1368,1118,Warren
2841,6867,3079,550,397,Jones
12166,34283,14278,4309,3530,Davie
60595,168421,66045,24683,17098,Cumberland
14342,33238,16009,1713,1174,Mcdowell
7854,18871,8476,1463,1078,Cherokee
4380,11449,5388,894,787,Chowan
65650,176569,76524,17915,16480,Orange
10690,24640,11710,1297,943,Alexander
122789,329778,141363,35525,30101,Durham
36505,97366,43468,9547,7846,Henderson
11358,29172,13456,2548,1810,Pasquotank
5014,11381,5375,598,394,Pamlico
4293,10175,4999,572,311,Mitchell
7336,17956,8538,1228,854,Currituck
52654,138520,58955,14533,12378,Brunswick
40102,108481,44896,13231,10252,Davidson
18503,51970,20317,7281,5869,Franklin
16192,41253,19232,3204,2625,Dare
8699,21507,9667,1909,1232,Bladen
75117,217031,87806,29349,24759,New Hanover
6616,15654,7132,1092,814,Anson
