second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,48,1726,10449,8695,2144,12470,10278,Currituck
99,131,2468,10593,8026,2856,11910,8923,Anson
2435,3654,1051,7321,3835,1260,9112,4198,Swain
356,519,8624,28073,19093,10338,33062,22205,Pender
75,115,890,6239,5274,1197,7563,6251,Mitchell
214,329,4235,19354,14905,5246,22601,17026,Richmond
921,1349,7164,31031,22946,8409,36859,27101,Haywood
853,1337,36020,100180,63307,41015,117242,74890,Gaston
7254,8461,13421,57162,36487,15784,64466,40221,Craven
397,529,12128,33993,21468,13761,38031,23741,Franklin
1176,1543,35782,86860,49902,40382,98571,56646,Iredell
119,170,4703,16661,11839,5283,19052,13599,Yadkin
299,404,4480,22739,17960,5345,26413,20664,Beaufort
932,1389,16636,48051,30483,19718,56568,35461,Harnett
108,146,1636,8430,6686,1818,9275,7311,Polk
17,23,5095,22929,17817,5761,27447,21663,Dare
1948,3237,65845,201813,134020,73083,244312,167992,Forsyth
47923,57685,24507,105319,32889,29293,126113,39135,Onslow
51,75,974,4485,3460,1202,5029,3752,Jones
566,778,16672,48217,30979,18899,55721,36044,Nash
2648,3853,3046,20048,14354,3567,24825,17405,Jackson
228,289,7127,23112,15757,8284,27082,18509,Duplin
26,34,1085,5240,4129,1352,6737,5351,Alleghany
35445,29833,86722,189183,67016,96330,220385,94222,Missing
1443,2147,42100,108445,64902,46504,122540,73889,Cabarrus
92,134,2348,14845,12405,2842,16768,13792,Alexander
963,889,716,4889,3210,844,5481,3748,Camden
351,514,2616,21224,18257,3311,24693,20868,Mcdowell
319,432,7309,28463,20835,8587,34257,25238,Sampson
290,427,8673,27571,18608,10169,31891,21295,Lenoir
426,649,5058,25668,20184,5716,29434,23069,Rutherford
144,186,2396,10921,8381,2926,12253,9141,Montgomery
162,252,6613,18882,12107,7628,22246,14366,Stokes
278,360,5761,21467,15428,6932,25264,17972,Columbus
356,508,10786,38238,27096,13254,44114,30352,Wilson
1257,1854,44896,129873,83720,50249,152376,100273,New hanover
241,387,14189,38825,24395,16724,44073,26962,Lincoln
252,356,6824,21407,14331,7751,24997,16890,Davie
83,124,1235,8254,6936,1475,9284,7685,Northampton
263,372,4206,24472,20003,5143,27819,22304,Halifax
672,912,12473,50526,37381,15002,58726,42812,Robeson
785,1184,5362,16790,10643,6601,20370,12585,Hoke
131,174,853,8286,7302,1036,9459,8249,Yancey
435,656,10099,30882,20348,11520,35345,23169,Lee
3835,5737,40691,152137,107611,44159,177090,127194,Buncombe
,,144,3025,2881,173,3386,3213,Hyde
295,405,5783,21380,15302,6984,25227,17838,Edgecombe
224,295,2844,14807,11739,3350,19336,15691,Transylvania
272,384,11999,38165,25894,13630,42291,28277,Chatham
4510,6224,52722,202317,145085,57675,233758,169859,Durham
,,132,1747,1615,173,2030,1857,Tyrrell
694,931,14225,51948,37029,16397,58229,40901,Moore
568,754,18949,56673,37156,22016,64667,41897,Randolph
2895,3551,18620,57128,35613,21466,64988,39971,Rowan
99,126,2840,12226,9287,3295,15138,11717,Ashe
982,1443,12234,58595,45379,14502,70566,54621,Henderson
302,407,6327,23418,16789,7369,26796,19020,Vance
576,920,47256,120692,72860,51909,135636,82807,Union
38,56,1522,5373,3813,1779,6258,4423,Washington
953,1284,22025,72538,49560,25511,84327,57532,Davidson
4371,4798,9128,34718,21219,10454,38910,23658,Granville
66,127,3946,25430,21418,4648,33187,28412,Watauga
317,522,12949,44804,31538,15221,50962,35219,Cleveland
,15,459,4149,3690,545,4717,4157,Gates
306,403,713,3600,2581,880,4197,2914,Graham
391,603,11129,36649,25129,12912,41410,27895,Carteret
1046,1449,23649,90936,66241,26800,102595,74346,Alamance
4686,7802,229224,627910,394000,253633,729058,467623,Mecklenburg
1508,1844,21654,80576,57414,24533,91733,65356,Brunswick
390,480,6151,25540,18999,7124,28576,20972,Stanly
12,19,915,5538,4611,1121,6513,5373,Perquimans
136,225,1198,10093,8759,1337,12596,11034,Madison
15,42,4525,18646,14106,5459,22342,16841,Pasquotank
402,740,27227,78386,50757,31493,87872,55639,Catawba
195,260,9153,29434,20086,10442,33504,22802,Wilkes
184,325,8889,34348,25275,11178,40042,28539,Caldwell
82,101,2341,9581,7158,2796,11550,8653,Greene
338,497,12269,42032,29425,14489,47538,32552,Rockingham
319,483,2456,17353,14578,3054,21822,18285,Macon
,,,88592,88592,,112759,112759,Out o
5880,8790,248956,730896,476060,270871,830384,550723,Wake
117,149,2209,10055,7729,2505,11189,8535,Warren
2256,3558,97138,298081,198687,108612,337425,225255,Guilford
166,221,3619,14892,11107,4432,17074,12421,Bladen
75973,94312,47899,192966,69094,56477,229449,78660,Cumberland
,10,1558,6982,5424,1740,8343,6593,Chowan
78,93,963,6696,5655,1239,7453,6121,Pamlico
169,241,3960,15562,11433,5013,17869,12615,Scotland
938,1404,33015,99714,65761,37726,115659,76529,Johnston
56,93,927,4857,3874,1019,5367,4255,Clay
133,185,1983,9806,7690,2452,11685,9048,Martin
425,613,2192,12130,9513,2797,13727,10317,Cherokee
845,1214,23666,101160,76649,25074,115527,89239,Orange
340,501,9436,37893,28117,11180,43089,31408,Burke
228,308,10259,33847,23360,11680,37721,25733,Surry
8188,10826,16437,58120,33495,19431,67830,37573,Wayne
65,102,1343,8118,6710,1574,9736,8060,Avery
1020,1541,26370,83115,55725,30521,99371,67309,Pitt
28,43,1661,9247,7558,1965,10686,8678,Bertie
23,50,2792,10284,7469,3304,11754,8400,Hertford
292,391,4754,20289,15243,5832,22845,16622,Person
71,110,1331,9972,8570,1701,11158,9347,Caswell
