Second Dose Administered,First Dose Administered,County
39669,44915,Rockingham
181018,215936,Cumberland
8970,10815,Greene
3975,4533,Gates
14125,16092,Bladen
101351,114080,Cabarrus
8217,9193,Northampton
74971,84350,""
23859,26947,Stanly
92559,107635,Johnston
18088,21208,Richmond
584751,676258,Mecklenburg
24159,31817,Watauga
21745,24618,Vance
36609,41618,Burke
32514,36201,Surry
9555,10731,Caswell
15811,18131,Yadkin
24209,27953,Rutherford
53975,63473,Wayne
27108,31838,Pender
16581,20855,Macon
29260,33291,Lee
41543,47556,Cleveland
9679,10971,Anson
73749,82631,Catawba
46552,54841,Robeson
112208,125901,Union
4994,6375,Alleghany
50471,56218,Moore
32426,37806,Caldwell
94775,117955,Onslow
81472,92204,Iredell
7840,9420,Avery
20139,23561,Mcdowell
14035,18139,Transylvania
84992,95744,Alamance
6590,7958,Chowan
20906,24384,Columbus
2859,3202,Hyde
14882,16982,Scotland
11612,13174,Cherokee
17697,20952,Stokes
19015,21477,Person
679734,767656,Wake
123168,144255,New hanover
21384,24948,Duplin
23163,26227,Halifax
28362,32502,Wilkes
15428,18657,Hoke
9792,11637,Martin
20080,23430,Davie
77986,93149,Pitt
5022,5978,Washington
35262,40855,Wilson
280171,315691,Guilford
189202,217287,Durham
11496,14272,Ashe
36590,41628,Lincoln
8625,9450,Polk
13972,15751,Alexander
93024,109038,Gaston
9597,11145,Hertford
67752,78426,Davidson
45520,53733,Harnett
45932,53090,Nash
37318,41198,Chatham
8791,10237,Bertie
21549,25238,Beaufort
4597,5107,Clay
17111,20779,Pasquotank
32080,35813,Franklin
6395,7145,Pamlico
3463,4049,Graham
26950,32489,Sampson
76623,97145,Out o
1659,1942,Tyrrell
29774,34975,Haywood
5250,6216,Perquimans
20467,24218,Edgecombe
93919,107344,Orange
52323,59804,Craven
4550,5170,Camden
9720,12007,Madison
9871,11764,Currituck
5940,7153,Mitchell
18943,23152,Jackson
53843,61119,Randolph
55023,65386,Henderson
63951,65262,Missing
9628,10660,Warren
77652,88416,Brunswick
188158,227605,Forsyth
54494,61781,Rowan
10415,11757,Montgomery
4240,4757,Jones
142656,164389,Buncombe
34779,39455,Carteret
25750,29921,Lenoir
21842,26192,Dare
6781,8137,Swain
7848,8956,Yancey
33406,37165,Granville
