Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26791,68505,29766,6939,5009,Robeson
3980,9551,4547,585,439,Perquimans
55615,157519,63373,21060,17471,Johnston
32715,90118,35670,12089,9644,Randolph
2453,5414,2741,123,97,Hyde
3557,9721,4400,969,795,Alleghany
12471,34436,14103,4393,3469,Duplin
3109,7222,3540,323,250,Gates
19909,53531,23063,5711,4848,Haywood
15741,40031,17190,3976,3124,Stanly
82882,280254,100898,53411,43063,Missing / Out of State
22839,60326,25312,7024,5151,Wilson
1279,2896,1446,94,77,Tyrrell
28819,77307,31228,9857,7403,Wayne
7322,18166,7920,1685,1239,Montgomery
15838,43766,17684,5656,4588,Lenoir
10196,25600,10867,2676,1861,Scotland
57652,149607,63628,15631,12696,Alamance
2692,6557,3130,426,309,Camden
6068,15818,7252,1413,1085,Greene
31202,87078,33851,12210,9815,Rowan
6360,14704,6963,803,578,Northampton
16675,45367,18526,5689,4477,Wilkes
22373,64311,24121,9860,7957,Lincoln
22198,57184,25019,5753,4214,Caldwell
6611,16098,7089,1301,1097,Polk
21048,56600,22415,7138,5999,Surry
12279,30818,15327,1823,1389,Macon
3012,7787,3228,807,740,Clay
10470,26884,11607,2653,2154,Yadkin
28961,85920,32978,13518,10463,Onslow
12413,30586,13589,2689,1895,Richmond
92069,260837,106265,33129,29374,Buncombe
64366,190417,71399,29542,25110,Union
55917,170444,62405,28094,24028,Cabarrus
3065,8669,3517,1173,914,Washington
27361,76375,31036,10231,7747,Harnett
25590,64207,27737,6165,4715,Burke
19270,51641,20997,6282,5092,Granville
54742,158847,61612,23458,19035,Gaston
13377,35344,15250,3825,2892,Edgecombe
18966,50312,25406,3223,2717,Watauga
8367,23371,9630,3184,2190,Hoke
6397,15577,7444,983,753,Bertie
13083,32839,14107,3251,2398,Person
15672,38890,17946,2958,2314,Beaufort
45896,127180,49445,17693,14146,Catawba
12873,31731,15173,2059,1626,Jackson
418931,1237477,475013,181269,162264,Wake
26334,69242,28526,8086,6296,Cleveland
16777,44676,19812,4558,3529,Sampson
13655,34490,15361,3178,2296,Columbus
7430,17205,8130,987,658,Caswell
6076,13895,6749,618,452,Yancey
18290,49238,19866,6199,4883,Lee
6370,16373,7293,1527,1183,Hertford
26308,68633,28759,7676,5890,Rockingham
338070,1024402,390251,160711,135370,Mecklenburg
23443,62237,25238,7450,6106,Carteret
3507,8668,3764,788,609,Swain
5986,14720,7063,928,743,Avery
13848,37178,15234,4539,3557,Vance
16518,39230,18068,2691,1953,Halifax
16468,40812,18460,3256,2628,Rutherford
28048,79465,31975,10665,8777,Nash
7880,21647,9965,2108,1694,Ashe
10673,31089,12358,4452,3606,Stokes
2182,5270,2444,399,245,Graham
17217,46611,19507,5531,4356,Pender
31672,81124,33667,8774,7011,Craven
183005,499121,201104,62884,52128,Guilford
7568,18338,9276,804,690,Madison
25576,70539,27627,9461,7875,Chatham
49867,139426,59734,16214,13611,Pitt
35544,91988,37823,10019,8602,Moore
115878,339905,139692,45651,38684,Forsyth
44824,136142,47936,23460,19922,Iredell
10173,28082,13510,2373,2026,Transylvania
6794,17039,7910,1346,989,Martin
6925,17115,7409,1517,1264,Warren
2963,7216,3165,630,458,Jones
12505,35637,14496,4695,3941,Davie
62403,179753,67555,28591,21204,Cumberland
14713,34307,16398,1866,1330,Mcdowell
8014,19353,8631,1557,1151,Cherokee
4518,11910,5555,973,864,Chowan
67516,182010,78130,18886,17478,Orange
10976,25524,11989,1445,1114,Alexander
126511,342131,144197,38282,33141,Durham
37666,100812,44577,10083,8486,Henderson
11724,30506,13782,2852,2148,Pasquotank
5126,11815,5575,662,452,Pamlico
4399,10531,5130,621,381,Mitchell
7588,18708,8780,1333,1007,Currituck
53409,141954,59654,15512,13379,Brunswick
41301,113785,46059,14648,11777,Davidson
19139,54706,20805,8052,6710,Franklin
16475,42620,19681,3487,2977,Dare
8935,22601,9991,2216,1459,Bladen
76545,224041,89141,31354,27001,New Hanover
6788,16439,7382,1292,977,Anson
