Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25131,63565,28385,5913,4136,Robeson
3843,9148,4429,514,362,Perquimans
53296,147822,61531,18591,14404,Johnston
31899,85262,34551,10794,8018,Randolph
2344,5209,2659,116,90,Hyde
3469,9343,4244,906,724,Alleghany
12123,32432,13592,3816,2901,Duplin
2949,6916,3445,297,225,Gates
19373,51681,22554,5378,4376,Haywood
15082,37957,16646,3579,2650,Stanly
80831,261567,96829,48102,35805,Missing / Out of State
21936,57114,24555,6266,4357,Wilson
1184,2718,1377,86,71,Tyrrell
27997,73188,30534,8522,6135,Wayne
7110,17476,7819,1523,1024,Montgomery
15242,41529,17219,5109,3959,Lenoir
9923,24516,10695,2333,1565,Scotland
55437,142040,61822,14017,10764,Alamance
2602,6299,3060,377,260,Camden
5847,15055,7001,1262,945,Greene
30179,82157,32808,10888,8282,Rowan
6211,14236,6838,702,485,Northampton
16202,42919,18040,5051,3626,Wilkes
21860,61311,23690,8951,6810,Lincoln
21626,54828,24489,5172,3541,Caldwell
6488,15736,7010,1229,1009,Polk
20438,54187,21973,6575,5201,Surry
11938,29864,15065,1655,1206,Macon
2949,7616,3170,798,699,Clay
10242,25659,11348,2300,1769,Yadkin
28271,80148,31833,11724,8320,Onslow
12060,29269,13270,2360,1579,Richmond
89038,250988,103283,31467,27200,Buncombe
61951,178898,69381,26583,20983,Union
53888,160213,60332,25411,20582,Cabarrus
2918,8177,3397,1067,795,Washington
26210,71294,30174,8809,6101,Harnett
24944,61509,26995,5573,3997,Burke
18657,49134,20517,5613,4347,Granville
53720,150430,60249,20754,15707,Gaston
12219,32595,14646,3375,2355,Edgecombe
17665,47854,24659,3043,2487,Watauga
7899,21428,9177,2709,1643,Hoke
6173,14839,7211,845,610,Bertie
12538,31197,13777,2840,2042,Person
15224,37275,17489,2637,1925,Beaufort
44576,120903,48416,15881,12030,Catawba
12627,30841,14947,1870,1397,Jackson
401950,1173814,463646,166018,142200,Wake
25686,65998,27945,7166,5201,Cleveland
15984,41574,18762,3928,2900,Sampson
13286,32939,14858,2821,1974,Columbus
7136,16388,7808,897,547,Caswell
5895,13386,6588,548,355,Yancey
17729,46457,19333,5354,4041,Lee
6212,15716,7203,1324,977,Hertford
25401,65039,28116,6745,4777,Rockingham
322503,959132,375044,145931,115654,Mecklenburg
23086,60259,24951,6865,5357,Carteret
3446,8410,3730,705,529,Swain
5764,14110,6830,851,665,Avery
13146,34797,14650,4022,2979,Vance
15923,37490,17616,2354,1597,Halifax
15976,38865,17719,2923,2247,Rutherford
26237,74085,31067,9465,7316,Nash
7646,20612,9546,1922,1498,Ashe
10412,29571,11985,4086,3088,Stokes
2132,5002,2339,315,216,Graham
16744,44548,19079,4977,3748,Pender
30653,77600,32906,7947,6094,Craven
177614,475077,197054,56240,44169,Guilford
7404,17900,9077,785,634,Madison
24882,68235,27165,8917,7271,Chatham
48358,132848,58569,14316,11605,Pitt
34855,89483,37652,9243,7733,Moore
112099,323757,136461,41375,33822,Forsyth
43611,128384,47123,21111,16539,Iredell
9826,27269,13291,2258,1894,Transylvania
6535,16206,7629,1194,848,Martin
6693,16356,7225,1360,1078,Warren
2836,6849,3076,547,390,Jones
12086,34081,14252,4293,3450,Davie
60453,167425,66010,24421,16541,Cumberland
14321,33177,15987,1714,1155,Mcdowell
7788,18761,8449,1460,1064,Cherokee
4366,11406,5381,887,772,Chowan
65284,175904,76455,17866,16299,Orange
10637,24503,11651,1291,924,Alexander
122199,328284,141134,35321,29630,Durham
36323,96944,43355,9510,7756,Henderson
11304,29020,13422,2531,1763,Pasquotank
4993,11340,5366,596,385,Pamlico
4264,10130,4989,571,306,Mitchell
7293,17874,8521,1222,838,Currituck
52533,138053,58863,14459,12198,Brunswick
39973,107939,44794,13135,10037,Davidson
18338,51517,20223,7234,5722,Franklin
15994,40946,19178,3196,2578,Dare
8669,21429,9654,1894,1212,Bladen
74908,216089,87655,29216,24310,New Hanover
6559,15539,7109,1085,786,Anson
