Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
25873,65805,28948,6369,4615,Robeson
3906,9339,4478,545,410,Perquimans
54532,152690,62351,19690,16117,Johnston
32278,87804,35199,11383,8944,Randolph
2412,5328,2702,118,96,Hyde
3490,9474,4283,933,768,Alleghany
12298,33318,13736,4082,3202,Duplin
3058,7090,3487,310,235,Gates
19662,52628,22812,5504,4650,Haywood
15424,38986,16896,3747,2919,Stanly
82917,272099,98561,50651,39970,Missing / Out of State
22407,58684,24919,6584,4774,Wilson
1260,2829,1406,88,75,Tyrrell
28430,75143,30840,9092,6781,Wayne
7231,17867,7892,1598,1146,Montgomery
15594,42750,17491,5351,4314,Lenoir
10066,25039,10771,2491,1711,Scotland
56619,145782,62658,14693,11812,Alamance
2646,6424,3092,398,288,Camden
5965,15460,7159,1320,1016,Greene
30565,84487,33288,11507,9127,Rowan
6288,14473,6910,738,537,Northampton
16412,44083,18243,5314,4114,Wilkes
22159,62868,23923,9375,7411,Lincoln
21926,56008,24753,5447,3882,Caldwell
6570,15940,7051,1262,1057,Polk
20759,55392,22175,6820,5638,Surry
12162,30333,15183,1706,1282,Macon
2985,7706,3192,803,726,Clay
10369,26250,11464,2465,1952,Yadkin
28613,82797,32138,12533,9513,Onslow
12237,29957,13440,2521,1759,Richmond
90638,255914,104577,32302,28397,Buncombe
63143,184620,70354,27859,23264,Union
54682,165199,61442,26563,22512,Cabarrus
3024,8483,3476,1118,865,Washington
26703,73702,30502,9459,7038,Harnett
25353,63071,27465,5873,4380,Burke
18998,50381,20754,5900,4729,Granville
53928,153903,60550,21970,17455,Gaston
13006,34150,14939,3570,2635,Edgecombe
18653,49640,25218,3143,2626,Watauga
8138,22373,9401,2916,1918,Hoke
6313,15236,7333,909,681,Bertie
12903,32063,13911,3032,2217,Person
15462,38070,17700,2771,2137,Beaufort
45113,123838,48895,16669,13161,Catawba
12766,31281,15065,1944,1506,Jackson
409857,1204321,468446,172349,153669,Wake
26050,67614,28195,7613,5756,Cleveland
16331,42976,19208,4196,3241,Sampson
13452,33547,14991,2948,2156,Columbus
7305,16780,7930,942,603,Caswell
5980,13605,6629,585,411,Yancey
18042,47824,19604,5703,4475,Lee
6277,15973,7209,1401,1086,Hertford
25911,66890,28425,7175,5379,Rockingham
330051,990456,381414,152506,126485,Mecklenburg
23206,61237,25074,7150,5807,Carteret
3481,8542,3741,745,575,Swain
5895,14414,6926,892,701,Avery
13452,35878,14925,4232,3269,Vance
16232,38359,17819,2512,1796,Halifax
16235,39999,18214,3076,2474,Rutherford
27512,77158,31496,10040,8110,Nash
7814,21282,9842,2022,1604,Ashe
10577,30452,12227,4271,3377,Stokes
2174,5154,2394,348,238,Graham
17026,45585,19239,5218,4102,Pender
31115,79203,33222,8309,6557,Craven
180466,487019,198850,59202,48501,Guilford
7505,18146,9154,817,670,Madison
25261,69370,27359,9126,7624,Chatham
49185,136127,59173,15103,12666,Pitt
35367,91007,37833,9566,8241,Moore
114144,331805,137930,43280,36451,Forsyth
44334,132414,47515,22145,18420,Iredell
10045,27741,13400,2328,1968,Transylvania
6699,16615,7748,1250,918,Martin
6781,16691,7299,1431,1180,Warren
2914,7050,3121,594,421,Jones
12322,34860,14374,4449,3715,Davie
61357,173397,66663,26376,19001,Cumberland
14528,33751,16167,1778,1278,Mcdowell
7924,19073,8527,1496,1126,Cherokee
4454,11723,5507,933,829,Chowan
66266,178518,77094,18246,16912,Orange
10793,24972,11804,1345,1030,Alexander
124213,334678,142417,36577,31471,Durham
37000,98857,43888,9803,8166,Henderson
11533,29809,13601,2667,2008,Pasquotank
5069,11535,5425,627,414,Pamlico
4343,10314,5028,600,343,Mitchell
7526,18461,8711,1272,952,Currituck
53068,140120,59233,14928,12891,Brunswick
40559,110749,45336,13804,11050,Davidson
18807,53190,20515,7624,6244,Franklin
16399,42019,19494,3318,2808,Dare
8843,21937,9744,2017,1333,Bladen
75785,220076,88327,30130,25834,New Hanover
6680,15997,7254,1178,885,Anson
