Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26845,68949,29807,7135,5162,Robeson
3983,9567,4550,593,441,Perquimans
55681,158341,63452,21393,17815,Johnston
32758,90422,35714,12189,9761,Randolph
2459,5429,2745,126,99,Hyde
3561,9744,4401,981,801,Alleghany
12485,34632,14110,4470,3567,Duplin
3110,7233,3541,329,253,Gates
19918,53681,23080,5776,4907,Haywood
15809,40197,17211,4024,3153,Stanly
83774,282442,100969,54005,43694,Missing / Out of State
22922,60723,25350,7162,5289,Wilson
1286,2909,1451,95,77,Tyrrell
28851,77812,31244,10092,7625,Wayne
7324,18182,7923,1690,1245,Montgomery
15863,44073,17701,5808,4701,Lenoir
10203,25734,10870,2747,1914,Scotland
57716,150022,63713,15765,12828,Alamance
2708,6596,3144,429,315,Camden
6072,15875,7255,1441,1107,Greene
31226,87493,33873,12416,9978,Rowan
6364,14733,6966,815,588,Northampton
16701,45582,18557,5747,4577,Wilkes
22376,64553,24124,9965,8088,Lincoln
22215,57378,25033,5839,4291,Caldwell
6616,16123,7103,1304,1100,Polk
21062,56804,22455,7204,6083,Surry
12298,30862,15351,1824,1389,Macon
3014,7797,3230,809,744,Clay
10478,26982,11613,2690,2201,Yadkin
29033,86659,33050,13827,10749,Onslow
12425,30750,13601,2765,1959,Richmond
92136,261412,106407,33298,29571,Buncombe
64426,191195,71459,29857,25453,Union
55952,171164,62430,28409,24373,Cabarrus
3086,8755,3529,1198,942,Washington
27408,76841,31102,10399,7932,Harnett
25602,64369,27759,6238,4770,Burke
19295,51853,21017,6366,5175,Granville
54768,159599,61644,23786,19401,Gaston
13393,35546,15275,3915,2963,Edgecombe
18980,50390,25413,3253,2744,Watauga
8405,23572,9650,3255,2262,Hoke
6423,15662,7461,1001,777,Bertie
13097,32954,14113,3299,2445,Person
15692,39041,17968,3015,2366,Beaufort
45926,127630,49482,17898,14324,Catawba
12877,31792,15176,2085,1654,Jackson
419391,1242465,475388,183224,164462,Wake
26339,69544,28547,8216,6442,Cleveland
16801,44900,19828,4660,3611,Sampson
13679,34670,15368,3266,2357,Columbus
7446,17260,8139,1002,673,Caswell
6078,13906,6753,620,455,Yancey
18316,49590,19882,6337,5055,Lee
6375,16459,7301,1571,1212,Hertford
26327,68903,28767,7791,6018,Rockingham
338151,1028833,390616,162700,137366,Mecklenburg
23456,62445,25274,7530,6185,Carteret
3507,8695,3764,801,623,Swain
5986,14746,7068,939,753,Avery
13868,37358,15249,4601,3640,Vance
16533,39392,18085,2763,2011,Halifax
16475,40888,18472,3282,2659,Rutherford
28071,79916,32000,10850,8995,Nash
7888,21689,9969,2124,1708,Ashe
10682,31203,12365,4498,3658,Stokes
2182,5313,2456,423,252,Graham
17231,46759,19524,5595,4409,Pender
31715,81474,33703,8926,7130,Craven
183191,501288,201291,63748,53058,Guilford
7569,18389,9279,823,718,Madison
25626,70757,27635,9548,7948,Chatham
49904,140111,59775,16549,13883,Pitt
35544,92307,37823,10190,8750,Moore
116034,341392,139867,46220,39271,Forsyth
44851,136653,47953,23674,20175,Iredell
10184,28135,13518,2390,2043,Transylvania
6807,17097,7945,1354,991,Martin
6931,17182,7410,1552,1289,Warren
2978,7246,3167,636,465,Jones
12512,35768,14505,4760,3991,Davie
62497,181174,67650,29174,21853,Cumberland
14724,34405,16441,1896,1344,Mcdowell
8015,19386,8632,1574,1165,Cherokee
4524,11944,5559,991,870,Chowan
67564,182369,78178,19035,17592,Orange
10984,25605,12019,1473,1129,Alexander
126701,343266,144310,38701,33554,Durham
37692,100938,44608,10126,8512,Henderson
11745,30630,13796,2895,2194,Pasquotank
5129,11830,5581,665,455,Pamlico
4399,10538,5134,621,384,Mitchell
7588,18720,8780,1338,1014,Currituck
53485,142383,59691,15673,13534,Brunswick
41340,114298,46111,14864,11983,Davidson
19156,54973,20827,8160,6830,Franklin
16487,42710,19688,3518,3017,Dare
8952,22743,10025,2271,1495,Bladen
76577,224794,89212,31701,27304,New Hanover
6789,16480,7384,1311,996,Anson
