Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
27177,70429,30215,7560,5477,Robeson
4021,9670,4573,618,458,Perquimans
56182,161459,64011,22552,18714,Johnston
32891,92414,35989,12951,10583,Randolph
2477,5483,2776,128,102,Hyde
3564,9777,4411,996,806,Alleghany
12630,35303,14311,4641,3721,Duplin
3149,7367,3601,344,273,Gates
20034,54311,23273,5950,5054,Haywood
15888,40762,17330,4222,3322,Stanly
83406,292635,102098,58151,48980,Missing / Out of State
23114,61786,25580,7541,5551,Wilson
1288,2937,1465,105,79,Tyrrell
29062,79020,31548,10490,7920,Wayne
7361,18404,7984,1765,1294,Montgomery
15978,44623,17831,5988,4826,Lenoir
10241,26025,10961,2847,1976,Scotland
58073,152152,64114,16492,13473,Alamance
2724,6673,3167,459,323,Camden
6116,16064,7306,1488,1154,Greene
31490,89305,34263,13060,10492,Rowan
6411,14921,7014,853,643,Northampton
16787,46258,18684,6007,4780,Wilkes
22433,65538,24249,10377,8479,Lincoln
22352,58079,25182,6099,4446,Caldwell
6633,16256,7138,1345,1140,Polk
21161,57480,22623,7427,6269,Surry
12343,31125,15456,1888,1438,Macon
3026,7851,3253,823,749,Clay
10510,27370,11720,2829,2311,Yadkin
29408,88838,33546,14598,11286,Onslow
12516,31286,13827,2891,2052,Richmond
92671,265703,107145,34640,31247,Buncombe
64827,196828,71911,32098,27992,Union
56257,175066,63111,29838,25860,Cabarrus
3107,8857,3550,1230,970,Washington
27615,78426,31355,11031,8425,Harnett
25784,65236,27926,6499,5027,Burke
19410,52619,21153,6645,5411,Granville
55095,162734,62208,24959,20472,Gaston
13490,36126,15378,4131,3127,Edgecombe
19021,50652,25487,3327,2817,Watauga
8524,24204,9743,3489,2448,Hoke
6463,15820,7521,1031,805,Bertie
13211,33471,14201,3460,2599,Person
15781,39467,18142,3114,2430,Beaufort
46091,129865,49691,18793,15290,Catawba
12912,32035,15234,2167,1722,Jackson
422053,1264177,478112,191450,172562,Wake
26491,70469,28740,8561,6677,Cleveland
16958,45683,20056,4902,3767,Sampson
13739,35140,15506,3418,2477,Columbus
7489,17405,8185,1035,696,Caswell
6100,14085,6786,681,518,Yancey
18418,50314,19997,6623,5276,Lee
6425,16740,7353,1664,1298,Hertford
26446,69817,28933,8125,6313,Rockingham
341575,1056926,394267,172013,149071,Mecklenburg
23551,63143,25395,7815,6382,Carteret
3513,8813,3814,830,656,Swain
6019,14887,7123,966,779,Avery
14059,38038,15461,4742,3776,Vance
16658,39913,18273,2875,2107,Halifax
16576,41412,18618,3439,2779,Rutherford
28213,81494,32185,11535,9561,Nash
7919,21943,10013,2192,1819,Ashe
10740,31648,12442,4685,3781,Stokes
2220,5446,2491,468,267,Graham
17325,47477,19663,5854,4635,Pender
31931,82513,34032,9212,7338,Craven
184003,510084,202246,67228,56607,Guilford
7610,18557,9355,847,745,Madison
25762,71529,27756,9804,8207,Chatham
50175,142203,60104,17368,14556,Pitt
35522,92788,37823,10508,8935,Moore
116627,347750,141188,48413,41522,Forsyth
44978,139580,48192,24920,21490,Iredell
10248,28442,13614,2472,2108,Transylvania
6863,17353,8039,1414,1037,Martin
6966,17359,7465,1605,1323,Warren
3000,7366,3203,673,490,Jones
12580,36262,14624,4949,4109,Davie
62926,186447,68429,31331,23761,Cumberland
14804,34734,16588,1940,1402,Mcdowell
8054,19533,8686,1608,1185,Cherokee
4576,12115,5615,1030,894,Chowan
67825,184155,78469,19624,18237,Orange
11022,25793,12084,1522,1165,Alexander
127530,349010,145315,40512,35653,Durham
37930,102429,45037,10560,8902,Henderson
11886,31118,13959,3021,2252,Pasquotank
5170,11945,5615,685,475,Pamlico
4415,10659,5168,655,421,Mitchell
7621,18874,8826,1381,1046,Currituck
53727,144154,60154,16173,14100,Brunswick
41609,116366,46508,15625,12624,Davidson
19268,56005,20969,8568,7200,Franklin
16503,43029,19750,3651,3125,Dare
9036,23198,10172,2398,1592,Bladen
76858,228574,89601,33087,29028,New Hanover
6828,16754,7446,1416,1064,Anson
