Dose 2 Administered - NC Providers,Total Doses Administered,Dose 1 Administered - NC Providers,Dose 1 Administered - Federal,Dose 2 Administered - Federal,County
26902,69111,29853,7168,5188,Robeson
3994,9588,4554,596,444,Perquimans
55810,158600,63527,21423,17840,Johnston
32783,90522,35771,12201,9767,Randolph
2470,5449,2752,126,101,Hyde
3561,9747,4402,981,803,Alleghany
12498,34673,14121,4478,3576,Duplin
3128,7261,3551,329,253,Gates
19957,53770,23113,5789,4911,Haywood
15825,40234,17223,4032,3154,Stanly
83802,282662,101038,54053,43769,Missing / Out of State
22963,60811,25386,7173,5289,Wilson
1286,2912,1451,98,77,Tyrrell
28893,77946,31283,10113,7657,Wayne
7326,18193,7928,1692,1247,Montgomery
15897,44181,17736,5832,4716,Lenoir
10216,25775,10884,2755,1920,Scotland
57756,150120,63745,15779,12840,Alamance
2708,6601,3143,434,316,Camden
6081,15908,7266,1446,1115,Greene
31310,87711,33980,12432,9989,Rowan
6376,14758,6978,815,589,Northampton
16713,45618,18572,5751,4582,Wilkes
22379,64615,24137,9992,8107,Lincoln
22234,57422,25049,5848,4291,Caldwell
6616,16131,7110,1305,1100,Polk
21077,56864,22467,7222,6098,Surry
12302,30916,15368,1838,1408,Macon
3015,7801,3232,810,744,Clay
10480,26994,11615,2692,2207,Yadkin
29089,86859,33108,13877,10785,Onslow
12446,30794,13616,2772,1960,Richmond
92220,261626,106493,33316,29597,Buncombe
64505,191430,71540,29890,25495,Union
56032,171502,62596,28455,24419,Cabarrus
3086,8766,3533,1202,945,Washington
27462,76987,31141,10420,7964,Harnett
25676,64490,27778,6247,4789,Burke
19322,51912,21034,6367,5189,Granville
54811,159775,61698,23818,19448,Gaston
13421,35626,15305,3928,2972,Edgecombe
18990,50406,25417,3253,2746,Watauga
8421,23605,9654,3261,2269,Hoke
6426,15674,7463,1003,782,Bertie
13127,33009,14126,3305,2451,Person
15717,39097,17994,3021,2365,Beaufort
45962,127728,49515,17914,14337,Catawba
12883,31804,15179,2088,1654,Jackson
419768,1243766,475803,183495,164700,Wake
26355,69601,28571,8229,6446,Cleveland
16837,45009,19871,4678,3623,Sampson
13691,34715,15386,3272,2366,Columbus
7446,17259,8139,999,675,Caswell
6087,13916,6754,620,455,Yancey
18349,49698,19903,6372,5074,Lee
6380,16477,7305,1576,1216,Hertford
26348,68979,28806,7799,6026,Rockingham
338952,1030775,391309,162934,137580,Mecklenburg
23458,62468,25281,7538,6191,Carteret
3507,8708,3766,804,631,Swain
5987,14772,7088,943,754,Avery
13892,37429,15276,4607,3654,Vance
16578,39478,18113,2765,2022,Halifax
16492,40933,18495,3287,2659,Rutherford
28107,80047,32034,10890,9016,Nash
7895,21703,9972,2126,1710,Ashe
10695,31226,12374,4502,3655,Stokes
2190,5339,2469,427,253,Graham
17239,46800,19542,5606,4413,Pender
31742,81568,33732,8951,7143,Craven
183296,501737,201419,63854,53168,Guilford
7577,18387,9289,817,704,Madison
25670,70840,27661,9559,7950,Chatham
50028,140397,59853,16593,13923,Pitt
35590,92436,37854,10226,8766,Moore
116089,341687,139972,46294,39332,Forsyth
44869,136742,47975,23702,20196,Iredell
10219,28195,13540,2393,2043,Transylvania
6814,17151,7954,1380,1003,Martin
6932,17196,7417,1557,1290,Warren
2980,7264,3170,640,474,Jones
12525,35816,14526,4769,3996,Davie
62563,181464,67709,29248,21944,Cumberland
14729,34384,16447,1871,1337,Mcdowell
8027,19409,8639,1577,1166,Cherokee
4541,11973,5568,994,870,Chowan
67608,182511,78229,19068,17606,Orange
10986,25604,12020,1471,1127,Alexander
126941,343834,144518,38766,33609,Durham
37743,101067,44673,10132,8519,Henderson
11781,30722,13839,2902,2200,Pasquotank
5146,11856,5588,666,456,Pamlico
4402,10543,5136,621,384,Mitchell
7597,18751,8800,1339,1015,Currituck
53540,142522,59737,15693,13552,Brunswick
41374,114437,46155,14896,12012,Davidson
19177,55048,20849,8171,6851,Franklin
16487,42717,19687,3523,3020,Dare
8959,22789,10044,2291,1495,Bladen
76624,224967,89258,31743,27342,New Hanover
6792,16490,7387,1313,998,Anson
