second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1660,10244,8556,2053,12210,10111,Currituck
99,129,2353,10323,7871,2741,11598,8728,Anson
2210,3457,1019,7014,3785,1233,8850,4160,Swain
354,518,8267,27610,18989,9953,32490,22019,Pender
75,114,861,6133,5197,1152,7410,6144,Mitchell
211,320,4046,18859,14602,4991,22030,16719,Richmond
850,1325,34532,97806,62424,39510,114816,73981,Gaston
917,1335,7011,30668,22740,8228,36355,26792,Haywood
7102,8214,12879,55642,35661,15175,62897,39508,Craven
397,524,11663,33139,21079,13244,37101,23333,Franklin
1173,1528,34054,84292,49065,38538,95717,55651,Iredell
119,168,4492,16325,11714,5046,18674,13460,Yadkin
298,400,4313,22427,17816,5131,25988,20457,Beaufort
923,1334,15710,47317,30684,18689,55666,35643,Harnett
108,145,1594,8417,6715,1774,9302,7383,Polk
17,23,4810,22635,17808,5485,26958,21450,Dare
1935,3139,63236,195765,130594,70116,238315,165060,Forsyth
47293,56939,23151,102758,32314,27731,123182,38512,Onslow
51,71,938,4397,3408,1155,4919,3693,Jones
563,773,15904,47455,30988,18011,54624,35840,Nash
2419,3690,2938,19506,14149,3463,24386,17233,Jackson
228,284,6798,22331,15305,7901,26173,17988,Duplin
26,34,1058,5138,4054,1312,6616,5270,Alleghany
35048,27664,82175,168940,51717,91895,193053,73494,Missing
1439,2102,39986,105090,63665,44493,119271,72676,Cabarrus
92,133,2261,14608,12255,2728,16361,13500,Alexander
954,880,677,4781,3150,802,5372,3690,Camden
348,507,2502,20900,18050,3188,24346,20651,Mcdowell
317,425,7007,27922,20598,8186,33467,24856,Sampson
285,420,8244,26878,18349,9688,31075,20967,Lenoir
426,645,4873,25122,19823,5520,28834,22669,Rutherford
144,184,2298,10739,8297,2827,12087,9076,Montgomery
162,249,6360,18484,11962,7377,21807,14181,Stokes
278,356,5463,21231,15490,6603,24927,17968,Columbus
354,500,10182,37266,26730,12566,42864,29798,Wilson
241,382,13575,37894,24078,16151,43193,26660,Lincoln
1255,1840,43068,126897,82574,48439,149440,99161,New hanover
251,348,6531,20910,14128,7443,24367,16576,Davie
83,123,1182,8254,6989,1404,9273,7746,Northampton
262,371,4012,24068,19794,4859,27208,21978,Halifax
664,896,11911,49171,36596,14309,57144,41939,Robeson
779,1133,5059,16247,10409,6190,19636,12313,Hoke
130,173,822,8106,7154,1009,9254,8072,Yancey
431,643,9691,30338,20216,10994,34553,22916,Lee
3820,5703,39530,148143,104793,43221,172967,124043,Buncombe
,,139,2903,2764,167,3306,3139,Hyde
295,403,5527,21177,15355,6612,24873,17858,Edgecombe
224,292,2754,14544,11566,3219,18960,15449,Transylvania
272,383,11888,38068,25908,13254,42111,28474,Chatham
4503,6077,50995,197238,141740,55746,228962,167139,Durham
,,129,1717,1588,167,1985,1818,Tyrrell
690,920,13649,51477,37138,15747,57621,40954,Moore
565,744,18112,55505,36828,20963,63232,41525,Randolph
2889,3486,17781,56150,35480,20531,63458,39441,Rowan
99,124,2764,11939,9076,3220,14867,11523,Ashe
979,1436,11892,57168,44297,14076,68885,53373,Henderson
302,403,6060,22714,16352,7080,25967,18484,Vance
574,915,44646,116984,71764,49414,132121,81792,Union
38,56,1477,5233,3718,1743,6138,4339,Washington
949,1271,21161,70651,48541,24489,81879,56119,Davidson
4314,4710,8780,34119,21025,10068,38149,23371,Granville
66,123,3894,25296,21336,4559,32867,28185,Watauga
316,519,12465,43717,30936,14726,49840,34595,Cleveland
,13,445,4099,3654,519,4629,4097,Gates
302,380,694,3555,2559,866,4148,2902,Graham
391,603,10657,35959,24911,12411,40704,27690,Carteret
1043,1422,22497,88509,64969,25523,100252,73307,Alamance
4639,7678,219346,608211,384226,243975,709284,457631,Mecklenburg
1505,1844,20898,79421,57018,23628,90371,64899,Brunswick
390,477,5899,24941,18652,6836,27916,20603,Stanly
11,15,880,5445,4554,1094,6414,5305,Perquimans
136,221,1164,9990,8690,1331,12472,10920,Madison
14,29,4323,18147,13810,5216,21762,16517,Pasquotank
195,259,8815,28885,19875,10073,33091,22759,Wilkes
184,324,8511,33678,24983,10661,39234,28249,Caldwell
401,732,26083,76445,49961,30243,85902,54927,Catawba
80,101,2259,9401,7062,2675,11259,8483,Greene
338,490,11680,41163,29145,13755,46386,32141,Rockingham
318,479,2393,17237,14526,2962,21543,18102,Macon
,,,83301,83301,,106338,106338,Out o
5867,8615,238324,706537,462346,261414,810290,540261,Wake
117,146,2125,9907,7665,2415,10955,8394,Warren
2239,3505,91629,290052,196184,103223,329146,222418,Guilford
166,217,3478,14585,10941,4245,16687,12225,Bladen
75218,93190,45264,188778,68296,53311,223799,77298,Cumberland
,,1505,6859,5354,1676,8174,6498,Chowan
78,93,927,6579,5574,1179,7315,6043,Pamlico
169,239,3821,15306,11316,4769,17424,12416,Scotland
933,1386,31438,96784,64413,36034,112402,74982,Johnston
56,93,917,4774,3801,1009,5298,4196,Clay
423,590,2146,11976,9407,2731,13540,10219,Cherokee
133,183,1889,9815,7793,2311,11647,9153,Martin
844,1181,23057,99387,75486,24394,114421,88846,Orange
339,498,9093,37427,27995,10760,42587,31329,Burke
227,301,9918,33617,23472,11309,37589,25979,Surry
7977,10617,15570,56635,33088,18440,66164,37107,Wayne
65,99,1310,8052,6677,1529,9603,7975,Avery
1018,1502,24943,81287,55326,28896,97097,66699,Pitt
28,42,1575,9102,7499,1858,10498,8598,Bertie
23,50,2654,10054,7377,3143,11517,8324,Hertford
292,387,4539,19869,15038,5529,22323,16407,Person
71,109,1272,9832,8489,1638,10988,9241,Caswell
