second_dose_tiberius,first_dose_tiberius,second_dose_federal,Second Dose Administered,second_dose_nc,first_dose_federal,First Dose Administered,first_dose_nc,County
28,46,1690,10314,8596,2085,12254,10123,Currituck
99,129,2398,10422,7925,2774,11672,8769,Anson
2372,3570,1028,7211,3811,1235,8980,4175,Swain
354,518,8393,27824,19077,10071,32650,22061,Pender
75,114,864,6178,5239,1177,7486,6195,Mitchell
211,320,4118,19092,14763,5072,22192,16800,Richmond
917,1340,7067,30937,22953,8284,36589,26965,Haywood
850,1325,35158,98995,62987,39938,115544,74281,Gaston
7138,8286,13067,56277,36072,15375,63401,39740,Craven
397,524,11842,33502,21263,13392,37394,23478,Franklin
1173,1534,34778,85485,49534,39129,96832,56169,Iredell
119,169,4562,16482,11801,5111,18780,13500,Yadkin
298,400,4355,22570,17917,5197,26141,20544,Beaufort
923,1340,16114,47892,30855,19071,56156,35745,Harnett
108,145,1613,8446,6725,1788,9303,7370,Polk
17,23,4930,22841,17894,5570,27095,21502,Dare
1937,3161,64345,199096,132814,70950,240114,166003,Forsyth
47504,57168,23648,103741,32589,28225,124088,38695,Onslow
51,71,951,4432,3430,1170,4956,3715,Jones
563,773,16144,47778,31071,18242,54871,35856,Nash
2589,3800,2978,19875,14308,3492,24594,17302,Jackson
228,284,6912,22670,15530,8024,26530,18222,Duplin
26,34,1069,5212,4117,1326,6668,5308,Alleghany
35260,28797,83834,176013,56919,92835,201770,80138,Missing
1439,2113,40857,106526,64230,45070,120227,73044,Cabarrus
959,881,690,4836,3187,816,5412,3715,Camden
92,133,2286,14729,12351,2755,16488,13600,Alexander
350,507,2544,21081,18187,3220,24462,20735,Mcdowell
317,427,7100,28104,20687,8278,33726,25021,Sampson
285,420,8386,27151,18480,9831,31339,21088,Lenoir
426,645,4946,25350,19978,5568,29057,22844,Rutherford
144,184,2334,10805,8327,2860,12156,9112,Montgomery
162,249,6451,18637,12024,7445,21914,14220,Stokes
278,356,5577,21381,15526,6699,25036,17981,Columbus
355,501,10389,37663,26919,12770,43225,29954,Wilson
241,382,13836,38331,24254,16348,43497,26767,Lincoln
1255,1840,43880,128579,83444,49019,150388,99529,New hanover
251,351,6636,21169,14282,7560,24597,16686,Davie
83,123,1199,8257,6975,1426,9273,7724,Northampton
262,371,4081,24261,19918,4937,27398,22090,Halifax
664,897,12093,49685,36928,14515,57651,42239,Robeson
780,1150,5175,16489,10534,6327,19898,12421,Hoke
130,173,834,8179,7215,1016,9313,8124,Yancey
431,644,9815,30559,20313,11129,34748,22975,Lee
3823,5709,40099,150616,106694,43505,174574,125360,Buncombe
,,141,2978,2837,168,3348,3180,Hyde
295,403,5609,21319,15415,6710,25005,17892,Edgecombe
224,292,2777,14813,11812,3259,19116,15565,Transylvania
272,383,11787,38164,26105,13317,42147,28447,Chatham
4503,6105,51817,200384,144064,56271,230552,168176,Durham
,,129,1730,1601,170,2002,1832,Tyrrell
691,922,13886,51778,37201,15926,57829,40981,Moore
565,746,18447,55954,36942,21252,63506,41508,Randolph
2891,3506,18094,56536,35551,20778,63936,39652,Rowan
99,124,2792,12205,9314,3244,14999,11631,Ashe
979,1436,12037,58064,45048,14208,69525,53881,Henderson
302,403,6164,22968,16502,7164,26215,18648,Vance
574,915,45735,118590,72281,50185,133173,82073,Union
38,56,1496,5293,3759,1757,6178,4365,Washington
949,1273,21467,71438,49022,24775,82705,56657,Davidson
4360,4783,8927,34450,21163,10187,38459,23489,Granville
66,123,3919,25623,21638,4592,32982,28267,Watauga
316,519,12632,44155,31207,14866,50258,34873,Cleveland
,13,447,4114,3667,528,4655,4114,Gates
305,388,707,3579,2567,870,4170,2912,Graham
391,603,10871,36258,24996,12575,40932,27754,Carteret
1043,1427,22921,89690,65726,25903,101005,73675,Alamance
4656,7712,223457,617618,389505,246921,715600,460967,Mecklenburg
1505,1844,21194,79979,57280,23967,90844,65033,Brunswick
390,477,5985,25162,18787,6919,28095,20699,Stanly
11,15,888,5475,4576,1105,6454,5334,Perquimans
136,222,1175,10103,8792,1320,12529,10987,Madison
14,30,4405,18379,13960,5281,21926,16615,Pasquotank
401,732,26470,77266,50395,30631,86522,55159,Catawba
195,259,8936,29197,20066,10186,33263,22818,Wilkes
184,324,8669,34022,25169,10834,39512,28354,Caldwell
80,101,2297,9516,7139,2700,11331,8530,Greene
338,490,11928,41538,29272,13942,46738,32306,Rockingham
,,,85117,85117,,108591,108591,Out o
319,479,2407,17441,14715,2999,21679,18201,Macon
5869,8659,243697,719954,470388,264433,816738,543646,Wake
117,146,2155,9993,7721,2443,11019,8430,Warren
2239,3508,94008,293787,197540,104764,331536,223264,Guilford
166,218,3548,14721,11007,4306,16817,12293,Bladen
75384,93552,46204,190351,68763,54226,225874,78096,Cumberland
,,1527,6916,5389,1692,8211,6519,Chowan
78,93,938,6639,5623,1201,7384,6090,Pamlico
169,239,3871,15398,11358,4823,17513,12451,Scotland
933,1390,32110,98111,65068,36565,113442,75487,Johnston
56,93,922,4814,3836,1011,5318,4214,Clay
133,183,1935,9836,7768,2379,11674,9112,Martin
423,611,2159,12015,9433,2753,13633,10269,Cherokee
844,1188,23299,101288,77145,24604,114910,89118,Orange
339,498,9195,37730,28196,10880,42837,31459,Burke
227,301,10043,33777,23507,11428,37626,25897,Surry
8063,10720,15878,57217,33276,18778,66716,37218,Wayne
65,99,1321,8071,6685,1534,9619,7986,Avery
1018,1508,25509,82411,55884,29399,97848,66941,Pitt
28,42,1603,9174,7543,1886,10562,8634,Bertie
23,50,2708,10160,7429,3184,11606,8372,Hertford
292,388,4623,20031,15116,5624,22488,16476,Person
71,109,1294,9897,8532,1665,11065,9291,Caswell
