Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
951,1008.0,10075.0,Mecklenburg,111871
302,1185.0,11854.0,Rowan,16843
303,1217.0,12170.0,Catawba,19417
85,1168.0,11679.0,Lincoln,10057
152,640.0,6397.0,Brunswick,9136
159,866.0,8665.0,Henderson,10174
257,1011.0,10108.0,Cabarrus,21879
80,846.0,8460.0,Pasquotank,3369
88,624.0,6240.0,Chatham,4647
31,823.0,8226.0,Watauga,4621
221,1030.0,10298.0,Johnston,21558
29,712.0,7122.0,Polk,1476
82,983.0,9831.0,Granville,5942
55,1055.0,10554.0,Anson,2580
426,1181.0,11815.0,Gaston,26527
32,692.0,6919.0,Transylvania,2379
234,1259.0,12588.0,Robeson,16443
151,1140.0,11397.0,Columbus,6326
153,1103.0,11026.0,Burke,9977
245,909.0,9087.0,Wayne,11189
86,1108.0,11083.0,Vance,4936
12,753.0,7532.0,Perquimans,1014
104,1137.0,11370.0,Caldwell,9344
16,558.0,5576.0,Currituck,1548
10,571.0,5712.0,Dare,2114
132,1243.0,12434.0,Stanly,7809
20,908.0,9077.0,Warren,1791
116,1071.0,10712.0,Lenoir,5993
13,637.0,6366.0,Gates,736
112,974.0,9737.0,Wilkes,6661
6,794.0,7943.0,Tyrrell,319
12,701.0,7013.0,Graham,592
0,,,Missing,3
721,786.0,7861.0,Wake,87400
701,880.0,8804.0,Guilford,47293
220,785.0,7846.0,Durham,25223
101,575.0,5748.0,Orange,8534
187,987.0,9871.0,Davidson,16545
315,677.0,6774.0,Buncombe,17693
110,1248.0,12481.0,Sampson,7929
143,860.0,8599.0,Onslow,17020
51,985.0,9854.0,Franklin,6867
227,1045.0,10453.0,Randolph,15018
124,910.0,9095.0,Craven,9290
37,950.0,9497.0,Davie,4069
210,1093.0,10931.0,Rutherford,7327
43,932.0,9315.0,Bertie,1765
93,1222.0,12222.0,Montgomery,3321
63,1140.0,11395.0,McDowell,5214
133,1068.0,10677.0,Duplin,6272
63,888.0,8878.0,Hertford,2102
85,1088.0,10881.0,Scotland,3789
23,1049.0,10493.0,Chowan,1463
93,1038.0,10384.0,Richmond,4655
40,1000.0,10000.0,Martin,2244
70,854.0,8536.0,Person,3371
37,875.0,8751.0,Macon,3138
84,1171.0,11710.0,Alexander,4391
13,877.0,8769.0,Pamlico,1116
16,968.0,9677.0,Mitchell,1448
41,723.0,7231.0,Madison,1573
55,846.0,8462.0,Hoke,4674
303,859.0,8588.0,Cumberland,28815
59,962.0,9619.0,Northampton,1874
18,684.0,6838.0,Clay,768
165,818.0,8177.0,New Hanover,19173
5,942.0,9419.0,Alleghany,1049
173,1183.0,11834.0,Wilson,9680
111,1116.0,11156.0,Halifax,5579
108,836.0,8364.0,Rockingham,7612
78,971.0,9714.0,Lee,6001
44,1105.0,11054.0,Greene,2329
111,1083.0,10831.0,Edgecombe,5575
27,962.0,9618.0,Caswell,2174
27,898.0,8982.0,Jones,846
96,701.0,7014.0,Haywood,4371
161,1143.0,11430.0,Surry,8205
41,780.0,7801.0,Ashe,2122
28,898.0,8977.0,Yancey,1622
20,1210.0,12103.0,Avery,2125
18,853.0,8528.0,Swain,1217
79,894.0,8945.0,Stokes,4078
34,899.0,8986.0,Cherokee,2571
188,881.0,8806.0,Moore,8883
95,978.0,9784.0,Beaufort,4598
171,852.0,8521.0,Harnett,11586
90,1092.0,10923.0,Pitt,19742
54,738.0,7378.0,Carteret,5126
219,1016.0,10163.0,Union,24377
208,1032.0,10321.0,Iredell,18765
224,1170.0,11696.0,Cleveland,11456
375,936.0,9360.0,Forsyth,35783
48,1068.0,10678.0,Yadkin,4022
189,1218.0,12184.0,Nash,11489
277,1069.0,10691.0,Alamance,18123
69,859.0,8595.0,Pender,5420
56,819.0,8191.0,Jackson,3599
42,999.0,9987.0,Bladen,3268
9,1355.0,13551.0,Hyde,669
31,927.0,9266.0,Washington,1073
5,610.0,6101.0,Camden,663
