First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
0.0966695021320171,0.024361038177277687,Missing or Undisclosed,0.059084234993254485,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.025488470586585422
,0.004929689964076958,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008846754806989989
0.09503605087718502,0.1571028906374804,Missing or Undisclosed,0.043865238810475916,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.12413153967424777
0.06134255992865569,0.0074194530576912315,Missing or Undisclosed,0.032618573226693155,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.006753685076564748
0.14971313804611547,0.7686343099867695,Missing or Undisclosed,0.09162907750737932,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.8053024433170772
,0.03755261817670423,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.037439185864825794
,0.010891604166581331,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.001016734039905058
0.03772067496563758,0.026416611710283602,Missing or Undisclosed,0.01897097959700925,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.022743288678841764
0.1490288677518063,0.962691784123135,Missing or Undisclosed,0.08828234794796251,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9762399772812532
,0.0017483639382358522,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0015847027104727112
,0.0004369203125618686,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.00045694598804928475
0.16349302686429762,0.6013600510104465,Female,0.09526301918029927,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.5998263371513449
0.11207733560458831,0.39024083866854,Male,0.06592070528113839,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.39291862271103367
,0.005335206629173442,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0043929922482794405
,0.0008786194410423826,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008203991908199434
0.5808077367418597,0.2793757227959077,Missing or Undisclosed,0.4187749969485627,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3448282712833404
0.0012232863271899978,0.00033110367436329103,Missing or Undisclosed,0.0005094924496750094,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00023606928282853072
0.10419205405593757,0.14493534262062072,Missing or Undisclosed,0.05425175685232527,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12918716203818947
0.07714691051745917,0.17949505665627616,Missing or Undisclosed,0.0455122289724905,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.18127082405709605
1.890348958417724e-05,4.778815918645438e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,8.180618711879777e-06
,6.690342286103612e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,4.791505245529584e-05
0.002630831676883759,0.0004300934326780894,Missing or Undisclosed,0.0020211468755741892,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0005656313509356874
0.026275329678261475,0.017769002961500493,Missing or Undisclosed,0.015021396404354187,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01738965806182444
1.113114717602796e-05,4.778815918645438e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.1686598159828254e-06
0.528499543242861,0.37758038992407145,Missing or Undisclosed,0.2669315475849205,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.32646044495553833
1.5023903029720286e-05,6.826879883779197e-06,Missing or Undisclosed,6.009561211888114e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,10-14,4.674639263931302e-06
,,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,
0.5808077367418597,0.2793757227959077,Missing or Undisclosed,0.4187749969485627,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3448282712833404
0.10419205405593757,0.14493534262062072,Missing or Undisclosed,0.05425175685232527,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12918716203818947
