Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,4992,"4,992",,Female,,Deaths
Gender,,33,33,,Missing,,Deaths
Gender,,5476,"5,476",,Male,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,,,,Missing,,Percent of Cases
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,,,,Missing,,Percent of Deaths
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,436647,"436,647",,Female,,Cases
Gender,,4615,"4,615",,Missing,,Cases
Gender,,383090,"383,090",,Male,,Cases
Ethnicity,,78%,78%,,,Non-Hispanic,Percent of Cases
Ethnicity,,22%,22%,,,Hispanic,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,8137,"8,137",,,Non-Hispanic,Deaths
Ethnicity,,743,743,,,Hispanic,Deaths
Ethnicity,,1621,"1,621",,,Missing,Deaths
Ethnicity,,410150,"410,150",,,Non-Hispanic,Cases
Ethnicity,,113768,"113,768",,,Hispanic,Cases
Ethnicity,,300434,"300,434",,,Missing,Cases
Age Group,,6270,"6,270",75+,,,Deaths
Age Group,,359,359,25-49,,,Deaths
Age Group,,12,12,18-24,,,Deaths
Age Group,,1403,"1,403",50-64,,,Deaths
Age Group,,0,0,Missing,,,Deaths
Age Group,,2454,"2,454",65-74,,,Deaths
Age Group,,3,3,0-17,,,Deaths
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Cases
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,60%,60%,75+,,,Percent of Deaths
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,56227,"56,227",75+,,,Cases
Age Group,,323231,"323,231",25-49,,,Cases
Age Group,,111851,"111,851",18-24,,,Cases
Age Group,,168527,"168,527",50-64,,,Cases
Age Group,,194,194,Missing,,,Cases
Age Group,,68454,"68,454",65-74,,,Cases
Age Group,,95868,"95,868",0-17,,,Cases
Race,White,6533,"6,533",,,,Deaths
Race,Other,657,657,,,,Deaths
Race,Black or African American,2435,"2,435",,,,Deaths
Race,Asian or Pacific Islander,110,110,,,,Deaths
Race,American Indian Alaskan Native,108,108,,,,Deaths
Race,Missing,658,658,,,,Deaths
Race,White,66%,66%,,,,Percent of Deaths
Race,Other,7%,7%,,,,Percent of Deaths
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,Missing,,,,,,Percent of Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,Other,14%,14%,,,,Percent of Cases
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,Missing,,,,,,Percent of Cases
Race,White,415463,"415,463",,,,Cases
Race,Other,93109,"93,109",,,,Cases
Race,Black or African American,137682,"137,682",,,,Cases
Race,Asian or Pacific Islander,12756,"12,756",,,,Cases
Race,American Indian Alaskan Native,10456,"10,456",,,,Cases
Race,Missing,154886,"154,886",,,,Cases
