At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
9181,18940,19146,19146,19155,13126,13126,13014,6706,5932,5932,5838,2428,5932,13126,60269,53935,Robeson,88,88,88,47,97,1330,835,122048,15686,50224,53181,54032,16409,55713,59089,60358,1330,835,1400,1330,513,917,835,382,98425,20565,130625,109195,13809,2146,15418,15199,43540,42560,13750,40574,2016,12648,13909,14032,38437,13288,39083,36741,15417,43522,14031,39069,ROBESON COUNTY
1953,3047,3059,3059,3059,2330,2330,2323,1542,729,729,724,411,729,2330,6562,6017,Perquimans,,,,,,0,0,12861,2872,5809,5971,6031,3062,6295,6478,6584,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1092,232,1149,1139,5416,5339,2830,5203,214,987,1038,1042,4933,2658,4977,4822,1149,5413,1042,4975,PERQUIMANS COUNTY
16973,46314,47423,47423,47465,21721,21721,21328,9263,25682,25682,24966,7710,25684,21727,119138,110444,Johnston,20,20,20,0,54,3269,2151,196283,24966,99957,107524,110512,25966,106927,115322,119251,3248,2151,3338,3082,877,2182,2034,607,156585,28558,209339,175612,33007,3863,38593,37057,77320,75017,21226,70838,3741,30828,34614,35899,70759,20618,72431,67095,38592,77277,35895,72398,JOHNSTON COUNTY
12403,26119,26401,26401,26443,12545,12545,12435,6472,13856,13856,13684,5931,13856,12547,65604,61729,Randolph,0,0,0,0,40,784,555,135556,19772,57860,60728,61823,20102,61132,64297,65722,784,555,865,784,512,627,555,427,111702,26060,143667,123257,20411,3819,22514,21997,42343,41516,15771,39937,3891,19251,20698,21093,39475,15454,40103,38054,22513,42307,21091,40083,RANDOLPH COUNTY
695,1702,1743,1743,1743,1688,1688,1650,681,55,55,52,14,55,1688,3412,3267,Hyde,,,,,,,,4753,1039,3056,3189,3267,1057,3176,3316,3415,,,,,,,,,4098,1114,4937,4410,164,52,176,173,3239,3143,1005,3012,44,148,157,161,3032,995,3106,2908,176,3236,161,3106,HYDE COUNTY
1703,3025,3045,3045,3046,1695,1695,1677,1014,1350,1350,1348,689,1350,1696,6791,6308,Alleghany,,,,,,10,0,10626,2584,6074,6232,6341,2698,6509,6682,6841,10,0,51,10,10,26,0,0,9249,3116,11137,9915,1326,350,1379,1373,5411,5299,2338,5173,332,1220,1257,1265,4975,2252,5050,4854,1379,5402,1265,5043,ALLEGHANY COUNTY
4707,9521,9593,9593,9616,5228,5228,5191,2657,4365,4365,4330,2050,4365,5230,29157,26449,Duplin,0,0,0,0,21,2008,1470,55126,7764,24438,25958,26509,8050,26697,28443,29234,1987,1470,2068,1786,424,1518,1299,301,44760,11405,58741,49644,7525,1506,8442,8309,18724,18147,6120,17386,1516,7152,7883,7969,16605,5947,17022,15987,8442,18707,7969,17010,DUPLIN COUNTY
1050,1879,1892,1892,1893,1647,1647,1642,966,245,245,237,84,245,1648,4786,4468,Gates,,,,,,52,41,11027,1756,4299,4439,4494,1854,4570,4733,4858,52,41,116,52,0,66,41,0,9230,2418,11562,10120,502,122,554,550,4188,4131,1732,4016,124,476,515,516,3883,1632,3912,3782,554,4180,516,3911,GATES COUNTY
9511,18568,18834,18834,18874,11666,11666,11509,6069,7108,7108,6999,3431,7108,11666,37207,35165,Haywood,60,60,60,11,100,1409,895,59266,13642,33160,34478,35254,14048,35067,36440,37295,1409,895,1487,1409,626,971,895,509,50968,15572,62317,54941,8017,1986,8511,8462,27297,26569,11436,25641,1849,7370,7815,7856,25768,11284,26427,24895,8511,27287,7856,26414,HAYWOOD COUNTY
6217,12339,12479,12479,12504,6926,6926,6837,3602,5553,5553,5502,2615,5553,6926,29135,27230,Stanly,0,0,0,0,25,664,473,59178,9547,25814,26893,27310,9913,27502,28667,29194,664,473,717,664,329,549,473,284,49282,12123,62806,54008,6836,1342,7309,7176,21168,20827,8242,20002,1316,6373,6689,6774,19731,7947,19987,18968,7309,21162,6774,19983,STANLY COUNTY
41680,136802,139737,139737,139746,39856,39856,38710,16450,99881,99881,98092,25230,99883,39863,241566,229210,Missing,,,,,,41478,48624,,43804,209893,221486,230823,49312,219822,232197,243459,41463,48624,43259,41320,9966,49992,48526,9818,,,,,86059,7460,97799,93011,102401,97723,31886,92443,8130,84786,91971,96168,80891,25856,84663,76581,97783,102305,96165,84421,MISSING COUNTY
8791,18216,18466,18466,18477,12248,12248,12151,6566,6175,6175,6022,2209,6175,12253,44919,42007,Wilson,43,43,43,16,49,524,345,76972,12813,39070,41234,42065,13140,41445,43849,44983,524,345,569,524,267,386,345,222,63224,15337,81801,69710,11833,1847,13622,13156,30792,30169,11026,29088,1821,10983,12187,12523,28702,10770,29156,27742,13619,30776,12521,29141,WILSON COUNTY
440,825,826,826,826,750,750,749,411,76,76,76,29,76,750,2043,1943,Tyrrell,,,,,,,,3827,670,1824,1910,1944,686,1912,2005,2045,,,,,,,,,3288,810,4016,3533,167,37,177,175,1868,1830,649,1745,37,142,147,147,1763,633,1797,1682,177,1866,147,1796,TYRRELL COUNTY
10367,22303,22527,22527,22535,11139,11139,11038,5144,11338,11338,11215,5192,11338,11140,64325,58960,Wayne,50,50,50,31,57,6509,5129,115046,15863,55250,58010,59026,16541,59912,63022,64402,6469,5105,6549,6364,895,5166,5018,655,94031,20802,123131,103693,17359,3158,19979,19274,37874,37279,12488,36189,3060,16221,17931,18463,34974,12148,35397,34011,19978,37838,18459,35372,WAYNE COUNTY
2455,4708,4730,4730,4730,2439,2439,2434,1294,2291,2291,2274,1161,2291,2439,12377,11618,Montgomery,,,,,,167,137,25757,4391,11182,11535,11664,4532,11883,12269,12472,167,137,259,167,105,182,137,95,21266,5743,27173,23512,2786,521,2986,2946,9227,9156,3906,8930,490,2606,2756,2788,8642,3806,8694,8439,2986,9224,2788,8693,MONTGOMERY COUNTY
