At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
8730,17254,17369,17369,17393,12070,12070,12003,6410,5251,5251,5203,2300,5251,12070,59047,52941,Robeson,48,48,48,20,72,909,654,122048,15571,49529,52413,52975,16231,54765,58074,59076,909,654,919,909,421,674,654,361,98425,20565,130625,109195,13536,2117,15066,14909,43091,42256,13693,40320,1990,12374,13611,13682,38148,13220,38619,36501,15065,43073,13681,38606,ROBESON COUNTY
1912,2916,2922,2922,2922,2249,2249,2248,1514,673,673,668,398,673,2249,6515,5978,Perquimans,,,,,,0,0,12861,2854,5782,5942,5992,3043,6261,6441,6537,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1073,228,1126,1119,5392,5322,2815,5188,212,974,1025,1026,4917,2642,4954,4808,1126,5389,1026,4952,PERQUIMANS COUNTY
16321,42819,43489,43489,43526,20237,20237,19972,8929,23235,23235,22830,7392,23237,20243,116100,108021,Johnston,17,17,17,0,46,1398,1116,196283,24746,98373,105688,108067,25539,104586,112730,116155,1398,1116,1410,1398,555,1127,1116,505,156585,28558,209339,175612,32569,3822,37886,36562,76859,74770,21162,70619,3702,30452,34201,35212,70371,20539,71728,66805,37885,76817,35208,71697,JOHNSTON COUNTY
11910,24450,24628,24628,24660,11771,11771,11718,6221,12857,12857,12732,5689,12857,11773,64849,60918,Randolph,0,0,0,0,30,758,554,135556,19691,57344,60158,60957,20020,60587,63702,64885,758,554,758,758,501,571,554,427,111702,26060,143667,123257,20122,3779,22111,21687,42016,41257,15740,39707,3850,18924,20356,20634,39248,15414,39752,37866,22110,41981,20632,39732,RANDOLPH COUNTY
656,1430,1459,1459,1459,1412,1412,1383,644,47,47,47,12,47,1412,3394,3225,Hyde,,,,,,,,4753,1031,3020,3150,3225,1051,3163,3301,3397,,,,,,,,,4098,1114,4937,4410,161,52,173,170,3224,3131,999,3002,44,144,153,157,2997,987,3068,2876,173,3221,157,3068,HYDE COUNTY
1650,2907,2920,2920,2921,1634,1634,1622,985,1286,1286,1285,665,1286,1635,6743,6266,Alleghany,,,,,,10,0,10626,2572,6052,6204,6299,2686,6469,6641,6777,10,0,35,10,10,26,0,0,9249,3116,11137,9915,1303,349,1356,1350,5386,5281,2327,5156,326,1209,1246,1253,4958,2246,5020,4843,1356,5377,1253,5013,ALLEGHANY COUNTY
4451,8732,8764,8764,8778,4820,4820,4813,2529,3944,3944,3919,1922,3944,4822,27097,24738,Duplin,0,0,0,0,12,270,216,55126,7584,23085,24373,24762,7774,24991,26505,27133,270,216,290,270,184,228,216,161,44760,11405,58741,49644,7406,1488,8297,8190,18546,18045,6102,17315,1494,6996,7712,7768,16445,5929,16766,15873,8297,18530,7768,16754,DUPLIN COUNTY
1009,1744,1748,1748,1748,1545,1545,1543,929,203,203,201,80,203,1545,4710,4383,Gates,,,,,,0,,11027,1746,4235,4365,4384,1848,4504,4665,4733,0,,15,0,0,,,,9230,2418,11562,10120,499,122,551,547,4167,4118,1726,4005,122,468,506,507,3859,1624,3877,3767,551,4159,507,3876,GATES COUNTY
9285,17753,17932,17932,17977,11172,11172,11066,5946,6712,6712,6639,3328,6712,11172,36935,34866,Haywood,48,48,48,11,93,1317,876,59266,13605,32991,34284,34926,13998,34841,36208,36978,1317,876,1350,1317,613,923,876,509,50968,15572,62317,54941,7945,1971,8434,8391,27194,26500,11414,25579,1837,7291,7723,7756,25685,11259,26247,24824,8434,27184,7756,26234,HAYWOOD COUNTY
5983,11436,11516,11516,11534,6312,6312,6266,3454,5204,5204,5170,2529,5204,6312,28645,26819,Stanly,0,0,0,0,18,468,358,59178,9499,25512,26572,26855,9872,27113,28263,28664,468,358,481,468,329,390,358,284,49282,12123,62806,54008,6714,1329,7146,7050,21037,20745,8214,19931,1299,6273,6588,6637,19626,7916,19828,18881,7146,21031,6637,19824,STANLY COUNTY
