Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
937,986.0,9861.0,Mecklenburg,109487
419,1162.0,11616.0,Gaston,26082
87,616.0,6157.0,Chatham,4585
152,629.0,6290.0,Brunswick,8983
210,999.0,9992.0,Johnston,20917
158,852.0,8518.0,Henderson,10002
241,889.0,8893.0,Wayne,10950
80,827.0,8274.0,Pasquotank,3295
152,1084.0,10844.0,Burke,9812
251,987.0,9871.0,Cabarrus,21365
112,1043.0,10433.0,Lenoir,5837
300,1163.0,11627.0,Rowan,16521
298,1183.0,11829.0,Catawba,18873
80,969.0,9690.0,Granville,5857
28,702.0,7016.0,Polk,1454
150,1128.0,11283.0,Columbus,6263
85,1139.0,11386.0,Lincoln,9805
9,731.0,7309.0,Perquimans,984
104,1120.0,11200.0,Caldwell,9204
131,1221.0,12211.0,Stanly,7669
13,629.0,6288.0,Gates,727
86,1093.0,10933.0,Vance,4869
228,1239.0,12390.0,Robeson,16184
110,955.0,9554.0,Wilkes,6536
20,897.0,8971.0,Warren,1770
32,667.0,6674.0,Transylvania,2295
10,561.0,5615.0,Dare,2078
55,1031.0,10313.0,Anson,2521
31,801.0,8005.0,Watauga,4497
12,688.0,6883.0,Graham,581
6,792.0,7918.0,Tyrrell,318
16,544.0,5442.0,Currituck,1511
0,,,Missing,1
132,1052.0,10517.0,Duplin,6178
677,861.0,8614.0,Guilford,46271
218,767.0,7674.0,Durham,24671
108,1229.0,12287.0,Sampson,7806
185,962.0,9622.0,Davidson,16128
720,770.0,7704.0,Wake,85652
43,920.0,9205.0,Bertie,1744
224,1031.0,10313.0,Randolph,14817
63,877.0,8768.0,Hertford,2076
142,831.0,8310.0,Onslow,16448
63,1131.0,11308.0,McDowell,5174
49,950.0,9497.0,Franklin,6618
101,569.0,5692.0,Orange,8451
93,1210.0,12104.0,Montgomery,3289
313,664.0,6642.0,Buncombe,17349
205,1072.0,10722.0,Rutherford,7187
37,932.0,9317.0,Davie,3992
123,898.0,8975.0,Craven,9167
84,1064.0,10640.0,Scotland,3705
39,992.0,9920.0,Martin,2226
92,1022.0,10217.0,Richmond,4580
35,843.0,8428.0,Macon,3022
67,838.0,8382.0,Person,3310
83,1153.0,11529.0,Alexander,4323
16,937.0,9369.0,Mitchell,1402
13,876.0,8762.0,Pamlico,1115
22,1038.0,10378.0,Chowan,1447
41,707.0,7065.0,Madison,1537
164,801.0,8009.0,New Hanover,18779
172,1165.0,11650.0,Wilson,9530
299,826.0,8262.0,Cumberland,27719
58,955.0,9552.0,Northampton,1861
55,830.0,8297.0,Hoke,4583
18,645.0,6446.0,Clay,724
111,1055.0,10551.0,Edgecombe,5431
76,953.0,9532.0,Lee,5889
157,1124.0,11238.0,Surry,8067
109,1099.0,10992.0,Halifax,5497
19,868.0,8685.0,Jones,818
106,810.0,8099.0,Rockingham,7371
5,902.0,9024.0,Alleghany,1005
27,945.0,9450.0,Caswell,2136
41,761.0,7609.0,Ashe,2070
44,1078.0,10784.0,Greene,2272
95,686.0,6860.0,Haywood,4275
80,865.0,8646.0,Stokes,3942
18,846.0,8458.0,Swain,1207
20,1191.0,11910.0,Avery,2091
28,875.0,8750.0,Yancey,1581
215,996.0,9957.0,Union,23882
20,863.0,8633.0,Cherokee,2470
372,919.0,9187.0,Forsyth,35123
264,1046.0,10464.0,Alamance,17737
206,1009.0,10092.0,Iredell,18347
86,1061.0,10613.0,Pitt,19183
47,1042.0,10423.0,Yadkin,3926
51,724.0,7245.0,Carteret,5033
224,1152.0,11519.0,Cleveland,11283
187,866.0,8656.0,Moore,8732
169,827.0,8274.0,Harnett,11250
181,1195.0,11945.0,Nash,11264
31,908.0,9085.0,Washington,1052
95,961.0,9605.0,Beaufort,4514
55,812.0,8123.0,Jackson,3569
69,837.0,8373.0,Pender,5280
41,981.0,9813.0,Bladen,3211
5,599.0,5991.0,Camden,651
8,1343.0,13429.0,Hyde,663
