Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,6179,"6,179",,Male,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,419116,"419,116",,Male,,Cases
Gender,,5652,"5,652",,Female,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,475904,"475,904",,Female,,Cases
Gender,,23,23,,Missing,,Deaths
Gender,,,,,Missing,,Percent of Cases
Gender,,,,,Missing,,Percent of Deaths
Gender,,4144,"4,144",,Missing,,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,1828,"1,828",,,Missing,Deaths
Ethnicity,,317011,"317,011",,,Missing,Cases
Ethnicity,,21%,21%,,,Hispanic,Percent of Cases
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,828,828,,,Hispanic,Deaths
Ethnicity,,121699,"121,699",,,Hispanic,Cases
Ethnicity,,79%,79%,,,Non-Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,9198,"9,198",,,Non-Hispanic,Deaths
Ethnicity,,460454,"460,454",,,Non-Hispanic,Cases
Age Group,,1593,"1,593",50-64,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,183639,"183,639",50-64,,,Cases
Age Group,,1,1,Missing,,,Deaths
Age Group,,,,Missing,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,186,186,Missing,,,Cases
Age Group,,402,402,25-49,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,352791,"352,791",25-49,,,Cases
Age Group,,7052,"7,052",75+,,,Deaths
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,59%,59%,75+,,,Percent of Deaths
Age Group,,58961,"58,961",75+,,,Cases
Age Group,,13,13,18-24,,,Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,122608,"122,608",18-24,,,Cases
Age Group,,2790,"2,790",65-74,,,Deaths
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,24%,24%,65-74,,,Percent of Deaths
Age Group,,73020,"73,020",65-74,,,Cases
Age Group,,3,3,0-17,,,Deaths
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,107959,"107,959",0-17,,,Cases
Race,Other,741,741,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Other,101774,"101,774",,,,Cases
Race,White,7380,"7,380",,,,Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,White,457304,"457,304",,,,Cases
Race,Missing,734,734,,,,Deaths
Race,Missing,,,,,,Percent of Cases
Race,Missing,,,,,,Percent of Deaths
Race,Missing,161794,"161,794",,,,Cases
Race,Black or African American,2742,"2,742",,,,Deaths
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Black or African American,152638,"152,638",,,,Cases
Race,Asian or Pacific Islander,125,125,,,,Deaths
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,14253,"14,253",,,,Cases
Race,American Indian Alaskan Native,132,132,,,,Deaths
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,11401,"11,401",,,,Cases
