"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
7350.0,59,735.0,Rockingham,6689
6978.0,260,698.0,Cumberland,23411
6701.0,139,670.0,New Hanover,15711
9842.0,95,984.0,Halifax,4922
10051.0,129,1005.0,Surry,7215
10022.0,145,1002.0,Wilson,8198
8515.0,28,852.0,Northampton,1659
7294.0,53,729.0,Hoke,4029
6045.0,83,604.0,Haywood,3767
7347.0,16,735.0,Jones,692
8618.0,66,862.0,Lee,5324
5743.0,18,574.0,Clay,645
10062.0,38,1006.0,Greene,2120
8805.0,99,880.0,Edgecombe,4532
8450.0,19,845.0,Caswell,1910
7886.0,23,789.0,Yancey,1425
7863.0,64,786.0,Stokes,3585
6716.0,40,672.0,Ashe,1827
7995.0,16,800.0,Swain,1141
8090.0,4,809.0,Alleghany,901
10207.0,20,1021.0,Avery,1792
8522.0,837,852.0,Mecklenburg,94622
10726.0,272,1073.0,Catawba,17114
8311.0,181,831.0,Johnston,17398
11352.0,199,1135.0,Robeson,14829
8426.0,76,843.0,Granville,5093
5428.0,130,543.0,Brunswick,7752
5456.0,74,546.0,Chatham,4063
10349.0,372,1035.0,Gaston,23236
6791.0,29,679.0,Watauga,3815
10235.0,269,1023.0,Rowan,14542
9159.0,51,916.0,Anson,2239
,0,,Missing,43
7268.0,127,727.0,Henderson,8534
8302.0,225,830.0,Cabarrus,17971
10529.0,111,1053.0,Stanly,6613
8224.0,210,822.0,Wayne,10126
10296.0,66,1030.0,Caldwell,8461
9341.0,78,934.0,Vance,4160
10022.0,135,1002.0,Burke,9068
9995.0,66,1000.0,Lincoln,8607
10262.0,140,1026.0,Columbus,5696
6394.0,25,639.0,Polk,1325
9534.0,104,953.0,Lenoir,5334
7551.0,74,755.0,Pasquotank,3007
4827.0,15,483.0,Currituck,1340
8608.0,100,861.0,Wilkes,5889
7901.0,18,790.0,Warren,1559
5395.0,26,539.0,Transylvania,1855
4958.0,8,496.0,Dare,1835
7445.0,6,745.0,Tyrrell,299
5734.0,12,573.0,Gates,663
6507.0,7,651.0,Perquimans,876
6528.0,12,653.0,Graham,551
6524.0,519,652.0,Wake,72534
5740.0,287,574.0,Buncombe,14992
7905.0,113,790.0,Craven,8074
7248.0,537,725.0,Guilford,38935
6570.0,194,657.0,Durham,21123
7293.0,61,729.0,Person,2880
8567.0,149,857.0,Davidson,14359
5088.0,93,509.0,Orange,7555
8924.0,196,892.0,Randolph,12821
9603.0,22,960.0,Chowan,1339
10300.0,55,1030.0,McDowell,4713
7248.0,133,725.0,Onslow,14346
7380.0,43,738.0,Franklin,5143
9830.0,72,983.0,Scotland,3423
10323.0,89,1032.0,Sampson,6558
8497.0,40,850.0,Bertie,1610
9533.0,124,953.0,Duplin,5600
10959.0,84,1096.0,Montgomery,2978
7206.0,9,721.0,Pamlico,917
9929.0,193,993.0,Rutherford,6655
8213.0,15,821.0,Mitchell,1229
8047.0,28,805.0,Davie,3448
8105.0,56,810.0,Hertford,1919
9130.0,87,913.0,Richmond,4093
9060.0,37,906.0,Martin,2033
7033.0,26,703.0,Macon,2522
10219.0,72,1022.0,Alexander,3832
6086.0,32,609.0,Madison,1324
8422.0,189,842.0,Union,20200
6866.0,147,687.0,Harnett,9336
7372.0,48,737.0,Jackson,3239
6210.0,43,621.0,Carteret,4314
8839.0,79,884.0,Beaufort,4154
7668.0,170,767.0,Moore,7735
8126.0,337,813.0,Forsyth,31064
10038.0,167,1004.0,Nash,9466
8801.0,183,880.0,Iredell,16001
9454.0,76,945.0,Pitt,17087
10235.0,211,1024.0,Cleveland,10025
7186.0,17,719.0,Cherokee,2056
9044.0,217,904.0,Alamance,15331
9486.0,45,949.0,Yadkin,3573
8212.0,28,821.0,Washington,951
8847.0,38,885.0,Bladen,2895
5172.0,5,517.0,Camden,562
7174.0,53,717.0,Pender,4524
12518.0,8,1252.0,Hyde,618
