"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
6335.0,90,634.0,Haywood,3948
7477.0,289,748.0,Cumberland,25085
10708.0,152,1071.0,Wilson,8759
9016.0,73,902.0,Lee,5570
9023.0,39,902.0,Northampton,1758
7220.0,159,722.0,New Hanover,16929
7707.0,54,771.0,Hoke,4257
7684.0,68,768.0,Rockingham,6993
9390.0,100,939.0,Edgecombe,4833
9012.0,25,901.0,Caswell,2037
8048.0,16,805.0,Jones,758
10266.0,42,1027.0,Greene,2163
10501.0,140,1050.0,Surry,7538
7047.0,40,705.0,Ashe,1917
8404.0,5,840.0,Alleghany,936
8184.0,75,818.0,Stokes,3731
10166.0,102,1017.0,Halifax,5084
8255.0,16,825.0,Swain,1178
8207.0,26,821.0,Yancey,1483
5948.0,18,595.0,Clay,668
11027.0,20,1103.0,Avery,1936
6995.0,583,699.0,Wake,77767
7714.0,572,771.0,Guilford,41438
6955.0,210,695.0,Durham,22359
6145.0,294,615.0,Buncombe,16051
5310.0,98,531.0,Orange,7884
9665.0,208,967.0,Randolph,13886
11308.0,96,1131.0,Sampson,7184
7641.0,139,764.0,Onslow,15125
10237.0,201,1024.0,Rutherford,6862
8482.0,117,848.0,Craven,8663
9412.0,37,941.0,Martin,2112
8575.0,35,857.0,Davie,3674
10879.0,62,1088.0,McDowell,4978
8379.0,62,838.0,Hertford,1984
8945.0,177,894.0,Davidson,14992
8264.0,46,826.0,Franklin,5759
11596.0,89,1160.0,Montgomery,3151
9599.0,92,960.0,Richmond,4303
8893.0,41,889.0,Bertie,1685
7931.0,67,793.0,Person,3132
10151.0,80,1015.0,Scotland,3535
8540.0,16,854.0,Mitchell,1278
9995.0,128,999.0,Duplin,5871
10721.0,82,1072.0,Alexander,4020
9984.0,22,998.0,Chowan,1392
7315.0,28,731.0,Macon,2623
7921.0,11,792.0,Pamlico,1008
6513.0,39,651.0,Madison,1417
8997.0,897,900.0,Mecklenburg,99894
5840.0,141,584.0,Brunswick,8340
5714.0,80,571.0,Chatham,4255
10854.0,398,1085.0,Gaston,24370
7914.0,152,791.0,Henderson,9292
8852.0,239,885.0,Cabarrus,19160
11238.0,286,1124.0,Catawba,17930
9018.0,76,902.0,Granville,5451
10574.0,77,1057.0,Lincoln,9105
9000.0,202,900.0,Johnston,18841
10165.0,85,1017.0,Vance,4527
8471.0,231,847.0,Wayne,10430
7882.0,78,788.0,Pasquotank,3139
10424.0,145,1042.0,Burke,9432
10806.0,291,1081.0,Rowan,15354
11894.0,221,1189.0,Robeson,15536
9961.0,109,996.0,Lenoir,5573
5802.0,27,580.0,Transylvania,1995
9045.0,104,905.0,Wilkes,6188
6654.0,27,665.0,Polk,1379
8444.0,18,844.0,Warren,1666
10734.0,96,1073.0,Caldwell,8821
7357.0,30,736.0,Watauga,4133
10887.0,147,1089.0,Columbus,6043
6952.0,9,695.0,Perquimans,936
11306.0,112,1131.0,Stanly,7101
5985.0,12,599.0,Gates,692
9809.0,53,981.0,Anson,2398
5193.0,8,519.0,Dare,1922
5136.0,15,514.0,Currituck,1426
6741.0,12,674.0,Graham,569
7620.0,6,762.0,Tyrrell,306
,0,,Missing,73
9641.0,237,964.0,Alamance,16342
6620.0,45,662.0,Carteret,4599
9343.0,198,934.0,Iredell,16986
9012.0,206,901.0,Union,21616
7443.0,160,744.0,Harnett,10121
10870.0,218,1087.0,Cleveland,10647
9929.0,84,993.0,Pitt,17946
8705.0,31,870.0,Washington,1008
8571.0,357,857.0,Forsyth,32767
8161.0,182,816.0,Moore,8233
9329.0,87,933.0,Beaufort,4384
9969.0,46,997.0,Yadkin,3755
7637.0,19,764.0,Cherokee,2185
10746.0,173,1075.0,Nash,10133
9321.0,41,932.0,Bladen,3050
5650.0,5,565.0,Camden,614
7791.0,55,779.0,Jackson,3423
7777.0,66,778.0,Pender,4904
12761.0,8,1276.0,Hyde,630
