Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,4988,"4,988",,Female,,Deaths
Gender,,33,33,,Missing,,Deaths
Gender,,5470,"5,470",,Male,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,,,,Missing,,Percent of Cases
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,,,,Missing,,Percent of Deaths
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,435367,"435,367",,Female,,Cases
Gender,,4616,"4,616",,Missing,,Cases
Gender,,381911,"381,911",,Male,,Cases
Ethnicity,,78%,78%,,,Non-Hispanic,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,22%,22%,,,Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,8128,"8,128",,,Non-Hispanic,Deaths
Ethnicity,,1621,"1,621",,,Missing,Deaths
Ethnicity,,742,742,,,Hispanic,Deaths
Ethnicity,,408994,"408,994",,,Non-Hispanic,Cases
Ethnicity,,299393,"299,393",,,Missing,Cases
Ethnicity,,113507,"113,507",,,Hispanic,Cases
Age Group,,1401,"1,401",50-64,,,Deaths
Age Group,,0,0,Missing,,,Deaths
Age Group,,358,358,25-49,,,Deaths
Age Group,,6265,"6,265",75+,,,Deaths
Age Group,,2452,"2,452",65-74,,,Deaths
Age Group,,3,3,0-17,,,Deaths
Age Group,,12,12,18-24,,,Deaths
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,60%,60%,75+,,,Percent of Deaths
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Cases
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,168018,"168,018",50-64,,,Cases
Age Group,,192,192,Missing,,,Cases
Age Group,,322291,"322,291",25-49,,,Cases
Age Group,,56119,"56,119",75+,,,Cases
Age Group,,68252,"68,252",65-74,,,Cases
Age Group,,95497,"95,497",0-17,,,Cases
Age Group,,111525,"111,525",18-24,,,Cases
Race,Other,656,656,,,,Deaths
Race,White,6524,"6,524",,,,Deaths
Race,Missing,660,660,,,,Deaths
Race,Black or African American,2433,"2,433",,,,Deaths
Race,American Indian Alaskan Native,108,108,,,,Deaths
Race,Asian or Pacific Islander,110,110,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,White,62%,62%,,,,Percent of Cases
Race,Missing,,,,,,Percent of Cases
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,White,66%,66%,,,,Percent of Deaths
Race,Missing,,,,,,Percent of Deaths
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Other,92580,"92,580",,,,Cases
Race,White,414315,"414,315",,,,Cases
Race,Missing,154548,"154,548",,,,Cases
Race,Black or African American,137288,"137,288",,,,Cases
Race,American Indian Alaskan Native,10445,"10,445",,,,Cases
Race,Asian or Pacific Islander,12718,"12,718",,,,Cases
